FIPS,Housing,ChildCare,Food,Transportation,Medical,Other,Taxes,MIT LWC,MIDS ChildCare,MIDS Food,MIDS Medical,MIDS Transportation,MIDS Net,MIDS Taxes,MIDS Benefits,MIDS LW,MIDS Below LWC,4xTC Taxes,4xTC Benefits,4xTC LW,4xTC Below LWC,Daycare Tax,Daycare Benefits,Daycare LWC,Daycare Below LWC,UBI_12k Tax,UBI_12k Benefits,UBI_12k LWC,UBI_12k Below LWC,Expanded Safety Net Tax,Expanded Safety Net Benefits,Expanded Safety Net LWC,Expanded Safety Net Below LWC,Medical Tax,Medical Benefits,Medical LWC,Medical Below LWC
22105,12456.00,7006.00,10835.00,11037.00,6270.00,4838.00,8139.00,60581.00,7634.20,10835.00,14402.00,10641.52,60806.71,-513.00,-8944.00,45899.87,0.35,-47387.00,-8944.00,18312.52,0.06,-513.00,-8944.00,45928.67,0.35,5251.00,-20944.00,25370.45,0.13,-513.00,-8944.00,49027.35,0.33,-5779.00,-12002.00,69295.42,0.50
22107,9516.00,7006.00,10835.00,11037.00,6270.00,4838.00,7683.00,57185.00,7634.20,10835.00,14402.00,11037.00,58262.20,-513.00,-8944.00,35135.06,0.34,-47387.00,-8944.00,20857.04,-0.02,-513.00,-8944.00,35163.86,0.34,5251.00,-20944.00,21182.23,-0.03,-513.00,-8944.00,37515.84,0.45,-5779.00,-12002.00,66906.44,0.71
22109,12000.00,7006.00,10835.00,11037.00,6270.00,4838.00,8068.00,60054.00,7345.51,10835.00,14402.00,11113.67,60534.19,-513.00,-8944.00,41026.57,0.22,-47387.00,-8944.00,18585.05,0.04,-513.00,-8944.00,41055.37,0.22,5251.00,-20944.00,25642.98,0.09,-513.00,-8944.00,45271.96,0.28,-5779.00,-12002.00,69567.95,0.41
22111,10356.00,7006.00,10835.00,11037.00,6270.00,4838.00,7813.00,58155.00,6884.92,10835.00,14402.00,10119.69,57435.61,-513.00,-8944.00,33371.23,0.26,-47387.00,-8944.00,15242.46,0.13,-513.00,-8944.00,35990.45,0.37,5251.00,-20944.00,22008.82,0.23,-513.00,-8944.00,9584.32,0.10,-5779.00,-12002.00,67733.03,0.57
22113,11508.00,7006.00,10835.00,11037.00,6270.00,4838.00,7992.00,59486.00,6712.99,10835.00,14402.00,10907.15,59203.15,-513.00,-8944.00,37325.33,0.28,-47387.00,-8944.00,19916.09,0.03,-513.00,-8944.00,37354.13,0.28,5251.00,-20944.00,23809.20,0.15,-513.00,-8944.00,41547.17,0.25,-5779.00,-12002.00,70898.99,0.53
22115,13680.00,7006.00,10835.00,11037.00,6270.00,4838.00,8329.00,61995.00,7815.55,10835.00,14402.00,11017.30,62587.86,-513.00,-8944.00,48191.65,0.24,-47387.00,-8944.00,22222.55,0.11,-513.00,-8944.00,48220.45,0.24,5251.00,-20944.00,29918.94,0.15,-513.00,-8944.00,51290.05,0.34,-5779.00,-12002.00,72447.78,0.54
22117,9816.00,7006.00,10835.00,11037.00,6270.00,4838.00,7729.00,57531.00,6500.85,10835.00,14402.00,9458.23,55850.09,-513.00,-8944.00,27043.09,0.19,-47387.00,-8944.00,16827.98,0.14,-513.00,-8944.00,31233.53,0.31,5251.00,-20944.00,19993.74,0.10,-513.00,-8944.00,8944.87,0.11,-5779.00,-12002.00,64385.05,0.64
22119,10020.00,7006.00,10835.00,11037.00,6270.00,4838.00,7761.00,57767.00,6657.83,10835.00,14402.00,10654.38,57407.21,-513.00,-8944.00,33399.63,0.24,-47387.00,-8944.00,15270.85,0.10,-513.00,-8944.00,36018.85,0.36,5251.00,-20944.00,22037.22,0.21,-513.00,-8944.00,9612.71,0.08,-5779.00,-12002.00,67761.42,0.58
22121,11940.00,7006.00,10835.00,11037.00,6270.00,4838.00,8059.00,59985.00,7421.59,10835.00,14402.00,11110.16,60546.75,-513.00,-8944.00,41014.00,0.23,-47387.00,-8944.00,18572.49,0.04,-513.00,-8944.00,41042.80,0.22,5251.00,-20944.00,25630.42,0.09,-513.00,-8944.00,45259.40,0.31,-5779.00,-12002.00,69555.38,0.39
22123,10944.00,7006.00,10835.00,11037.00,6270.00,4838.00,7904.00,58834.00,7421.59,10835.00,14402.00,11037.00,59477.59,-513.00,-8944.00,37050.89,0.41,-47387.00,-8944.00,19641.65,0.03,-513.00,-8944.00,37079.69,0.41,5251.00,-20944.00,23534.76,0.14,-513.00,-8944.00,41272.73,0.38,-5779.00,-12002.00,70624.55,0.57
22125,11940.00,7006.00,10835.00,11037.00,6270.00,4838.00,8059.00,59985.00,7959.41,10835.00,14402.00,11101.77,61076.18,-513.00,-8944.00,45630.40,0.31,-47387.00,-8944.00,18043.05,0.03,-513.00,-8944.00,45659.20,0.31,5251.00,-20944.00,25100.98,0.10,-513.00,-8944.00,48757.88,0.29,-5779.00,-12002.00,69025.95,0.43
22127,10272.00,7006.00,10835.00,11037.00,6270.00,4838.00,7800.00,58058.00,7959.41,10835.00,14402.00,11037.00,59343.41,-513.00,-8944.00,37185.06,0.41,-47387.00,-8944.00,19775.82,0.05,-513.00,-8944.00,37213.86,0.41,5251.00,-20944.00,23668.94,0.21,-513.00,-8944.00,41406.90,0.38,-5779.00,-12002.00,70758.72,0.65
23001,11376.00,14216.00,12583.00,8845.00,6436.00,4502.00,11284.00,69242.00,12074.29,12583.00,12589.00,8444.35,61568.64,490.00,-6107.00,48349.52,0.30,-48228.00,-6107.00,21726.16,0.14,490.00,-6107.00,48378.32,0.30,6710.00,-18107.00,29603.13,0.20,490.00,-6107.00,51136.70,0.38,-3364.00,-8810.00,69921.04,0.46
23003,9684.00,14216.00,12583.00,8845.00,6436.00,4502.00,10955.00,67221.00,12074.29,12583.00,12589.00,8845.00,60277.29,490.00,-6107.00,45517.42,0.38,-48228.00,-6107.00,17286.33,0.06,490.00,-6107.00,45546.22,0.38,6710.00,-18107.00,27695.98,0.11,490.00,-6107.00,48331.32,0.35,-3364.00,-8810.00,66218.89,0.57
23005,15895.00,14216.00,12583.00,8845.00,6436.00,4502.00,12164.00,74641.00,17252.04,12583.00,12589.00,8816.00,71637.04,490.00,-6107.00,69946.23,0.34,-48228.00,-6107.00,27926.02,0.08,490.00,-6107.00,69975.03,0.34,6710.00,-18107.00,57143.11,0.34,490.00,-6107.00,72848.24,0.41,-3364.00,-8810.00,84569.12,0.35
23007,9912.00,14216.00,12583.00,8845.00,6436.00,4502.00,10999.00,67493.00,17252.04,12583.00,12589.00,8845.00,65683.04,490.00,-6107.00,57569.91,0.48,-48228.00,-6107.00,23192.92,0.12,490.00,-6107.00,57598.71,0.48,6710.00,-18107.00,37482.73,0.25,490.00,-6107.00,60662.94,0.46,-3364.00,-8810.00,75722.62,0.57
23009,12996.00,14216.00,12583.00,8845.00,6436.00,4502.00,11600.00,71178.00,17252.04,12583.00,12589.00,8845.00,68767.04,490.00,-6107.00,63651.07,0.49,-48228.00,-6107.00,25656.94,0.11,490.00,-6107.00,63679.87,0.49,6710.00,-18107.00,51439.25,0.38,490.00,-6107.00,66654.10,0.47,-3364.00,-8810.00,82505.62,0.47
23011,11616.00,14216.00,12583.00,8845.00,6436.00,4502.00,11331.00,69529.00,17226.46,12583.00,12589.00,8394.16,66910.62,490.00,-6107.00,60924.92,0.41,-48228.00,-6107.00,21965.35,0.13,490.00,-6107.00,60953.72,0.41,6710.00,-18107.00,45649.70,0.29,490.00,-6107.00,63972.95,0.48,-3364.00,-8810.00,79428.55,0.48
23013,13596.00,14216.00,12583.00,8845.00,6436.00,4502.00,11717.00,71895.00,17226.46,12583.00,12589.00,8845.00,69341.46,490.00,-6107.00,63076.65,0.33,-48228.00,-6107.00,25082.52,0.08,490.00,-6107.00,63105.45,0.33,6710.00,-18107.00,55165.71,0.31,490.00,-6107.00,66079.68,0.43,-3364.00,-8810.00,81931.20,0.41
23015,13716.00,14216.00,12583.00,8845.00,6436.00,4502.00,11740.00,72038.00,17226.46,12583.00,12589.00,8845.00,69461.46,490.00,-6107.00,67539.23,0.42,-48228.00,-6107.00,24962.52,0.08,490.00,-6107.00,67568.03,0.42,6710.00,-18107.00,55045.71,0.30,490.00,-6107.00,70497.26,0.39,-3364.00,-8810.00,81811.20,0.43
23017,11280.00,14216.00,12583.00,8845.00,6436.00,4502.00,11266.00,69128.00,17226.46,12583.00,12589.00,8845.00,67025.46,490.00,-6107.00,60810.07,0.46,-48228.00,-6107.00,21850.51,0.15,490.00,-6107.00,60838.87,0.46,6710.00,-18107.00,45534.85,0.34,490.00,-6107.00,63858.10,0.54,-3364.00,-8810.00,79313.70,0.54
23019,12303.00,14216.00,12583.00,8845.00,6436.00,4502.00,11465.00,70350.00,15179.87,12583.00,12589.00,8409.15,65566.02,490.00,-6107.00,57686.93,0.45,-48228.00,-6107.00,23309.94,0.13,490.00,-6107.00,57715.73,0.45,6710.00,-18107.00,37599.75,0.27,490.00,-6107.00,60779.96,0.43,-3364.00,-8810.00,75839.64,0.52
23021,10116.00,14216.00,12583.00,8845.00,6436.00,4502.00,11039.00,67737.00,15179.87,12583.00,12589.00,8845.00,63814.87,490.00,-6107.00,54855.50,0.42,-48228.00,-6107.00,19479.92,0.01,490.00,-6107.00,54884.30,0.42,6710.00,-18107.00,33353.90,0.21,490.00,-6107.00,57993.53,0.53,-3364.00,-8810.00,72657.29,0.62
23023,13416.00,14216.00,12583.00,8845.00,6436.00,4502.00,11682.00,71680.00,16074.53,12583.00,12589.00,8825.09,67989.62,490.00,-6107.00,64428.49,0.40,-48228.00,-6107.00,26434.36,0.04,490.00,-6107.00,64457.29,0.40,6710.00,-18107.00,48384.54,0.20,490.00,-6107.00,67431.52,0.39,-3364.00,-8810.00,78349.54,0.40
23025,11532.00,14216.00,12583.00,8845.00,6436.00,4502.00,11315.00,69429.00,16074.53,12583.00,12589.00,8845.00,66125.53,490.00,-6107.00,57127.43,0.50,-48228.00,-6107.00,22750.44,0.15,490.00,-6107.00,57156.23,0.50,6710.00,-18107.00,37040.25,0.29,490.00,-6107.00,60220.46,0.48,-3364.00,-8810.00,75280.13,0.58
23027,12024.00,14216.00,12583.00,8845.00,6436.00,4502.00,11410.00,70016.00,16074.53,12583.00,12589.00,8845.00,66617.53,490.00,-6107.00,61218.00,0.43,-48228.00,-6107.00,22258.44,0.13,490.00,-6107.00,61246.80,0.43,6710.00,-18107.00,41315.10,0.23,490.00,-6107.00,64266.04,0.51,-3364.00,-8810.00,79721.63,0.51
23029,10152.00,14216.00,12583.00,8845.00,6436.00,4502.00,11046.00,67780.00,16074.53,12583.00,12589.00,8845.00,64745.53,490.00,-6107.00,58507.43,0.50,-48228.00,-6107.00,24130.44,0.15,490.00,-6107.00,58536.23,0.50,6710.00,-18107.00,35421.75,0.34,490.00,-6107.00,57062.88,0.52,-3364.00,-8810.00,76660.13,0.59
23031,15083.00,14216.00,12583.00,8845.00,6436.00,4502.00,12006.00,73671.00,13181.76,12583.00,12589.00,8823.97,66762.72,490.00,-6107.00,61072.81,0.31,-48228.00,-6107.00,22113.24,0.09,490.00,-6107.00,61101.61,0.31,6710.00,-18107.00,45797.59,0.22,490.00,-6107.00,64120.84,0.39,-3364.00,-8810.00,79576.44,0.39
24001,10404.00,15443.00,10835.00,11037.00,6176.00,4838.00,8528.00,67261.00,13968.04,10835.00,11150.00,9685.65,60880.68,626.00,-4670.00,54960.71,0.40,-48342.00,-4670.00,22370.12,0.17,626.00,-4670.00,54989.51,0.40,6909.00,-16670.00,29416.67,0.24,626.00,-4670.00,58411.49,0.49,-2574.00,-6970.00,73663.18,0.57
24003,19188.00,15443.00,10835.00,11037.00,6176.00,4838.00,9804.00,77321.00,17224.92,10835.00,11150.00,11914.07,75150.00,626.00,-4670.00,81830.88,0.20,-48342.00,-4670.00,28859.03,0.07,626.00,-4670.00,81859.68,0.20,6909.00,-16670.00,72060.13,0.25,626.00,-4670.00,85489.74,0.32,-2574.00,-6970.00,95681.87,0.27
24005,19188.00,15443.00,10835.00,11037.00,6176.00,4838.00,9804.00,77321.00,17112.03,10835.00,11150.00,11970.08,75093.12,626.00,-4670.00,81887.76,0.30,-48342.00,-4670.00,28915.91,0.11,626.00,-4670.00,81916.56,0.30,6909.00,-16670.00,72117.01,0.35,626.00,-4670.00,85546.62,0.44,-2574.00,-6970.00,95738.75,0.39
24009,23592.00,15443.00,10835.00,11037.00,6176.00,4838.00,10443.00,82364.00,19720.79,10835.00,11150.00,12488.71,82624.51,626.00,-4670.00,90342.37,0.26,-48342.00,-4670.00,31100.04,0.06,626.00,-4670.00,90371.17,0.26,6909.00,-16670.00,92257.57,0.25,626.00,-4670.00,95547.23,0.23,-2574.00,-6970.00,107295.11,0.37
24011,14232.00,15443.00,10835.00,11037.00,6176.00,4838.00,9084.00,71645.00,19720.79,10835.00,11150.00,11037.00,71812.79,626.00,-4670.00,75983.06,0.42,-48342.00,-4670.00,27238.48,0.07,626.00,-4670.00,76011.86,0.42,6909.00,-16670.00,66886.69,0.39,626.00,-4670.00,79118.84,0.40,-2574.00,-6970.00,92471.07,0.49
24013,19188.00,15443.00,10835.00,11037.00,6176.00,4838.00,9804.00,77321.00,19905.53,10835.00,11150.00,11901.18,77817.71,626.00,-4670.00,84341.16,0.22,-48342.00,-4670.00,31149.08,0.07,626.00,-4670.00,84369.96,0.22,6909.00,-16670.00,82213.56,0.23,626.00,-4670.00,87666.02,0.32,-2574.00,-6970.00,99562.15,0.27
24015,16968.00,15443.00,10835.00,11037.00,6176.00,4838.00,9481.00,74778.00,17843.20,10835.00,11150.00,11622.23,73256.43,626.00,-4670.00,79104.34,0.33,-48342.00,-4670.00,25794.83,0.05,626.00,-4670.00,79133.14,0.33,6909.00,-16670.00,69698.37,0.31,626.00,-4670.00,82250.30,0.31,-2574.00,-6970.00,91027.43,0.42
24017,23592.00,15443.00,10835.00,11037.00,6176.00,4838.00,10443.00,82364.00,16476.88,10835.00,11150.00,12547.16,79439.04,626.00,-4670.00,87623.84,0.29,-48342.00,-4670.00,29527.75,0.08,626.00,-4670.00,87652.64,0.29,6909.00,-16670.00,85460.64,0.30,626.00,-4670.00,91888.69,0.28,-2574.00,-6970.00,104488.82,0.22
24019,12660.00,15443.00,10835.00,11037.00,6176.00,4838.00,8856.00,69845.00,16300.54,10835.00,11150.00,10511.73,66295.27,626.00,-4670.00,63240.90,0.41,-48342.00,-4670.00,22351.70,0.13,626.00,-4670.00,63269.70,0.41,6909.00,-16670.00,51133.20,0.38,626.00,-4670.00,66556.68,0.47,-2574.00,-6970.00,78070.60,0.51
24021,23592.00,15443.00,10835.00,11037.00,6176.00,4838.00,10443.00,82364.00,13617.75,10835.00,11150.00,12606.20,76638.94,626.00,-4670.00,85519.93,0.34,-48342.00,-4670.00,27370.09,0.04,626.00,-4670.00,85548.73,0.34,6909.00,-16670.00,79081.83,0.23,626.00,-4670.00,84000.79,0.20,-2574.00,-6970.00,94192.92,0.30
24023,10548.00,15443.00,10835.00,11037.00,6176.00,4838.00,8549.00,67426.00,13617.75,10835.00,11150.00,11037.00,62025.75,626.00,-4670.00,58380.57,0.43,-48342.00,-4670.00,21225.05,0.12,626.00,-4670.00,58409.37,0.43,6909.00,-16670.00,31088.80,0.18,626.00,-4670.00,57266.43,0.43,-2574.00,-6970.00,72518.12,0.53
24025,19188.00,15443.00,10835.00,11037.00,6176.00,4838.00,9804.00,77321.00,15416.93,10835.00,11150.00,11895.11,73323.04,626.00,-4670.00,79037.73,0.24,-48342.00,-4670.00,25728.23,0.05,626.00,-4670.00,79066.53,0.24,6909.00,-16670.00,69631.76,0.23,626.00,-4670.00,82183.69,0.23,-2574.00,-6970.00,90960.82,0.33
24027,19188.00,15443.00,10835.00,11037.00,6176.00,4838.00,9804.00,77321.00,15025.59,10835.00,11150.00,11926.33,72962.92,626.00,-4670.00,79397.85,0.15,-48342.00,-4670.00,26088.34,0.03,626.00,-4670.00,79426.65,0.15,6909.00,-16670.00,69991.88,0.15,626.00,-4670.00,82543.81,0.14,-2574.00,-6970.00,91320.94,0.22
24028,23928.00,15443.00,10835.00,11037.00,6176.00,4838.00,10492.00,82749.00,15025.59,10835.00,11150.00,11037.00,76813.59,626.00,-4670.00,85345.28,0.24,-48342.00,-4670.00,27195.43,0.03,626.00,-4670.00,85374.08,0.24,6909.00,-16670.00,78907.18,0.15,626.00,-4670.00,88670.14,0.23,-2574.00,-6970.00,94018.27,0.21
24029,14892.00,15443.00,10835.00,11037.00,6176.00,4838.00,9180.00,72401.00,15025.59,10835.00,11150.00,11037.00,67777.59,626.00,-4670.00,66323.49,0.39,-48342.00,-4670.00,26315.92,0.06,626.00,-4670.00,66352.29,0.39,6909.00,-16670.00,58155.92,0.35,626.00,-4670.00,69594.27,0.37,-2574.00,-6970.00,81499.27,0.37
24031,23592.00,15443.00,10835.00,11037.00,6176.00,4838.00,10443.00,82364.00,14272.22,10835.00,11150.00,12859.08,77546.30,626.00,-4670.00,84612.57,0.17,-48342.00,-4670.00,31420.48,0.06,626.00,-4670.00,84641.37,0.17,6909.00,-16670.00,78174.47,0.20,626.00,-4670.00,87937.43,0.28,-2574.00,-6970.00,99833.56,0.23
24033,23592.00,15443.00,10835.00,11037.00,6176.00,4838.00,10443.00,82364.00,15390.91,10835.00,11150.00,12819.98,78625.89,626.00,-4670.00,88436.98,0.38,-48342.00,-4670.00,30340.90,0.09,626.00,-4670.00,88465.78,0.38,6909.00,-16670.00,81405.38,0.25,626.00,-4670.00,92701.84,0.35,-2574.00,-6970.00,98753.97,0.32
24035,19188.00,15443.00,10835.00,11037.00,6176.00,4838.00,9804.00,77321.00,16912.54,10835.00,11150.00,11843.27,74766.80,626.00,-4670.00,82214.07,0.21,-48342.00,-4670.00,29242.22,0.08,626.00,-4670.00,82242.87,0.21,6909.00,-16670.00,72443.32,0.25,626.00,-4670.00,85872.93,0.32,-2574.00,-6970.00,96065.06,0.27
24037,21216.00,15443.00,10835.00,11037.00,6176.00,4838.00,10098.00,79643.00,15687.11,10835.00,11150.00,12479.71,76205.82,626.00,-4670.00,85953.05,0.32,-48342.00,-4670.00,27803.21,0.05,626.00,-4670.00,85981.85,0.32,6909.00,-16670.00,75259.63,0.25,626.00,-4670.00,84433.91,0.22,-2574.00,-6970.00,94626.04,0.28
24039,10500.00,15443.00,10835.00,11037.00,6176.00,4838.00,8542.00,67371.00,14492.68,10835.00,11150.00,10855.44,62671.12,626.00,-4670.00,57735.20,0.53,-48342.00,-4670.00,20579.68,0.05,626.00,-4670.00,57764.00,0.53,6909.00,-16670.00,33260.61,0.21,626.00,-4670.00,61140.98,0.51,-2574.00,-6970.00,76783.74,0.59
24041,15840.00,15443.00,10835.00,11037.00,6176.00,4838.00,9317.00,73486.00,16045.11,10835.00,11150.00,11171.63,69879.74,626.00,-4670.00,73351.19,0.41,-48342.00,-4670.00,24213.77,0.07,626.00,-4670.00,73379.99,0.41,6909.00,-16670.00,60309.10,0.31,626.00,-4670.00,72012.05,0.41,-2574.00,-6970.00,84308.12,0.34
24043,16080.00,15443.00,10835.00,11037.00,6176.00,4838.00,9352.00,73761.00,17029.26,10835.00,11150.00,10966.30,70898.56,626.00,-4670.00,72332.37,0.44,-48342.00,-4670.00,23194.95,0.09,626.00,-4670.00,72361.17,0.44,6909.00,-16670.00,63545.61,0.31,626.00,-4670.00,75513.15,0.42,-2574.00,-6970.00,87837.31,0.51
24045,13512.00,15443.00,10835.00,11037.00,6176.00,4838.00,8979.00,70820.00,17736.87,10835.00,11150.00,10843.75,68915.62,626.00,-4670.00,69750.38,0.41,-48342.00,-4670.00,25177.89,0.09,626.00,-4670.00,69779.18,0.41,6909.00,-16670.00,57017.89,0.39,626.00,-4670.00,72976.16,0.46,-2574.00,-6970.00,85272.24,0.57
24047,13272.00,15443.00,10835.00,11037.00,6176.00,4838.00,8945.00,70546.00,14683.36,10835.00,11150.00,10853.35,65631.71,626.00,-4670.00,63904.45,0.40,-48342.00,-4670.00,23015.26,0.09,626.00,-4670.00,63933.25,0.40,6909.00,-16670.00,48144.23,0.20,626.00,-4670.00,67220.23,0.38,-2574.00,-6970.00,78734.15,0.38
24510,19188.00,15443.00,10835.00,11037.00,6176.00,4838.00,9804.00,77321.00,15015.01,10835.00,11150.00,12142.99,73168.99,626.00,-4670.00,79191.78,0.52,-48342.00,-4670.00,25882.28,0.17,626.00,-4670.00,79220.58,0.52,6909.00,-16670.00,69785.81,0.49,626.00,-4670.00,82337.74,0.50,-2574.00,-6970.00,91114.87,0.62
25001,18456.00,17079.00,12583.00,8845.00,6235.00,4502.00,11320.00,79020.00,18040.67,12583.00,12337.00,8789.62,74708.30,2158.00,-4191.00,81459.03,0.35,-49626.00,-4191.00,29192.76,0.14,2158.00,-4191.00,81487.83,0.35,9139.00,-16191.00,76096.83,0.38,2158.00,-4191.00,64029.22,0.37,-636.00,-6974.00,94700.48,0.44
25003,12092.00,17079.00,12583.00,8845.00,6235.00,4502.00,10255.00,71591.00,19013.79,12583.00,12337.00,8362.78,68890.57,2158.00,-4191.00,69268.79,0.43,-49626.00,-4191.00,25089.91,0.10,2158.00,-4191.00,69297.59,0.43,9139.00,-16191.00,61022.16,0.38,2158.00,-4191.00,48129.75,0.27,-636.00,-6974.00,88454.21,0.57
25005,14208.00,17079.00,12583.00,8845.00,6235.00,4502.00,10609.00,74061.00,16580.95,12583.00,12337.00,8848.56,69059.50,2158.00,-4191.00,69099.87,0.38,-49626.00,-4191.00,24920.98,0.11,2158.00,-4191.00,69128.67,0.38,9139.00,-16191.00,60853.23,0.35,2158.00,-4191.00,51877.79,0.32,-636.00,-6974.00,88285.28,0.51
25007,20328.00,17079.00,12583.00,8845.00,6235.00,4502.00,11633.00,81205.00,16883.01,12583.00,12337.00,9574.15,76207.16,2158.00,-4191.00,85066.52,0.46,-49626.00,-4191.00,27693.89,0.07,2158.00,-4191.00,85095.32,0.46,9139.00,-16191.00,78776.45,0.37,2158.00,-4191.00,66973.44,0.35,-636.00,-6974.00,99733.62,0.39
25009,19676.00,17079.00,12583.00,8845.00,6235.00,4502.00,11524.00,80444.00,17280.12,12583.00,12337.00,9623.40,76001.52,2158.00,-4191.00,85272.17,0.44,-49626.00,-4191.00,27899.54,0.07,2158.00,-4191.00,85300.97,0.44,9139.00,-16191.00,78982.09,0.34,2158.00,-4191.00,67179.08,0.34,-636.00,-6974.00,99939.26,0.38
25011,14756.00,17079.00,12583.00,8845.00,6235.00,4502.00,10701.00,74701.00,18173.36,12583.00,12337.00,8667.89,71019.24,2158.00,-4191.00,76116.28,0.43,-49626.00,-4191.00,27921.53,0.05,2158.00,-4191.00,76145.08,0.43,9139.00,-16191.00,63071.97,0.33,2158.00,-4191.00,54389.04,0.28,-636.00,-6974.00,91857.54,0.51
25013,14244.00,17079.00,12583.00,8845.00,6235.00,4502.00,10615.00,74103.00,15340.99,12583.00,12337.00,8636.10,67643.10,2158.00,-4191.00,66028.19,0.45,-49626.00,-4191.00,26337.39,0.11,2158.00,-4191.00,66056.99,0.45,9139.00,-16191.00,58091.15,0.41,2158.00,-4191.00,1087.90,0.01,-636.00,-6974.00,85169.68,0.57
25015,14244.00,17079.00,12583.00,8845.00,6235.00,4502.00,10615.00,74103.00,21907.61,12583.00,12337.00,8653.25,74226.86,2158.00,-4191.00,81940.47,0.36,-49626.00,-4191.00,29674.19,0.16,2158.00,-4191.00,81969.27,0.36,9139.00,-16191.00,72399.78,0.41,2158.00,-4191.00,60067.57,0.31,-636.00,-6974.00,95181.92,0.44
25017,20853.00,17079.00,12583.00,8845.00,6235.00,4502.00,11720.00,81817.00,21800.90,12583.00,12337.00,9655.61,81731.51,2158.00,-4191.00,90159.12,0.35,-49626.00,-4191.00,31890.12,0.10,2158.00,-4191.00,90187.92,0.35,9139.00,-16191.00,92074.32,0.34,2158.00,-4191.00,79221.40,0.27,-636.00,-6974.00,106717.02,0.45
25019,30300.00,17079.00,12583.00,8845.00,6235.00,4502.00,13300.00,92844.00,21800.90,12583.00,12337.00,8845.00,90367.90,2158.00,-4191.00,108200.36,0.40,-49626.00,-4191.00,37534.58,0.11,2158.00,-4191.00,108229.16,0.40,9139.00,-16191.00,102624.94,0.30,2158.00,-4191.00,90642.03,0.33,-636.00,-6974.00,130462.63,0.30
25021,21705.00,17079.00,12583.00,8845.00,6235.00,4502.00,11863.00,82812.00,19658.10,12583.00,12337.00,9633.09,80418.19,2158.00,-4191.00,91472.44,0.33,-49626.00,-4191.00,33203.43,0.09,2158.00,-4191.00,91501.24,0.33,9139.00,-16191.00,87991.96,0.34,2158.00,-4191.00,76091.64,0.27,-636.00,-6974.00,102054.59,0.29
25023,19731.00,17079.00,12583.00,8845.00,6235.00,4502.00,11533.00,80508.00,19840.50,12583.00,12337.00,9567.33,78560.83,2158.00,-4191.00,87521.32,0.39,-49626.00,-4191.00,30300.51,0.10,2158.00,-4191.00,87550.12,0.39,9139.00,-16191.00,85453.65,0.40,2158.00,-4191.00,69062.84,0.27,-636.00,-6974.00,103911.95,0.31
25025,21732.00,17079.00,12583.00,8845.00,6235.00,4502.00,11867.00,82843.00,18788.62,12583.00,12337.00,9878.79,79821.40,2158.00,-4191.00,92069.23,0.51,-49626.00,-4191.00,29039.94,0.23,2158.00,-4191.00,92098.03,0.51,9139.00,-16191.00,84193.08,0.41,2158.00,-4191.00,72245.35,0.46,-636.00,-6974.00,102651.38,0.46
25027,14175.00,17079.00,12583.00,8845.00,6235.00,4502.00,10604.00,74023.00,20824.94,12583.00,12337.00,9419.17,73841.11,2158.00,-4191.00,82326.22,0.34,-49626.00,-4191.00,25099.66,0.08,2158.00,-4191.00,82355.02,0.34,9139.00,-16191.00,72785.53,0.38,2158.00,-4191.00,60453.32,0.30,-636.00,-6974.00,95567.67,0.41
26001,10176.00,14881.00,11068.00,10735.00,5619.00,4569.00,8997.00,66045.00,18144.85,11068.00,10566.00,10735.00,65258.85,223.00,-4237.00,63117.86,0.47,-48004.00,-4237.00,25926.24,0.11,223.00,-4237.00,63146.66,0.47,6322.00,-16237.00,54923.62,0.40,223.00,-4237.00,66342.06,0.56,-3038.00,-6307.00,78596.36,0.59
26003,9516.00,14881.00,11068.00,10735.00,5619.00,4569.00,8892.00,65280.00,18144.85,11068.00,10566.00,10735.00,64598.85,223.00,-4237.00,63777.86,0.57,-48004.00,-4237.00,21123.54,-0.01,223.00,-4237.00,63806.66,0.57,6322.00,-16237.00,51271.97,0.41,223.00,-4237.00,67002.06,0.55,-3038.00,-6307.00,79256.36,0.58
26005,10824.00,14881.00,11068.00,10735.00,5619.00,4569.00,9099.00,66795.00,15962.09,11068.00,10566.00,10694.06,63683.15,223.00,-4237.00,60016.56,0.34,-48004.00,-4237.00,22039.25,0.10,223.00,-4237.00,60045.36,0.34,6322.00,-16237.00,48427.78,0.22,223.00,-4237.00,63285.76,0.32,-3038.00,-6307.00,75246.07,0.44
26007,11268.00,14881.00,11068.00,10735.00,5619.00,4569.00,9169.00,67309.00,13724.83,11068.00,10566.00,9314.81,60510.64,223.00,-4237.00,58512.05,0.51,-48004.00,-4237.00,19715.59,0.02,223.00,-4237.00,58540.85,0.51,6322.00,-16237.00,35882.49,0.32,223.00,-4237.00,57194.24,0.52,-3038.00,-6307.00,73492.58,0.62
26009,10560.00,14881.00,11068.00,10735.00,5619.00,4569.00,9057.00,66489.00,13724.83,11068.00,10566.00,10735.00,61222.83,223.00,-4237.00,57799.86,0.40,-48004.00,-4237.00,19003.39,0.02,223.00,-4237.00,57828.66,0.40,6322.00,-16237.00,35170.29,0.13,223.00,-4237.00,61114.06,0.37,-3038.00,-6307.00,72780.38,0.52
