FIPS,Housing,ChildCare,Food,Transportation,Medical,Other,Taxes,MIT LWC,MIDS ChildCare,MIDS Food,MIDS Medical,MIDS Transportation,MIDS Net,MIDS Taxes,MIDS Benefits,MIDS LW,MIDS Below LWC,4xTC Taxes,4xTC Benefits,4xTC LW,4xTC Below LWC,Daycare Tax,Daycare Benefits,Daycare LWC,Daycare Below LWC,UBI_12k Tax,UBI_12k Benefits,UBI_12k LWC,UBI_12k Below LWC,Expanded Safety Net Tax,Expanded Safety Net Benefits,Expanded Safety Net LWC,Expanded Safety Net Below LWC,Medical Tax,Medical Benefits,Medical LWC,Medical Below LWC
01001,11712.00,14676.00,10835.00,11037.00,5438.00,4838.00,9085.00,67621.00,13448.64,11883.77,12650.00,10716.31,65248.71,484.00,-6197.00,60590.66,0.36,-48223.00,-6197.00,22951.62,0.11,484.00,-6197.00,60619.46,0.36,6702.00,-18197.00,45710.18,0.23,484.00,-6197.00,64060.16,0.44,-3398.00,-8912.00,78601.31,0.43
01003,14628.00,14676.00,10835.00,11037.00,5438.00,4838.00,9538.00,70990.00,14742.09,12272.12,12650.00,10784.81,69915.02,484.00,-6197.00,69402.09,0.42,-48223.00,-6197.00,23734.91,0.10,484.00,-6197.00,69430.89,0.42,6702.00,-18197.00,61141.95,0.36,484.00,-6197.00,72736.59,0.49,-3398.00,-8912.00,88280.00,0.57
01005,8712.00,14676.00,10835.00,11037.00,5438.00,4838.00,8619.00,64155.00,14742.09,11728.42,12650.00,11037.00,63707.51,484.00,-6197.00,57639.28,0.54,-48223.00,-6197.00,19011.65,0.05,484.00,-6197.00,57668.08,0.54,6702.00,-18197.00,35212.02,0.23,484.00,-6197.00,61153.78,0.52,-3398.00,-8912.00,75239.01,0.62
01007,11712.00,14676.00,10835.00,11037.00,5438.00,4838.00,9085.00,67621.00,14245.30,11767.26,12650.00,10774.21,65986.77,484.00,-6197.00,64345.18,0.60,-48223.00,-6197.00,22213.56,0.12,484.00,-6197.00,64373.98,0.60,6702.00,-18197.00,48727.54,0.31,484.00,-6197.00,63322.10,0.46,-3398.00,-8912.00,82766.75,0.57
01009,11712.00,14676.00,10835.00,11037.00,5438.00,4838.00,9085.00,67621.00,13001.02,11029.38,12650.00,10775.99,64006.39,484.00,-6197.00,57340.40,0.44,-48223.00,-6197.00,24193.94,0.11,484.00,-6197.00,57369.20,0.44,6702.00,-18197.00,37832.70,0.24,484.00,-6197.00,60854.90,0.42,-3398.00,-8912.00,79843.63,0.49
01011,8976.00,14676.00,10835.00,11037.00,5438.00,4838.00,8660.00,64460.00,13001.02,11301.23,12650.00,11037.00,61803.25,484.00,-6197.00,55050.96,0.47,-48223.00,-6197.00,20915.91,0.09,484.00,-6197.00,55079.76,0.47,6702.00,-18197.00,31277.17,0.25,484.00,-6197.00,54162.88,0.48,-3398.00,-8912.00,72239.77,0.63
01013,9864.00,14676.00,10835.00,11037.00,5438.00,4838.00,8798.00,65486.00,13001.02,11340.06,12650.00,11037.00,62730.09,484.00,-6197.00,54124.12,0.50,-48223.00,-6197.00,19989.08,0.05,484.00,-6197.00,54152.92,0.50,6702.00,-18197.00,33269.89,0.29,484.00,-6197.00,57683.62,0.59,-3398.00,-8912.00,76216.43,0.65
01015,10524.00,14676.00,10835.00,11037.00,5438.00,4838.00,8901.00,66249.00,14471.71,11728.42,12650.00,9995.31,64207.44,484.00,-6197.00,57139.35,0.48,-48223.00,-6197.00,23992.90,0.16,484.00,-6197.00,57168.15,0.48,6702.00,-18197.00,37631.65,0.31,484.00,-6197.00,60653.85,0.45,-3398.00,-8912.00,79642.58,0.53
01017,9204.00,14676.00,10835.00,11037.00,5438.00,4838.00,8696.00,64724.00,13686.11,10757.53,12650.00,9536.99,60672.63,484.00,-6197.00,51661.09,0.51,-48223.00,-6197.00,22046.53,0.22,484.00,-6197.00,51689.89,0.51,6702.00,-18197.00,29488.24,0.30,484.00,-6197.00,55293.50,0.48,-3398.00,-8912.00,73370.39,0.67
01019,10008.00,14676.00,10835.00,11037.00,5438.00,4838.00,8821.00,65653.00,13686.11,11301.23,12650.00,11037.00,63520.34,484.00,-6197.00,57826.45,0.55,-48223.00,-6197.00,19198.82,0.04,484.00,-6197.00,57855.25,0.55,6702.00,-18197.00,35399.19,0.37,484.00,-6197.00,61340.95,0.53,-3398.00,-8912.00,75426.18,0.61
01021,9096.00,14676.00,10835.00,11037.00,5438.00,4838.00,8679.00,64599.00,14427.36,10835.20,12650.00,10773.12,62619.67,484.00,-6197.00,54234.54,0.39,-48223.00,-6197.00,20099.49,0.03,484.00,-6197.00,54263.34,0.39,6702.00,-18197.00,33380.31,0.16,484.00,-6197.00,57794.03,0.47,-3398.00,-8912.00,76326.84,0.56
01023,10344.00,14676.00,10835.00,11037.00,5438.00,4838.00,8873.00,66041.00,14427.36,11107.05,12650.00,11037.00,64403.41,484.00,-6197.00,61435.96,0.53,-48223.00,-6197.00,23796.93,0.20,484.00,-6197.00,61464.76,0.53,6702.00,-18197.00,37435.68,0.37,484.00,-6197.00,60457.88,0.53,-3398.00,-8912.00,79446.61,0.60
01025,9480.00,14676.00,10835.00,11037.00,5438.00,4838.00,8739.00,65043.00,14427.36,11378.90,12650.00,11037.00,63811.26,484.00,-6197.00,57535.53,0.57,-48223.00,-6197.00,24389.07,0.23,484.00,-6197.00,57564.33,0.57,6702.00,-18197.00,35108.28,0.27,484.00,-6197.00,61050.03,0.55,-3398.00,-8912.00,75135.26,0.64
01027,9108.00,14676.00,10835.00,11037.00,5438.00,4838.00,8681.00,64613.00,14427.36,11534.24,12650.00,11037.00,63594.60,484.00,-6197.00,57752.19,0.55,-48223.00,-6197.00,19124.56,0.05,484.00,-6197.00,57780.99,0.55,6702.00,-18197.00,35324.93,0.22,484.00,-6197.00,61266.68,0.52,-3398.00,-8912.00,75351.91,0.63
01029,8928.00,14676.00,10835.00,11037.00,5438.00,4838.00,8653.00,64405.00,14427.36,11223.56,12650.00,11037.00,63103.92,484.00,-6197.00,58242.87,0.52,-48223.00,-6197.00,19615.25,0.02,484.00,-6197.00,58271.67,0.52,6702.00,-18197.00,35815.62,0.33,484.00,-6197.00,57309.79,0.52,-3398.00,-8912.00,75842.60,0.60
01031,9732.00,14676.00,10835.00,11037.00,5438.00,4838.00,8778.00,65334.00,14357.98,11495.41,12650.00,10663.53,63736.92,484.00,-6197.00,57609.87,0.44,-48223.00,-6197.00,24463.42,0.14,484.00,-6197.00,57638.67,0.43,6702.00,-18197.00,35182.62,0.16,484.00,-6197.00,61124.37,0.41,-3398.00,-8912.00,75209.60,0.52
01033,10188.00,14676.00,10835.00,11037.00,5438.00,4838.00,8848.00,65860.00,14445.04,11068.21,12650.00,10225.58,63414.84,484.00,-6197.00,57931.95,0.49,-48223.00,-6197.00,19304.32,0.07,484.00,-6197.00,57960.75,0.49,6702.00,-18197.00,35504.70,0.32,484.00,-6197.00,61446.45,0.47,-3398.00,-8912.00,75531.68,0.57
01035,10008.00,14676.00,10835.00,11037.00,5438.00,4838.00,8821.00,65653.00,14445.04,11495.41,12650.00,11037.00,64473.45,484.00,-6197.00,61365.92,0.62,-48223.00,-6197.00,23726.89,0.29,484.00,-6197.00,61394.72,0.62,6702.00,-18197.00,37365.64,0.50,484.00,-6197.00,60387.84,0.63,-3398.00,-8912.00,79376.57,0.70
01037,8460.00,14676.00,10835.00,11037.00,5438.00,4838.00,8580.00,63864.00,13352.59,11611.91,12650.00,9724.91,60637.42,484.00,-6197.00,51696.30,0.51,-48223.00,-6197.00,22081.74,0.22,484.00,-6197.00,51725.10,0.51,6702.00,-18197.00,29523.45,0.29,484.00,-6197.00,55328.71,0.48,-3398.00,-8912.00,73405.59,0.65
01039,9816.00,14676.00,10835.00,11037.00,5438.00,4838.00,8791.00,65431.00,13352.59,11689.59,12650.00,11037.00,63383.18,484.00,-6197.00,57963.61,0.53,-48223.00,-6197.00,19335.98,0.06,484.00,-6197.00,57992.41,0.53,6702.00,-18197.00,35536.35,0.34,484.00,-6197.00,57030.53,0.53,-3398.00,-8912.00,75563.34,0.59
01041,9732.00,14676.00,10835.00,11037.00,5438.00,4838.00,8778.00,65334.00,13352.59,11068.21,12650.00,11037.00,62677.81,484.00,-6197.00,54176.40,0.44,-48223.00,-6197.00,20041.36,0.01,484.00,-6197.00,54205.20,0.44,6702.00,-18197.00,33322.17,0.24,484.00,-6197.00,57735.90,0.52,-3398.00,-8912.00,76268.71,0.59
01043,8724.00,14676.00,10835.00,11037.00,5438.00,4838.00,8621.00,64169.00,13682.55,10369.17,12650.00,9988.20,60251.91,484.00,-6197.00,48006.40,0.33,-48223.00,-6197.00,22467.25,0.16,484.00,-6197.00,48035.20,0.33,6702.00,-18197.00,29908.96,0.23,484.00,-6197.00,51238.73,0.43,-3398.00,-8912.00,73791.10,0.61
01045,9900.00,14676.00,10835.00,11037.00,5438.00,4838.00,8804.00,65528.00,15054.51,10563.35,12650.00,10583.48,63589.34,484.00,-6197.00,57757.45,0.45,-48223.00,-6197.00,19129.83,0.05,484.00,-6197.00,57786.25,0.45,6702.00,-18197.00,35330.20,0.20,484.00,-6197.00,61271.95,0.43,-3398.00,-8912.00,75357.18,0.53
01047,8688.00,14676.00,10835.00,11037.00,5438.00,4838.00,8616.00,64128.00,13648.38,11301.23,12650.00,9189.47,60315.07,484.00,-6197.00,52018.65,0.58,-48223.00,-6197.00,22404.09,0.28,484.00,-6197.00,52047.45,0.58,6702.00,-18197.00,29845.80,0.39,484.00,-6197.00,51175.57,0.59,-3398.00,-8912.00,73727.94,0.72
01049,8832.00,14676.00,10835.00,11037.00,5438.00,4838.00,8638.00,64294.00,13648.38,11301.23,12650.00,11037.00,62306.61,484.00,-6197.00,54547.60,0.41,-48223.00,-6197.00,20412.56,0.02,484.00,-6197.00,54576.40,0.41,6702.00,-18197.00,33693.37,0.19,484.00,-6197.00,58107.10,0.52,-3398.00,-8912.00,76639.91,0.59
01051,11712.00,14676.00,10835.00,11037.00,5438.00,4838.00,9085.00,67621.00,13907.32,11806.09,12650.00,10722.58,65635.99,484.00,-6197.00,60203.38,0.34,-48223.00,-6197.00,22564.34,0.10,484.00,-6197.00,60232.18,0.34,6702.00,-18197.00,45322.90,0.24,484.00,-6197.00,63672.88,0.42,-3398.00,-8912.00,78214.03,0.42
01053,8460.00,14676.00,10835.00,11037.00,5438.00,4838.00,8580.00,63864.00,13907.32,11456.57,12650.00,11037.00,62348.89,484.00,-6197.00,54505.32,0.51,-48223.00,-6197.00,20370.27,0.05,484.00,-6197.00,54534.12,0.51,6702.00,-18197.00,33651.09,0.26,484.00,-6197.00,58064.82,0.59,-3398.00,-8912.00,76597.62,0.65
01055,8904.00,14676.00,10835.00,11037.00,5438.00,4838.00,8649.00,64377.00,13684.33,10485.68,12650.00,9894.76,60456.76,484.00,-6197.00,51876.96,0.44,-48223.00,-6197.00,22262.40,0.17,484.00,-6197.00,51905.76,0.44,6702.00,-18197.00,29704.11,0.24,484.00,-6197.00,51033.88,0.45,-3398.00,-8912.00,73586.25,0.58
01057,8916.00,14676.00,10835.00,11037.00,5438.00,4838.00,8651.00,64391.00,13684.33,11417.74,12650.00,11037.00,62543.07,484.00,-6197.00,54311.14,0.49,-48223.00,-6197.00,20176.10,0.07,484.00,-6197.00,54339.94,0.49,6702.00,-18197.00,33456.91,0.27,484.00,-6197.00,57870.64,0.56,-3398.00,-8912.00,76403.45,0.66
01059,8568.00,14676.00,10835.00,11037.00,5438.00,4838.00,8597.00,63989.00,13684.33,10563.35,12650.00,11037.00,61340.68,484.00,-6197.00,55513.53,0.44,-48223.00,-6197.00,21378.49,0.19,484.00,-6197.00,51021.85,0.48,6702.00,-18197.00,31739.75,0.22,484.00,-6197.00,54625.45,0.45,-3398.00,-8912.00,72702.34,0.64
01061,9060.00,14676.00,10835.00,11037.00,5438.00,4838.00,8673.00,64557.00,14980.08,11340.06,12650.00,10447.85,63316.00,484.00,-6197.00,58030.79,0.52,-48223.00,-6197.00,19403.16,0.02,484.00,-6197.00,58059.59,0.52,6702.00,-18197.00,35603.53,0.36,484.00,-6197.00,57097.71,0.53,-3398.00,-8912.00,75630.52,0.61
01063,12276.00,14676.00,10835.00,11037.00,5438.00,4838.00,9173.00,68273.00,14980.08,11728.42,12650.00,11037.00,67509.51,484.00,-6197.00,67315.02,0.68,-48223.00,-6197.00,26140.42,0.29,484.00,-6197.00,67343.82,0.68,6702.00,-18197.00,55181.50,0.63,484.00,-6197.00,66246.94,0.69,-3398.00,-8912.00,81244.01,0.75
01065,12276.00,14676.00,10835.00,11037.00,5438.00,4838.00,9173.00,68273.00,13313.08,11728.42,12650.00,10751.05,65556.55,484.00,-6197.00,60282.82,0.58,-48223.00,-6197.00,22643.79,0.26,484.00,-6197.00,60311.62,0.58,6702.00,-18197.00,45402.34,0.46,484.00,-6197.00,63752.32,0.65,-3398.00,-8912.00,78293.47,0.65
01067,10008.00,14676.00,10835.00,11037.00,5438.00,4838.00,8821.00,65653.00,13806.82,11417.74,12650.00,10458.73,63179.29,484.00,-6197.00,58167.50,0.45,-48223.00,-6197.00,19539.88,0.02,484.00,-6197.00,58196.30,0.45,6702.00,-18197.00,35740.25,0.31,484.00,-6197.00,57234.42,0.46,-3398.00,-8912.00,75767.23,0.54
01069,9060.00,14676.00,10835.00,11037.00,5438.00,4838.00,8673.00,64557.00,16432.72,11534.24,12650.00,10401.18,64916.14,484.00,-6197.00,60923.23,0.46,-48223.00,-6197.00,23284.20,0.15,484.00,-6197.00,60952.03,0.46,6702.00,-18197.00,39148.54,0.27,484.00,-6197.00,64392.73,0.53,-3398.00,-8912.00,78933.88,0.53
01071,8460.00,14676.00,10835.00,11037.00,5438.00,4838.00,8580.00,63864.00,13651.94,11223.56,12650.00,9925.77,60749.27,484.00,-6197.00,51584.46,0.46,-48223.00,-6197.00,21969.89,0.18,484.00,-6197.00,51613.26,0.46,6702.00,-18197.00,29411.60,0.26,484.00,-6197.00,55216.86,0.42,-3398.00,-8912.00,73293.75,0.62
01073,11712.00,14676.00,10835.00,11037.00,5438.00,4838.00,9085.00,67621.00,14653.77,10485.68,12650.00,10759.62,65099.07,484.00,-6197.00,60740.30,0.42,-48223.00,-6197.00,23101.27,0.15,484.00,-6197.00,60769.10,0.42,6702.00,-18197.00,41348.98,0.23,484.00,-6197.00,64209.80,0.50,-3398.00,-8912.00,78750.95,0.49
01075,8460.00,14676.00,10835.00,11037.00,5438.00,4838.00,8580.00,63864.00,14653.77,11107.05,12650.00,11037.00,62745.81,484.00,-6197.00,54108.39,0.43,-48223.00,-6197.00,19973.35,0.05,484.00,-6197.00,54137.19,0.43,6702.00,-18197.00,33254.17,0.26,484.00,-6197.00,57667.89,0.55,-3398.00,-8912.00,76200.70,0.62
01077,10188.00,14676.00,10835.00,11037.00,5438.00,4838.00,8848.00,65860.00,14508.70,10291.50,12650.00,10225.55,62701.74,484.00,-6197.00,54152.46,0.39,-48223.00,-6197.00,20017.42,0.05,484.00,-6197.00,54181.26,0.39,6702.00,-18197.00,33298.24,0.20,484.00,-6197.00,57711.96,0.46,-3398.00,-8912.00,76244.77,0.54
01079,9900.00,14676.00,10835.00,11037.00,5438.00,4838.00,8804.00,65528.00,13288.93,11029.38,12650.00,10575.95,62282.26,484.00,-6197.00,54571.95,0.39,-48223.00,-6197.00,20436.90,0.02,484.00,-6197.00,54600.75,0.39,6702.00,-18197.00,33717.72,0.18,484.00,-6197.00,58131.45,0.49,-3398.00,-8912.00,76664.26,0.56
01081,11964.00,14676.00,10835.00,11037.00,5438.00,4838.00,9124.00,67912.00,14170.72,11961.44,12650.00,10588.78,66172.93,484.00,-6197.00,64159.01,0.51,-48223.00,-6197.00,22027.40,0.19,484.00,-6197.00,64187.81,0.51,6702.00,-18197.00,48541.37,0.33,484.00,-6197.00,63135.93,0.43,-3398.00,-8912.00,82580.58,0.50
01083,11376.00,14676.00,10835.00,11037.00,5438.00,4838.00,9033.00,67233.00,14338.82,11495.41,12650.00,11021.67,65719.89,484.00,-6197.00,60119.48,0.38,-48223.00,-6197.00,22480.44,0.11,484.00,-6197.00,60148.28,0.38,6702.00,-18197.00,45238.99,0.27,484.00,-6197.00,63588.98,0.36,-3398.00,-8912.00,78130.13,0.46
01085,11712.00,14676.00,10835.00,11037.00,5438.00,4838.00,9085.00,67621.00,13921.81,11301.23,12650.00,10737.82,65160.86,484.00,-6197.00,60678.51,0.61,-48223.00,-6197.00,23039.48,0.29,484.00,-6197.00,60707.31,0.61,6702.00,-18197.00,41287.19,0.44,484.00,-6197.00,64148.01,0.67,-3398.00,-8912.00,78689.16,0.69
01087,8460.00,14676.00,10835.00,11037.00,5438.00,4838.00,8580.00,63864.00,13921.81,12582.81,12650.00,11037.00,63489.62,484.00,-6197.00,57857.17,0.59,-48223.00,-6197.00,19229.55,0.10,484.00,-6197.00,57885.97,0.59,6702.00,-18197.00,35429.92,0.42,484.00,-6197.00,61371.67,0.56,-3398.00,-8912.00,75456.90,0.67
01089,11376.00,14676.00,10835.00,11037.00,5438.00,4838.00,9033.00,67233.00,13283.58,10524.51,12650.00,11014.67,63686.77,484.00,-6197.00,57660.02,0.35,-48223.00,-6197.00,19032.40,0.03,484.00,-6197.00,57688.82,0.35,6702.00,-18197.00,35232.77,0.12,484.00,-6197.00,61174.52,0.33,-3398.00,-8912.00,75259.75,0.42
01091,9036.00,14676.00,10835.00,11037.00,5438.00,4838.00,8670.00,64530.00,13283.58,11689.59,12650.00,11037.00,62534.17,484.00,-6197.00,54320.04,0.50,-48223.00,-6197.00,20184.99,0.13,484.00,-6197.00,54348.84,0.50,6702.00,-18197.00,33465.81,0.29,484.00,-6197.00,57879.54,0.54,-3398.00,-8912.00,76412.35,0.61
01093,9852.00,14676.00,10835.00,11037.00,5438.00,4838.00,8796.00,65472.00,13283.58,11029.38,12650.00,11037.00,62689.96,484.00,-6197.00,54164.25,0.47,-48223.00,-6197.00,20029.20,0.04,484.00,-6197.00,54193.05,0.47,6702.00,-18197.00,33310.02,0.21,484.00,-6197.00,57723.75,0.57,-3398.00,-8912.00,76256.55,0.65
01095,9396.00,14676.00,10835.00,11037.00,5438.00,4838.00,8726.00,64946.00,15270.00,10951.71,12650.00,10163.81,63269.51,484.00,-6197.00,58077.28,0.49,-48223.00,-6197.00,19449.65,0.02,484.00,-6197.00,58106.08,0.49,6702.00,-18197.00,35650.02,0.32,484.00,-6197.00,57144.20,0.50,-3398.00,-8912.00,75677.00,0.58
01097,12384.00,14676.00,10835.00,11037.00,5438.00,4838.00,9189.00,68397.00,14615.66,11573.08,12650.00,10560.54,66621.28,484.00,-6197.00,63710.67,0.51,-48223.00,-6197.00,21579.06,0.17,484.00,-6197.00,63739.47,0.51,6702.00,-18197.00,48093.03,0.32,484.00,-6197.00,67135.17,0.49,-3398.00,-8912.00,82132.24,0.48
01099,10008.00,14676.00,10835.00,11037.00,5438.00,4838.00,8821.00,65653.00,14615.66,11417.74,12650.00,11037.00,64566.40,484.00,-6197.00,61272.97,0.57,-48223.00,-6197.00,23633.94,0.24,484.00,-6197.00,61301.77,0.57,6702.00,-18197.00,37272.69,0.42,484.00,-6197.00,60294.89,0.58,-3398.00,-8912.00,79283.62,0.67
01101,11712.00,14676.00,10835.00,11037.00,5438.00,4838.00,9085.00,67621.00,15006.38,10874.03,12650.00,10706.23,65786.65,484.00,-6197.00,60052.72,0.42,-48223.00,-6197.00,22413.69,0.16,484.00,-6197.00,60081.52,0.41,6702.00,-18197.00,45172.24,0.33,484.00,-6197.00,63522.22,0.39,-3398.00,-8912.00,78063.37,0.51
01103,9900.00,14676.00,10835.00,11037.00,5438.00,4838.00,8804.00,65528.00,15995.80,10446.84,12650.00,10536.93,64367.57,484.00,-6197.00,61471.79,0.40,-48223.00,-6197.00,23832.76,0.12,484.00,-6197.00,57008.01,0.44,6702.00,-18197.00,37471.51,0.25,484.00,-6197.00,60493.71,0.41,-3398.00,-8912.00,79482.44,0.49
01105,9912.00,14676.00,10835.00,11037.00,5438.00,4838.00,8806.00,65542.00,15995.80,11378.90,12650.00,11037.00,65811.70,484.00,-6197.00,60027.67,0.67,-48223.00,-6197.00,22388.63,0.33,484.00,-6197.00,60056.47,0.67,6702.00,-18197.00,45147.19,0.53,484.00,-6197.00,63497.17,0.65,-3398.00,-8912.00,78038.32,0.72
01107,8460.00,14676.00,10835.00,11037.00,5438.00,4838.00,8580.00,63864.00,14663.05,11611.91,12650.00,10759.15,62982.12,484.00,-6197.00,58364.67,0.59,-48223.00,-6197.00,19737.05,0.11,484.00,-6197.00,58393.47,0.59,6702.00,-18197.00,33017.86,0.29,484.00,-6197.00,57431.59,0.60,-3398.00,-8912.00,75964.40,0.65
01109,9972.00,14676.00,10835.00,11037.00,5438.00,4838.00,8815.00,65611.00,15508.89,11728.42,12650.00,9702.71,64400.02,484.00,-6197.00,61439.35,0.52,-48223.00,-6197.00,23800.31,0.20,484.00,-6197.00,61468.15,0.52,6702.00,-18197.00,37439.07,0.37,484.00,-6197.00,60461.27,0.53,-3398.00,-8912.00,79450.00,0.63
01111,9144.00,14676.00,10835.00,11037.00,5438.00,4838.00,8686.00,64654.00,15508.89,10835.20,12650.00,11037.00,64013.09,484.00,-6197.00,57333.70,0.54,-48223.00,-6197.00,24187.25,0.21,484.00,-6197.00,57362.50,0.54,6702.00,-18197.00,37826.00,0.33,484.00,-6197.00,60848.20,0.51,-3398.00,-8912.00,79836.93,0.59
01113,11652.00,14676.00,10835.00,11037.00,5438.00,4838.00,9076.00,67552.00,14010.87,11650.75,12650.00,10557.58,65359.19,484.00,-6197.00,60480.17,0.51,-48223.00,-6197.00,22841.14,0.17,484.00,-6197.00,60508.97,0.51,6702.00,-18197.00,45599.69,0.38,484.00,-6197.00,63949.67,0.60,-3398.00,-8912.00,78490.82,0.60
01115,11712.00,14676.00,10835.00,11037.00,5438.00,4838.00,9085.00,67621.00,20189.47,11650.75,12650.00,10767.58,71807.80,484.00,-6197.00,72001.89,0.48,-48223.00,-6197.00,26902.26,0.09,484.00,-6197.00,72030.69,0.48,6702.00,-18197.00,63432.15,0.37,484.00,-6197.00,75291.39,0.45,-3398.00,-8912.00,91925.22,0.54
01117,11712.00,14676.00,10835.00,11037.00,5438.00,4838.00,9085.00,67621.00,18152.99,11611.91,12650.00,10768.77,69733.67,484.00,-6197.00,69583.44,0.30,-48223.00,-6197.00,23916.26,0.06,484.00,-6197.00,69612.24,0.30,6702.00,-18197.00,57140.32,0.28,484.00,-6197.00,72917.94,0.35,-3398.00,-8912.00,88461.35,0.41
01119,8460.00,14676.00,10835.00,11037.00,5438.00,4838.00,8580.00,63864.00,18152.99,11029.38,12650.00,11037.00,66167.36,484.00,-6197.00,64164.58,0.70,-48223.00,-6197.00,22032.97,0.36,484.00,-6197.00,64193.38,0.70,6702.00,-18197.00,48546.95,0.53,484.00,-6197.00,63141.50,0.61,-3398.00,-8912.00,82586.15,0.69
01121,9276.00,14676.00,10835.00,11037.00,5438.00,4838.00,8707.00,64807.00,20801.76,11223.56,12650.00,9658.95,68448.26,484.00,-6197.00,66376.26,0.58,-48223.00,-6197.00,25201.66,0.15,484.00,-6197.00,66405.06,0.58,6702.00,-18197.00,54242.74,0.45,484.00,-6197.00,69755.76,0.56,-3398.00,-8912.00,85208.75,0.73
01123,9372.00,14676.00,10835.00,11037.00,5438.00,4838.00,8722.00,64918.00,20801.76,11495.41,12650.00,11037.00,70194.17,484.00,-6197.00,69122.94,0.52,-48223.00,-6197.00,23455.76,0.16,484.00,-6197.00,69151.74,0.52,6702.00,-18197.00,60862.80,0.49,484.00,-6197.00,72457.43,0.61,-3398.00,-8912.00,88000.85,0.67
01125,12276.00,14676.00,10835.00,11037.00,5438.00,4838.00,9173.00,68273.00,18575.57,12000.27,12650.00,10763.15,71102.99,484.00,-6197.00,72706.69,0.52,-48223.00,-6197.00,27607.06,0.11,484.00,-6197.00,72735.49,0.52,6702.00,-18197.00,64136.95,0.48,484.00,-6197.00,75996.19,0.50,-3398.00,-8912.00,87092.02,0.60
01127,9384.00,14676.00,10835.00,11037.00,5438.00,4838.00,8724.00,64932.00,15274.76,11107.05,12650.00,10769.46,64023.27,484.00,-6197.00,57323.52,0.53,-48223.00,-6197.00,24177.06,0.14,484.00,-6197.00,57352.32,0.53,6702.00,-18197.00,37815.82,0.34,484.00,-6197.00,60838.02,0.50,-3398.00,-8912.00,79826.75,0.58
01129,10008.00,14676.00,10835.00,11037.00,5438.00,4838.00,8821.00,65653.00,15274.76,11417.74,12650.00,11037.00,65225.49,484.00,-6197.00,60613.87,0.40,-48223.00,-6197.00,22974.84,0.12,484.00,-6197.00,60642.67,0.40,6702.00,-18197.00,45733.39,0.31,484.00,-6197.00,64083.37,0.50,-3398.00,-8912.00,78624.52,0.50
01131,8460.00,14676.00,10835.00,11037.00,5438.00,4838.00,8580.00,63864.00,15274.76,11689.59,12650.00,11037.00,63949.34,484.00,-6197.00,57397.44,0.67,-48223.00,-6197.00,24250.99,0.32,484.00,-6197.00,57426.24,0.67,6702.00,-18197.00,37889.74,0.49,484.00,-6197.00,60911.94,0.65,-3398.00,-8912.00,79900.67,0.72
01133,9300.00,14676.00,10835.00,11037.00,5438.00,4838.00,8711.00,64835.00,15274.76,11184.72,12650.00,11037.00,64284.48,484.00,-6197.00,57062.31,0.57,-48223.00,-6197.00,23915.85,0.18,484.00,-6197.00,57091.11,0.57,6702.00,-18197.00,37554.61,0.36,484.00,-6197.00,60576.81,0.54,-3398.00,-8912.00,79565.54,0.61
02013,10656.00,18614.00,12932.00,9525.00,6428.00,4905.00,7265.00,70325.00,19373.42,18448.14,29606.00,9525.00,92513.56,6194.00,-16955.00,75969.70,0.37,-48323.00,-16955.00,28937.62,0.12,6194.00,-16955.00,75998.50,0.37,15014.00,-28955.00,66640.37,0.36,6194.00,-16955.00,43083.24,0.24,-511.00,-24146.00,118499.21,0.59
02016,21456.00,18614.00,12932.00,9525.00,6428.00,4905.00,8509.00,82369.00,19373.42,24195.80,29606.00,9525.00,109061.22,11695.00,-4803.00,130488.60,0.32,-40373.00,-4803.00,37390.59,0.12,11695.00,-4803.00,130517.40,0.32,22951.00,-16803.00,139368.20,0.27,11695.00,-4803.00,79462.16,0.28,4834.00,-18813.00,163267.05,0.57
02020,20268.00,18614.00,12932.00,9525.00,6428.00,4905.00,8372.00,81044.00,20439.75,14693.62,29606.00,10671.97,100584.33,9619.00,-9168.00,98018.33,0.30,-43329.00,-9168.00,35947.23,0.12,9619.00,-9168.00,98047.13,0.30,20000.00,-21168.00,94486.57,0.32,9619.00,-9168.00,60353.58,0.19,-511.00,-24146.00,138443.44,0.35
02050,17700.00,18614.00,12932.00,9525.00,6428.00,4905.00,8076.00,78180.00,20439.75,15388.90,29606.00,9525.00,97564.65,6194.00,-16955.00,90969.69,0.52,-48323.00,-16955.00,29046.66,0.17,6194.00,-16955.00,90998.49,0.52,15014.00,-28955.00,78921.20,0.44,6194.00,-16955.00,54178.10,0.31,-511.00,-24146.00,130257.12,0.59
02060,16296.00,18614.00,12932.00,9525.00,6428.00,4905.00,7914.00,76614.00,20439.75,15296.19,29606.00,9525.00,96067.94,6194.00,-16955.00,81622.45,0.16,-48323.00,-16955.00,30543.37,0.07,6194.00,-16955.00,81651.25,0.16,15014.00,-28955.00,76084.92,0.20,6194.00,-16955.00,51049.32,0.15,-511.00,-24146.00,126150.83,0.34
02068,11268.00,18614.00,12932.00,9525.00,6428.00,4905.00,7335.00,71007.00,20439.75,15203.49,29606.00,9525.00,90947.24,6194.00,-16955.00,72893.45,0.29,-48323.00,-16955.00,25343.82,0.08,6194.00,-16955.00,72922.25,0.29,15014.00,-28955.00,63873.71,0.27,6194.00,-16955.00,5015.42,0.02,-511.00,-24146.00,114462.53,0.45
