FIPS,Housing,ChildCare,Food,Transportation,Medical,Other,Taxes,MIT LWC,MIDS ChildCare,MIDS Food,MIDS Medical,MIDS Transportation,MIDS Taxes,MIDS Benefits,MIDS LW,MIDS Marriage Wage,MIDS Daycare Wage,MIDS Below LWC, 4xTC Taxes , 4xTC Benefits , 4xTC LW , 4xTC Marriage Wage , 4xTC Daycare Wage ,4xTC Below LWC, 8xTC Taxes , 8xTC Benefits , 8xTC LW , 8xTC Marriage Wage , 8xTC Daycare Wage ,8xTC Below LWC, Marriage Credit Taxes , Marriage Credit Benefits , Marriage Credit LWC , Marriage Credit Marriage Wage , Marriage Credit Daycare Wage ,Marriage Credit Below LWC,Daycare Tax, Daycare Benefits , Daycare LWC , Daycare Marriage Wage , Daycare Daycare Wage ,Daycare Below LWC, UBI_12k Tax , UBI_12k Benefits , UBI_12k LWC , UBI_12k Marriage Wage , UBI_12k Daycare Wage ,UBI_12k Below LWC, UBI_6k+MBI_12k Tax , UBI_6k+MBI_12k Benefits , UBI_6k+MBI_12k LWC , UBI_6k+MBI_12k Marriage Wage , UBI_6k+MBI_12k Daycare Wage ,UBI_6k+MBI_12k Below LWC, MBI_24k Tax , MBI_24k Benefits , MBI_24k LWC , MBI_24k Marriage Wage , MBI_24k Daycare Wage ,MBI_24k Below LWC, Expanded Safety Net Tax , Expanded Safety Net Benefits , Expanded Safety Net LWC , Expanded Safety Net Marriage Wage , Expanded Safety Net Daycare Wage ,Expanded Safety Net Below LWC
2198,8700,7977,8234,8509,6397,4344,5087,49248,7111,8913,20566,8509,6740,-12268,51984.61,5547.48,24738.74,0.51,-8733,-12268,54463,-15136,10331,0.44,-46360,-12268,47639,-15098,11225,0.41,8042,-32422,54354,-10327,10697,0.44,6740,-19988,52532,-17678,13338,0.46,14557,-24268,70600,17507,21241,0.59,12568,-36268,51355,17619,17400,0.47,12464,-36268,51355,17619,17400,0.47,7612,-12268,42042,225,12586,0.34
2290,8520,7977,8234,8509,6397,4344,5067,49048,7111,9828,20566,8509,6740,-12268,51984.61,5547.48,18696.68,0.58,-8733,-12268,54463,-15136,10331,0.5,-46360,-12268,47639,-15098,7484,0.49,8042,-32422,54354,-10327,10697,0.5,6740,-19988,56379,-13831,15038,0.6,14557,-24268,74040,20948,21241,0.62,12568,-36268,51355,17619,15545,0.53,12464,-36268,51355,17619,15545,0.53,7612,-12268,43816,1998,14360,0.44
2164,8520,7977,8234,8509,6397,4344,5067,49048,7219,9739,20566,8509,6740,-12268,51984.61,5547.48,18696.68,0.5,-8733,-12268,54463,-15136,10331,0.46,-46360,-12268,47639,-18817,7484,0.43,8042,-32422,54354,-13123,10697,0.46,6740,-19988,56379,-13831,15038,0.5,14557,-24268,74040,20948,21241,0.59,12568,-36268,51355,15764,15545,0.48,12464,-36268,51355,15764,15545,0.48,7612,-12268,43816,-1049,14360,0.32
2282,8580,7977,8234,8509,6397,4344,5074,49115,7111,9887,20566,8509,6740,-12268,51984.61,-9762.86,18696.68,0.35,-8733,-12268,54463,-41202,10331,0.29,-46360,-12268,47639,-26647,7484,0.25,8042,-32422,54354,-36972,10697,0.29,6740,-19988,56379,-32323,15038,0.35,14557,-24268,74040,4100,21241,0.37,12568,-36268,51355,7637,15545,0.31,12464,-36268,51355,7637,15545,0.31,7612,-12268,43816,-23629,11943,0.15
2195,9936,7977,8234,8509,6397,4344,5230,50627,7111,8913,20566,8509,6740,-12268,51984.61,0,16641.01,0.39,-8733,-12268,54463,0,10331,0.34,-46360,-12268,47639,0,7484,0.27,8042,-32422,54354,0,10697,0.34,6740,-19988,56379,3847,15038,0.4,14557,-24268,74040,3441,21241,0.45,12568,-36268,51355,0,13691,0.36,12464,-36268,51355,0,13691,0.36,7612,-12268,45589,3547,13717,0.3
2068,7644,7977,8234,8509,6397,4344,4966,48071,8759,9680,20566,8509,6740,-12268,51984.61,0,24738.74,0.28,-8733,-12268,54463,0,10331,0.25,-46360,-12268,47639,0,11225,0.16,8042,-32422,54354,0,10697,0.25,6740,-19988,56379,0,17185,0.29,14557,-24268,74040,0,24682,0.24,12568,-36268,51355,0,17400,0.26,12464,-36268,51355,0,17400,0.26,7612,-12268,45589,1774,16133,0.18
2275,9648,7977,8234,8509,6397,4344,5197,50306,7111,9533,20566,8509,6740,-12268,51984.61,0,16641.01,0.49,-8733,-12268,54463,0,10331,0.41,-46360,-12268,47639,0,7484,0.31,8042,-32422,54354,0,10697,0.41,6740,-19988,56379,0,11891,0.51,14557,-24268,74040,0,21241,0.58,12568,-36268,55064,3709,17400,0.52,12464,-36268,55064,3709,17400,0.52,7612,-12268,45589,1774,13717,0.34
2261,10296,7977,8234,8509,6397,4344,5271,51028,7111,9710,20566,8509,6740,-12268,55137.56,3152.95,17738.3,0.4,-8733,-12268,54463,0,10331,0.3,-46360,-12268,53123,5484,12967,0.3,8042,-32422,54354,0,10697,0.3,6740,-19988,56379,0,11891,0.33,14557,-24268,85044,11004,28805,0.45,12568,-36268,55064,3709,15545,0.33,12464,-36268,55064,3709,15545,0.33,7612,-12268,47363,3547,13374,0.28
2270,8712,7977,8234,8509,6397,4344,5089,49262,7111,11746,20566,8509,6740,-12268,55137.56,3152.95,17738.3,0.7,-8733,-12268,58928,4465,14796,0.59,-46360,-12268,53123,5484,12967,0.52,8042,-32422,59528,5173,15870,0.58,6740,-19988,59988,3609,15500,0.58,14557,-24268,85044,11004,28805,0.79,12568,-36268,55064,3709,13691,0.62,12464,-36268,55064,3709,13691,0.62,7612,-12268,48910,3321,14921,0.42
2105,8748,7977,8234,8509,6397,4344,5093,49302,10067,8913,20566,8509,6740,-12268,55137.56,3152.95,27891.7,0.59,-8733,-12268,58928,4465,14796,0.46,-46360,-12268,53123,5484,16709,0.43,8042,-32422,59528,5173,15870,0.45,6740,-19988,59988,3609,20794,0.45,14557,-24268,85044,11004,35686,0.65,12568,-36268,55064,3709,21109,0.49,12464,-36268,55064,3709,21109,0.49,7612,-12268,48910,3321,19454,0.37
2130,11580,7977,8234,8509,6397,4344,5419,52460,7219,8588,20566,8939,6740,-12268,55137.56,3152.95,17738.3,0.49,-8733,-12268,58928,4465,14796,0.34,-46360,-12268,53123,5484,12967,0.3,8042,-32422,59528,5173,10397,0.34,6740,-19988,59988,3609,15500,0.33,14557,-24268,85044,11004,28805,0.57,12568,-36268,55064,0,13691,0.38,12464,-36268,55064,0,13691,0.38,7612,-12268,48910,3321,14921,0.27
2240,11112,7977,8234,8509,6397,4344,5365,51938,7111,9710,20566,8509,6740,-12268,55137.56,0,17738.3,0.48,-8733,-12268,58928,4465,14796,0.35,-46360,-12268,53123,0,12967,0.32,8042,-32422,59528,5173,10397,0.35,6740,-19988,59988,3609,15500,0.34,14557,-24268,85044,0,28805,0.54,12568,-36268,58773,3709,17400,0.35,12464,-36268,58773,3709,17400,0.35,7612,-12268,51457,4094,17468,0.33
2013,8556,7977,8234,8509,6397,4344,5071,49088,8302,11746,20566,8509,6740,-12268,55137.56,0,17738.3,0.5,-8733,-12268,58928,0,14796,0.36,-46360,-12268,53123,0,12967,0.35,8042,-32422,59528,0,15870,0.36,6740,-19988,59988,0,15500,0.36,14557,-24268,85044,0,28805,0.63,12568,-36268,58773,3709,19254,0.37,12464,-36268,58773,3709,19254,0.37,7612,-12268,51457,2547,17468,0.36
2185,11232,7977,8234,8509,6397,4344,5379,52072,7111,10359,20566,8509,6740,-12268,55137.56,0,15682.64,0.4,-8733,-12268,58928,0,9131,0.31,-46360,-12268,53123,0,9225,0.29,8042,-32422,59528,0,10397,0.31,6740,-19988,59988,0,11353,0.3,14557,-24268,85044,0,26189,0.49,12568,-36268,58773,3709,15545,0.31,12464,-36268,58773,3709,15545,0.31,7612,-12268,51457,2547,15352,0.3
2150,12276,7977,8234,8509,6397,4344,5499,53236,7219,9769,20566,8509,6740,-12268,55137.56,0,15682.64,0.43,-8733,-12268,58928,0,9131,0.33,-46360,-12268,53123,0,9225,0.27,8042,-32422,59528,0,10397,0.32,6740,-19988,63255,3267,14620,0.3,14557,-24268,90055,5011,26337,0.5,12568,-36268,58773,3709,13836,0.33,12464,-36268,58773,3709,13836,0.33,7612,-12268,51457,2547,15352,0.29
2100,9816,7977,8234,8509,6397,4344,5216,50493,10067,9385,20566,8509,6740,-12268,55137.56,0,19793.97,0.54,-8733,-12268,58928,0,14796,0.4,-46360,-12268,53123,0,12967,0.35,8042,-32422,59528,0,15870,0.4,6740,-19988,63255,3267,18767,0.36,14557,-24268,90055,5011,37256,0.62,12568,-36268,58773,0,21109,0.4,12464,-36268,58773,0,21109,0.4,7612,-12268,51457,0,19584,0.36
2230,13428,7977,8234,8509,6397,4344,5632,54521,7111,9179,20566,8509,6740,-12268,58290.52,3152.96,9458.86,0.35,-8733,-12268,58928,0,9131,0.22,-46360,-12268,53123,0,9225,0.2,8042,-32422,59528,0,10397,0.22,6740,-19988,63255,3267,14620,0.18,14557,-24268,90055,5011,22896,0.5,12568,-36268,62282,3509,17345,0.19,12464,-36268,62282,3509,17345,0.19,7612,-12268,62960,11503,24739,0.18
2220,13608,7977,8234,8509,6397,4344,5653,54722,7111,9356,20566,8509,6740,-12268,58290.52,3152.96,9458.86,0.4,-8733,-12268,63155,4227,13358,0.32,-46360,-12268,53123,0,9225,0.27,8042,-32422,59528,0,10397,0.34,6740,-19988,65802,5813,17166,0.42,14557,-24268,90055,5011,22896,0.48,12568,-36268,62282,3509,14636,0.33,12464,-36268,62282,3509,14636,0.33,7612,-12268,62960,11503,24739,0.33
2060,12120,7977,8234,8509,6397,4344,5481,53062,8759,9739,20566,8509,6740,-12268,58290.52,3152.96,18835.6,0.28,-8733,-12268,63155,4227,13358,0.16,-46360,-12268,53123,0,9225,0.18,8042,-32422,64463,4935,15332,0.16,6740,-19988,74519,11264,25883,0.23,14557,-24268,90055,0,26337,0.39,12568,-36268,62282,3509,19054,0.17,12464,-36268,62282,3509,19054,0.17,7612,-12268,62960,11503,26855,0.17
2122,9912,7977,8234,8509,6397,4344,5227,50600,8889,12012,20566,8509,6740,-12268,58290.52,3152.96,18835.6,0.44,-8733,-12268,63155,4227,13358,0.33,-46360,-12268,53123,0,9225,0.34,8042,-32422,64463,4935,15332,0.32,6740,-19988,74519,11264,25883,0.41,14557,-24268,90055,0,26337,0.54,12568,-36268,62282,3509,19054,0.33,12464,-36268,62282,3509,19054,0.33,7612,-12268,62960,11503,26855,0.33
2070,12384,7977,8234,8509,6397,4344,5512,53357,8759,9828,20566,8509,6740,-12268,58290.52,0,18835.6,0.51,-8733,-12268,63155,4227,13358,0.36,-46360,-12268,59606,6484,15709,0.39,8042,-32422,64463,4935,15332,0.35,6740,-19988,74519,11264,25883,0.48,14557,-24268,95066,5011,31348,0.62,12568,-36268,62282,0,17345,0.37,12464,-36268,62282,0,17345,0.37,7612,-12268,62960,0,24739,0.36
2188,13692,7977,8234,8509,6397,4344,5662,54815,7111,10979,20566,8509,6740,-12268,73383.12,15092.6,24551.47,0.52,-8733,-12268,63155,0,8693,0.32,-46360,-12268,59606,6484,11967,0.35,8042,-32422,64463,4935,10108,0.31,6740,-19988,77466,11664,24933,0.39,14557,-24268,95066,5011,24466,0.51,12568,-36268,65791,3509,14436,0.46,12464,-36268,65791,3509,14436,0.46,7612,-12268,62960,0,20918,0.33
2170,12972,7977,8234,8509,6397,4344,5579,54012,7111,11038,20566,9279,6740,-12268,73383.12,15092.6,21398.52,0.47,-8733,-12268,63155,0,8693,0.28,-46360,-12268,59606,6484,11967,0.3,8042,-32422,64463,0,10108,0.27,6740,-19988,77466,2947,24933,0.33,14557,-24268,95066,5011,24466,0.45,12568,-36268,65791,3509,14436,0.41,12464,-36268,65791,3509,14436,0.41,7612,-12268,62960,0,20918,0.28
2050,14208,7977,8234,8509,6397,4344,5722,55391,8759,9798,20566,8509,6740,-12268,73383.12,15092.6,24551.47,0.62,-8733,-12268,67041,3885,17243,0.55,-46360,-12268,59606,6484,11967,0.45,8042,-32422,64463,0,10108,0.42,6740,-19988,80412,5893,27880,0.46,14557,-24268,95066,5011,24466,0.62,12568,-36268,69300,7018,21654,0.53,12464,-36268,69300,7018,21654,0.53,7612,-12268,62960,0,22691,0.43
2020,13752,7977,8234,8509,6397,4344,5669,54882,8759,9356,20566,9534,6740,-12268,73383.12,15092.6,24551.47,0.43,-8733,-12268,67041,3885,17243,0.36,-46360,-12268,59606,0,11967,0.27,8042,-32422,64463,0,10108,0.24,6740,-19988,80412,5893,27880,0.27,14557,-24268,100077,5011,29477,0.39,12568,-36268,69300,7018,21654,0.35,12464,-36268,69300,7018,21654,0.35,7612,-12268,62960,0,22691,0.25
2110,14616,7977,8234,8509,6397,4344,5769,55846,8889,8824,20566,9440,6740,-12268,76536.08,3152.96,27704.43,0.36,-8733,-12268,67041,3885,17243,0.32,-46360,-12268,59606,0,11967,0.21,8042,-32422,64463,0,10108,0.18,6740,-19988,89917,12451,37384,0.38,14557,-24268,100077,5011,29477,0.32,12568,-36268,69300,3509,21654,0.3,12464,-36268,69300,3509,21654,0.3,7612,-12268,62960,0,20918,0.19
2180,16320,7977,8234,8509,6397,4344,5965,57746,7111,11746,20566,8509,6740,-12268,76536.08,3152.96,21398.52,0.63,-8733,-12268,70926,7770,11997,0.57,-46360,-12268,59606,0,6484,0.49,8042,-32422,69056,4593,9528,0.58,6740,-19988,94757,17292,34769,0.63,14557,-24268,119945,24879,34901,0.77,12568,-36268,76984,11193,18211,0.54,12464,-36268,76984,11193,18211,0.54,7612,-12268,62960,0,11503,0.47
2090,15912,7977,8234,8509,6397,4344,5918,57291,10067,10241,20566,9174,6740,-12268,79689.03,6305.91,27704.43,0.44,-8733,-12268,81018,13977,26555,0.32,-46360,-12268,67090,7484,13967,0.41,8042,-32422,73649,9186,19294,0.37,6740,-19988,99598,19186,43218,0.44,14557,-24268,124956,29890,50916,0.63,12568,-36268,80493,11193,25429,0.32,12464,-36268,80493,11193,25429,0.32,7612,-12268,62960,0,15597,0.3
2016,17232,7977,8234,8509,6397,4344,6070,58763,8302,15406,20566,8509,6740,-12268,88996.53,15613.41,15613.4,0.59,-8733,-12268,98312,31271,31271,0.33,-46360,-12268,67090,7484,7484,0.37,8042,-32422,87190,22727,22727,0.41,6740,-19988,128124,47712,47712,0.56,14557,-24268,137589,37512,42523,0.75,12568,-36268,98891,29591,29591,0.33,12464,-36268,98891,29591,29591,0.33,7612,-12268,87674,24715,24715,0.41
1047,6792,5062,6898,9859,5407,4284,5945,44247,4708,7195,8774,8209,1895,-472,34858.68,-4248.93,14218.16,0.58,-14190,-472,30900,-13336,8171,0.44,-39964,-472,27153,-9060,7464,0.34,2789,-20626,30425,-5523,7787,0.44,1895,-11101,28189,-15762,10271,0.47,8717,-12472,39071,14884,10222,0.59,7350,-24472,22827,12199,9273,0.4,7278,-24472,22827,12199,9273,0.4,2494,-472,24942,-12384,10786,0.37
1043,6924,5062,6898,9859,5407,4284,5965,44399,4719,6601,8774,8922,1895,-472,34858.68,-4248.93,14218.16,0.43,-14190,-472,30900,-13336,8171,0.28,-39964,-472,27153,-9060,7464,0.17,2789,-20626,30425,-5523,7787,0.29,1895,-11101,28189,-15762,8198,0.31,8717,-12472,39071,14884,10222,0.44,7350,-24472,22827,12199,9273,0.23,7278,-24472,22827,12199,9273,0.23,2494,-472,26395,-10930,10123,0.18
1055,7152,5062,6898,9859,5407,4284,6001,44663,4720,6676,8774,8839,1895,-472,36912.51,-2195.1,14230.05,0.42,-14190,-472,30900,-13336,8171,0.3,-39964,-472,27153,-9060,7464,0.18,2789,-20626,30425,-5523,7787,0.31,1895,-11101,28189,-15762,8198,0.34,8717,-12472,39071,14884,10222,0.45,7350,-24472,24682,14054,11127,0.22,7278,-24472,24682,14054,11127,0.22,2494,-472,26395,-10930,10123,0.19
1037,6792,5062,6898,9859,5407,4284,5945,44247,4606,7393,8774,8687,1895,-472,36912.51,-2195.1,14230.05,0.49,-14190,-472,30900,-16719,8171,0.35,-39964,-472,27153,-12779,7464,0.22,2789,-20626,30425,-9025,7787,0.36,1895,-11101,28189,-19212,8198,0.39,8717,-12472,42412,14884,13562,0.48,7350,-24472,24682,12199,11127,0.26,7278,-24472,24682,12199,11127,0.26,2494,-472,26395,-10930,10123,0.23
1017,7392,5062,6898,9859,5407,4284,6038,44940,4721,6849,8774,8519,1895,-472,36912.51,2053.83,14230.05,0.47,-14190,-472,30900,0,8171,0.35,-39964,-472,27153,0,7464,0.23,2789,-20626,30425,0,7787,0.35,1895,-11101,28189,0,8198,0.38,8717,-12472,42412,3341,13562,0.48,7350,-24472,24682,1855,11127,0.27,7278,-24472,24682,1855,11127,0.27,2494,-472,26395,1454,10123,0.25
1071,6792,5062,6898,9859,5407,4284,5945,44247,4709,7145,8774,8866,1895,-472,36912.51,2053.83,14230.05,0.43,-14190,-472,30900,0,8171,0.31,-39964,-472,27153,0,7464,0.2,2789,-20626,30425,0,7787,0.31,1895,-11101,28189,0,8198,0.34,8717,-12472,42412,3341,13562,0.43,7350,-24472,24682,1855,11127,0.23,7278,-24472,24682,1855,11127,0.23,2494,-472,26395,0,10123,0.21
1095,6816,5062,6898,9859,5407,4284,5949,44275,5267,6972,8774,9079,1895,-472,36912.51,0,14230.05,0.41,-14190,-472,30900,0,8171,0.27,-39964,-472,27153,0,7464,0.16,2789,-20626,30425,0,7787,0.28,1895,-11101,31256,3067,11265,0.27,8717,-12472,42412,3341,13562,0.42,7350,-24472,26516,1835,12962,0.17,7278,-24472,26516,1835,12962,0.17,2494,-472,29272,2877,13000,0.3
1045,6792,5062,6898,9859,5407,4284,5945,44247,5193,6725,8774,9454,1895,-472,36912.51,0,14230.05,0.36,-14190,-472,30900,0,8171,0.27,-39964,-472,27153,0,7464,0.2,2789,-20626,30425,0,7787,0.27,1895,-11101,31256,3067,11265,0.26,8717,-12472,42412,0,13562,0.37,7350,-24472,26516,1835,11107,0.21,7278,-24472,26516,1835,11107,0.21,2494,-472,29272,2877,13000,0.28
1067,6792,5062,6898,9859,5407,4284,5945,44247,4762,7269,8774,9342,1895,-472,36912.51,0,14230.05,0.39,-14190,-472,30900,0,4585,0.28,-39964,-472,27153,0,7464,0.22,2789,-20626,30425,0,4393,0.29,1895,-11101,31256,3067,9211,0.28,8717,-12472,42412,0,10022,0.4,7350,-24472,26516,1835,11107,0.22,7278,-24472,26516,1835,11107,0.22,2494,-472,29272,2877,13000,0.3
1059,6876,5062,6898,9859,5407,4284,5958,44344,4720,6725,8774,9859,1895,-472,36912.51,0,12191.79,0.44,-14190,-472,30900,0,4585,0.32,-39964,-472,27153,0,7464,0.18,2789,-20626,30425,0,4393,0.33,1895,-11101,31256,3067,9211,0.32,8717,-12472,42412,0,10022,0.45,7350,-24472,26516,1835,11107,0.19,7278,-24472,26516,1835,11107,0.19,2494,-472,29272,2877,11184,0.34
1079,7140,5062,6898,9859,5407,4284,5999,44649,4584,7022,8774,9447,1895,-472,36912.51,0,12191.79,0.39,-14190,-472,30900,0,4585,0.24,-39964,-472,27153,0,7464,0.16,2789,-20626,30425,0,4393,0.24,1895,-11101,31256,0,9211,0.23,8717,-12472,42412,0,10022,0.39,7350,-24472,26516,0,11107,0.17,7278,-24472,26516,0,11107,0.17,2494,-472,29272,0,11184,0.26
1093,6792,5062,6898,9859,5407,4284,5945,44247,4582,7022,8774,9859,1895,-472,36912.51,0,12191.79,0.46,-14190,-472,30900,0,4585,0.3,-39964,-472,27153,0,7464,0.19,2789,-20626,30425,0,4393,0.31,1895,-11101,31256,0,9211,0.3,8717,-12472,42412,0,10022,0.46,7350,-24472,26516,0,11107,0.2,7278,-24472,26516,0,11107,0.2,2494,-472,29272,0,11184,0.33
1109,6792,5062,6898,9859,5407,4284,5945,44247,5349,7467,8774,8667,1895,-472,36912.51,0,14230.05,0.48,-14190,-472,30900,0,8171,0.35,-39964,-472,27153,0,7464,0.25,2789,-20626,30425,0,7787,0.36,1895,-11101,31256,0,11265,0.35,8717,-12472,42412,0,13562,0.49,7350,-24472,26516,0,11107,0.26,7278,-24472,26516,0,11107,0.26,2494,-472,29272,0,13000,0.37
1021,6792,5062,6898,9859,5407,4284,5945,44247,4976,6898,8774,9623,1895,-472,36912.51,0,14230.05,0.37,-14190,-472,30900,0,4585,0.24,-39964,-472,27153,0,7464,0.15,2789,-20626,30425,0,4393,0.25,1895,-11101,31256,0,11265,0.24,8717,-12472,42412,0,10022,0.38,7350,-24472,26516,0,11107,0.16,7278,-24472,26516,0,11107,0.16,2494,-472,29272,0,13000,0.26
1077,7632,5062,6898,9859,5407,4284,6075,45217,5004,6552,8774,9134,1895,-472,36912.51,0,14230.05,0.38,-14190,-472,30900,0,4585,0.27,-39964,-472,27153,0,7464,0.19,2789,-20626,30425,0,4393,0.28,1895,-11101,31256,0,11265,0.27,8717,-12472,42412,0,10022,0.38,7350,-24472,26516,0,11107,0.2,7278,-24472,26516,0,11107,0.2,2494,-472,29272,0,13000,0.29
1011,6792,5062,6898,9859,5407,4284,5945,44247,4484,7195,8774,9859,1895,-472,36912.51,0,12191.79,0.46,-14190,-472,30900,0,4585,0.35,-39964,-472,27153,0,7464,0.19,2789,-20626,30425,0,4393,0.36,1895,-11101,31256,0,9211,0.35,8717,-12472,42412,0,10022,0.47,7350,-24472,26516,0,9253,0.2,7278,-24472,26516,0,9253,0.2,2494,-472,29272,0,11184,0.37
1013,6792,5062,6898,9859,5407,4284,5945,44247,4484,7220,8774,9859,1895,-472,36912.51,0,12191.79,0.49,-14190,-472,30900,0,4585,0.38,-39964,-472,27153,0,7464,0.27,2789,-20626,30425,0,4393,0.38,1895,-11101,31256,0,9211,0.37,8717,-12472,42412,0,10022,0.49,7350,-24472,26516,0,9253,0.28,7278,-24472,26516,0,9253,0.28,2494,-472,29272,0,11184,0.4
1041,6900,5062,6898,9859,5407,4284,5962,44372,4606,7046,8774,9859,1895,-472,38966.33,2053.82,14245.61,0.52,-14190,-472,30900,0,4585,0.31,-39964,-472,27153,0,7464,0.22,2789,-20626,30425,0,4393,0.31,1895,-11101,31256,0,9211,0.3,8717,-12472,42412,0,10022,0.44,7350,-24472,26516,0,9253,0.23,7278,-24472,26516,0,9253,0.23,2494,-472,29272,0,11184,0.33
1061,6792,5062,6898,9859,5407,4284,5945,44247,5167,7220,8774,9333,1895,-472,38966.33,2053.82,16283.88,0.53,-14190,-472,30900,0,4585,0.31,-39964,-472,27153,0,7464,0.22,2789,-20626,30425,0,4393,0.32,1895,-11101,31256,0,9211,0.31,8717,-12472,42412,0,10022,0.45,7350,-24472,26516,0,11107,0.23,7278,-24472,26516,0,11107,0.23,2494,-472,32006,2734,15734,0.3
1019,6792,5062,6898,9859,5407,4284,5945,44247,4721,7195,8774,9859,1895,-472,38966.33,2053.82,14245.61,0.55,-14190,-472,30900,0,4585,0.32,-39964,-472,27153,0,7464,0.17,2789,-20626,30425,0,4393,0.33,1895,-11101,31256,0,9211,0.32,8717,-12472,42412,0,10022,0.46,7350,-24472,26516,0,9253,0.19,7278,-24472,26516,0,9253,0.19,2494,-472,32006,2734,13918,0.31
1057,6792,5062,6898,9859,5407,4284,5945,44247,4720,7269,8774,9859,1895,-472,38966.33,2053.82,14245.61,0.57,-14190,-472,30900,0,4585,0.36,-39964,-472,27153,0,7464,0.25,2789,-20626,30425,0,4393,0.37,1895,-11101,31256,0,9211,0.36,8717,-12472,42412,0,10022,0.48,7350,-24472,26516,0,9253,0.26,7278,-24472,26516,0,9253,0.26,2494,-472,32006,2734,13918,0.35
1091,6792,5062,6898,9859,5407,4284,5945,44247,4582,7442,8774,9859,1895,-472,38966.33,0,14245.61,0.55,-14190,-472,30900,0,4585,0.37,-39964,-472,27153,0,3722,0.27,2789,-20626,30425,0,4393,0.38,1895,-11101,31256,0,9211,0.37,8717,-12472,42412,0,10022,0.49,7350,-24472,26516,0,9253,0.28,7278,-24472,26516,0,9253,0.28,2494,-472,32006,2734,13918,0.36
1039,6792,5062,6898,9859,5407,4284,5945,44247,4606,7442,8774,9859,1895,-472,38966.33,0,14245.61,0.53,-14190,-472,30900,0,4585,0.3,-39964,-472,27153,0,3722,0.19,2789,-20626,30425,0,4393,0.3,1895,-11101,31256,0,9211,0.29,8717,-12472,42412,0,10022,0.45,7350,-24472,26516,0,9253,0.2,7278,-24472,26516,0,9253,0.2,2494,-472,32006,0,13918,0.28
1103,7140,5062,6898,9859,5407,4284,5999,44649,5517,6651,8774,9412,1895,-472,38966.33,0,16283.88,0.43,-14190,-472,30900,0,4585,0.23,-39964,-472,27153,0,7464,0.14,2789,-20626,30425,0,4393,0.23,1895,-11101,31256,0,11265,0.22,8717,-12472,42412,0,10022,0.34,7350,-24472,26516,0,11107,0.15,7278,-24472,26516,0,11107,0.15,2494,-472,32006,0,15734,0.21
1053,6792,5062,6898,9859,5407,4284,5945,44247,4797,7294,8774,9859,1895,-472,38966.33,0,14245.61,0.59,-14190,-472,30900,0,4585,0.4,-39964,-472,27153,0,7464,0.24,2789,-20626,30425,0,4393,0.4,1895,-11101,31256,0,9211,0.39,8717,-12472,42412,0,10022,0.51,7350,-24472,26516,0,9253,0.25,7278,-24472,26516,0,9253,0.25,2494,-472,32006,0,13918,0.39
1127,6792,5062,6898,9859,5407,4284,5945,44247,5269,7071,8774,9620,1895,-472,38966.33,0,14245.61,0.53,-14190,-472,30900,0,4585,0.33,-39964,-472,27153,0,7464,0.18,2789,-20626,30425,0,4393,0.33,1895,-11101,31256,0,9211,0.32,8717,-12472,42412,0,10022,0.44,7350,-24472,26516,0,11107,0.19,7278,-24472,26516,0,11107,0.19,2494,-472,32006,0,13918,0.31
1075,6792,5062,6898,9859,5407,4284,5945,44247,5054,7071,8774,9859,1895,-472,38966.33,0,14245.61,0.55,-14190,-472,30900,0,4585,0.28,-39964,-472,27153,0,7464,0.25,2789,-20626,35804,5378,9772,0.39,1895,-11101,31256,0,9211,0.27,8717,-12472,44928,2516,12538,0.54,7350,-24472,26516,0,11107,0.25,7278,-24472,26516,0,11107,0.25,2494,-472,32006,0,13918,0.26
1033,7632,5062,6898,9859,5407,4284,6075,45217,4982,7046,8774,9134,1895,-472,38966.33,0,14245.61,0.49,-14190,-472,30900,0,4585,0.27,-39964,-472,27153,0,7464,0.17,2789,-20626,35804,5378,9772,0.36,1895,-11101,31256,0,9211,0.27,8717,-12472,44928,2516,12538,0.49,7350,-24472,26516,0,9253,0.18,7278,-24472,26516,0,9253,0.18,2494,-472,32006,0,13918,0.26
1049,7068,5062,6898,9859,5407,4284,5988,44566,4708,7195,8774,9859,1895,-472,38966.33,0,14245.61,0.52,-14190,-472,30900,0,4585,0.28,-39964,-472,27153,0,3722,0.18,2789,-20626,35804,5378,9772,0.37,1895,-11101,31256,0,9211,0.27,8717,-12472,44928,2516,12538,0.52,7350,-24472,26516,0,9253,0.19,7278,-24472,26516,0,9253,0.19,2494,-472,32006,0,13918,0.26
1107,6792,5062,6898,9859,5407,4284,5945,44247,5058,7393,8774,9611,1895,-472,38966.33,0,14245.61,0.6,-14190,-472,30900,0,4585,0.39,-39964,-472,27153,0,7464,0.27,2789,-20626,35804,5378,9772,0.48,1895,-11101,31256,0,9211,0.38,8717,-12472,44928,2516,12538,0.59,7350,-24472,26516,0,9253,0.28,7278,-24472,26516,0,9253,0.28,2494,-472,32006,0,13918,0.37
1025,6792,5062,6898,9859,5407,4284,5945,44247,4976,7244,8774,9859,1895,-472,38966.33,0,14245.61,0.57,-14190,-472,30900,0,4585,0.38,-39964,-472,27153,0,7464,0.27,2789,-20626,35804,0,9772,0.47,1895,-11101,31256,0,9211,0.38,8717,-12472,44928,0,12538,0.56,7350,-24472,28341,1825,11077,0.41,7278,-24472,28341,1825,11077,0.41,2494,-472,32006,0,13918,0.37
