FIPS,Housing,ChildCare,Food,Transportation,Medical,Other,Taxes,MIT LWC,MIDS ChildCare,MIDS Food,MIDS Medical,MIDS Transportation,MIDS Taxes,MIDS Benefits,MIDS LW,MIDS Marriage Wage,MIDS Daycare Wage,MIDS Below LWC, 4xTC Taxes , 4xTC Benefits , 4xTC LW , 4xTC Marriage Wage , 4xTC Daycare Wage ,4xTC Below LWC, 8xTC Taxes , 8xTC Benefits , 8xTC LW , 8xTC Marriage Wage , 8xTC Daycare Wage ,8xTC Below LWC, Marriage Credit Taxes , Marriage Credit Benefits , Marriage Credit LWC , Marriage Credit Marriage Wage , Marriage Credit Daycare Wage ,Marriage Credit Below LWC,Daycare Tax, Daycare Benefits , Daycare LWC , Daycare Marriage Wage , Daycare Daycare Wage ,Daycare Below LWC, UBI_12k Tax , UBI_12k Benefits , UBI_12k LWC , UBI_12k Marriage Wage , UBI_12k Daycare Wage ,UBI_12k Below LWC, UBI_6k+MBI_12k Tax , UBI_6k+MBI_12k Benefits , UBI_6k+MBI_12k LWC , UBI_6k+MBI_12k Marriage Wage , UBI_6k+MBI_12k Daycare Wage ,UBI_6k+MBI_12k Below LWC, MBI_24k Tax , MBI_24k Benefits , MBI_24k LWC , MBI_24k Marriage Wage , MBI_24k Daycare Wage ,MBI_24k Below LWC, Expanded Safety Net Tax , Expanded Safety Net Benefits , Expanded Safety Net LWC , Expanded Safety Net Marriage Wage , Expanded Safety Net Daycare Wage ,Expanded Safety Net Below LWC
19187,6948,6648,7047,9589,5669,4046,7478,47425,6809,7047,8926,8879,2759,-376,48091.13,0,25354.5,0.48,-13246,-376,-21692,0,8331,0.17,-40557,-376,-25669,0,7484,0.2,3706,-20530,-17251,4916,12862,0.13,2759,-10627,-21336,0,11515,0.16,9376,-12376,-917,3307,23866,0.01,7929,-24376,-25007,0,14836,0.19,7853,-24376,-25007,0,14836,0.19,3394,-376,15613,0,12858,0.01
19123,7020,6648,7047,9589,5669,4046,7492,47511,6378,7047,8926,9294,2759,-376,48091.13,0,25354.5,0.43,-13246,-376,-21692,0,8331,0.17,-40557,-376,-25669,0,7484,0.21,3706,-20530,-17251,4916,12862,0.14,2759,-10627,-21336,0,11515,0.17,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,1855,14836,0.19,7853,-24376,-23152,1855,14836,0.19,3394,-376,15613,0,12858,0.04
19173,6948,6648,7047,9589,5669,4046,7478,47425,6194,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.46,-13246,-376,-21692,0,8331,0.15,-40557,-376,-25669,0,7484,0.18,3706,-20530,-17251,4916,12862,0.12,2759,-10627,-21336,0,11515,0.15,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,1855,14836,0.16,7853,-24376,-23152,1855,14836,0.16,3394,-376,15613,0,12858,0.02
19175,6948,6648,7047,9589,5669,4046,7478,47425,6194,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.46,-13246,-376,-21692,0,8331,0.11,-40557,-376,-25669,0,7484,0.13,3706,-20530,-17251,4916,12862,0.09,2759,-10627,-21336,0,11515,0.11,9376,-12376,-917,0,20348,0,7929,-24376,-23152,1855,14836,0.11,7853,-24376,-23152,1855,14836,0.11,3394,-376,15613,0,12858,-0.01
19177,6948,6648,7047,9589,5669,4046,7478,47425,6194,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.45,-13246,-376,-21692,0,8331,0.13,-40557,-376,-25669,0,7484,0.16,3706,-20530,-17251,0,12862,0.1,2759,-10627,-21336,0,11515,0.13,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,1855,14836,0.14,7853,-24376,-23152,1855,14836,0.14,3394,-376,15613,0,12858,0.02
19001,7428,6648,7047,9589,5669,4046,7568,47995,5764,7047,8926,9589,2759,-376,48091.13,0,23318.95,0.42,-13246,-376,-21692,0,4665,0.09,-40557,-376,-25669,0,7484,0.1,3706,-20530,-17251,0,9389,0.07,2759,-10627,-21336,0,9441,0.09,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,12982,0.09,7853,-24376,-23152,0,12982,0.09,3394,-376,15613,0,10690,-0.01
19065,6948,6648,7047,9589,5669,4046,7478,47425,6299,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.45,-13246,-376,-21692,0,8331,0.12,-40557,-376,-25669,0,7484,0.14,3706,-20530,-17251,0,12862,0.1,2759,-10627,-21336,0,11515,0.12,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,14836,0.13,7853,-24376,-23152,0,14836,0.13,3394,-376,15613,0,12858,0.02
19067,6948,6648,7047,9589,5669,4046,7478,47425,6299,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.47,-13246,-376,-21692,0,8331,0.14,-40557,-376,-25669,0,7484,0.17,3706,-20530,-17251,0,12862,0.11,2759,-10627,-21336,0,11515,0.14,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,14836,0.15,7853,-24376,-23152,0,14836,0.15,3394,-376,15613,0,12858,0.02
19069,6948,6648,7047,9589,5669,4046,7478,47425,6299,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.41,-13246,-376,-21692,0,8331,0.13,-40557,-376,-25669,0,7484,0.15,3706,-20530,-17251,0,12862,0.1,2759,-10627,-21336,0,11515,0.13,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,14836,0.14,7853,-24376,-23152,0,14836,0.14,3394,-376,15613,0,12858,0.03
19071,6948,6648,7047,9589,5669,4046,7478,47425,6299,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.38,-13246,-376,-21692,0,8331,0.09,-40557,-376,-25669,0,7484,0.11,3706,-20530,-17251,0,12862,0.07,2759,-10627,-21336,0,11515,0.09,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.1,7853,-24376,-23152,0,14836,0.1,3394,-376,15613,0,12858,-0.01
19003,7488,6648,7047,9589,5669,4046,7579,48066,5764,7047,8926,9589,2759,-376,48091.13,0,23318.95,0.41,-13246,-376,-21692,0,4665,0.11,-40557,-376,-25669,0,7484,0.13,3706,-20530,-17251,0,9389,0.09,2759,-10627,-21336,0,9441,0.11,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,12982,0.12,7853,-24376,-23152,0,12982,0.12,3394,-376,15613,0,10690,0
19151,6948,6648,7047,9589,5669,4046,7478,47425,6341,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.45,-13246,-376,-21692,0,8331,0.15,-40557,-376,-25669,0,7484,0.18,3706,-20530,-17251,0,12862,0.12,2759,-10627,-21336,0,11515,0.15,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,14836,0.16,7853,-24376,-23152,0,14836,0.16,3394,-376,15613,0,12858,0.01
19171,7152,6648,7047,9589,5669,4046,7516,47667,6194,7047,8926,9589,2759,-376,48091.13,0,23318.95,0.36,-13246,-376,-21692,0,4665,0.1,-40557,-376,-25669,0,7484,0.12,3706,-20530,-17251,0,9389,0.08,2759,-10627,-21336,0,11515,0.1,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,12982,0.11,7853,-24376,-23152,0,12982,0.11,3394,-376,15613,0,12858,0.02
19047,6948,6648,7047,9589,5669,4046,7478,47425,6416,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.42,-13246,-376,-21692,0,8331,0.14,-40557,-376,-25669,0,7484,0.16,3706,-20530,-17251,0,12862,0.11,2759,-10627,-21336,0,11515,0.14,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,14836,0.15,7853,-24376,-23152,0,14836,0.15,3394,-376,15613,0,12858,0.02
19073,7080,6648,7047,9589,5669,4046,7503,47582,6299,7047,8926,9589,2759,-376,48091.13,0,23318.95,0.42,-13246,-376,-21692,0,4665,0.12,-40557,-376,-25669,0,7484,0.15,3706,-20530,-17251,0,9389,0.1,2759,-10627,-21336,0,11515,0.12,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,14836,0.13,7853,-24376,-23152,0,14836,0.13,3394,-376,15613,0,12858,-0.01
19115,7416,6648,7047,9589,5669,4046,7566,47981,5986,7047,8926,9589,2759,-376,48091.13,0,23318.95,0.39,-13246,-376,-21692,0,4665,0.1,-40557,-376,-25669,0,7484,0.12,3706,-20530,-17251,0,9389,0.08,2759,-10627,-21336,0,9441,0.1,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,12982,0.11,7853,-24376,-23152,0,12982,0.11,3394,-376,15613,0,10690,0.02
19081,6948,6648,7047,9589,5669,4046,7478,47425,6468,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.37,-13246,-376,-16584,5108,13439,0.05,-40557,-376,-25669,0,7484,0.08,3706,-20530,-17251,0,12862,0.05,2759,-10627,-21336,0,11515,0.07,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.07,7853,-24376,-23152,0,14836,0.07,3394,-376,15613,0,12858,0
19083,6948,6648,7047,9589,5669,4046,7478,47425,6468,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.4,-13246,-376,-16584,5108,13439,0.08,-40557,-376,-25669,0,7484,0.12,3706,-20530,-17251,0,12862,0.08,2759,-10627,-21336,0,11515,0.1,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.11,7853,-24376,-23152,0,14836,0.11,3394,-376,15613,0,12858,0
19159,6948,6648,7047,9589,5669,4046,7478,47425,6490,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.45,-13246,-376,-16584,5108,13439,0.09,-40557,-376,-21927,3742,11225,0.11,3706,-20530,-17251,0,12862,0.09,2759,-10627,-21336,0,11515,0.11,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.12,7853,-24376,-23152,0,14836,0.12,3394,-376,15613,0,12858,0.01
19161,6948,6648,7047,9589,5669,4046,7478,47425,6490,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.4,-13246,-376,-16584,5108,13439,0.07,-40557,-376,-21927,3742,11225,0.1,3706,-20530,-17251,0,12862,0.08,2759,-10627,-21336,0,11515,0.1,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.1,7853,-24376,-23152,0,14836,0.1,3394,-376,15613,0,12858,0
19053,6948,6648,7047,9589,5669,4046,7478,47425,6510,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.53,-13246,-376,-16584,0,13439,0.15,-40557,-376,-21927,3742,11225,0.2,3706,-20530,-17251,0,12862,0.16,2759,-10627,-21336,0,11515,0.2,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,14836,0.21,7853,-24376,-23152,0,14836,0.21,3394,-376,15613,0,12858,0.03
19055,6948,6648,7047,9589,5669,4046,7478,47425,6510,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.37,-13246,-376,-16584,0,13439,0.07,-40557,-376,-21927,3742,11225,0.1,3706,-20530,-17251,0,12862,0.08,2759,-10627,-21336,0,11515,0.09,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.1,7853,-24376,-23152,0,14836,0.1,3394,-376,15613,0,12858,0.01
19141,6948,6648,7047,9589,5669,4046,7478,47425,6524,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.4,-13246,-376,-16584,0,13439,0.09,-40557,-376,-21927,0,11225,0.12,3706,-20530,-17251,0,12862,0.09,2759,-10627,-21336,0,11515,0.11,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.12,7853,-24376,-23152,0,14836,0.12,3394,-376,15613,0,12858,0
19145,6948,6648,7047,9589,5669,4046,7478,47425,6524,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.46,-13246,-376,-16584,0,13439,0.11,-40557,-376,-21927,0,11225,0.15,3706,-20530,-17251,0,12862,0.12,2759,-10627,-21336,0,11515,0.14,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,14836,0.16,7853,-24376,-23152,0,14836,0.16,3394,-376,15613,0,12858,0.01
19147,6948,6648,7047,9589,5669,4046,7478,47425,6524,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.45,-13246,-376,-16584,0,13439,0.08,-40557,-376,-21927,0,11225,0.11,3706,-20530,-17251,0,12862,0.08,2759,-10627,-21336,0,11515,0.1,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.11,7853,-24376,-23152,0,14836,0.11,3394,-376,15613,0,12858,0
19179,7800,6648,7047,9589,5669,4046,7638,48437,6232,7047,8926,9056,2759,-376,48091.13,0,23318.95,0.49,-13246,-376,-16584,0,9773,0.13,-40557,-376,-21927,0,11225,0.17,3706,-20530,-17251,0,9389,0.13,2759,-10627,-21336,0,9441,0.16,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,12982,0.18,7853,-24376,-23152,0,12982,0.18,3394,-376,15613,0,10690,0.02
19041,6948,6648,7047,9589,5669,4046,7478,47425,6870,7047,8926,9273,2759,-376,48091.13,0,25354.5,0.41,-13246,-376,-16584,0,13439,0.09,-40557,-376,-21927,0,11225,0.11,3706,-20530,-17251,0,12862,0.09,2759,-10627,-21336,0,11515,0.11,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.12,7853,-24376,-23152,0,14836,0.12,3394,-376,15613,0,12858,0.01
19051,7464,6648,7047,9589,5669,4046,7575,48038,6510,7047,8926,9119,2759,-376,48091.13,0,25354.5,0.45,-13246,-376,-16584,0,13439,0.09,-40557,-376,-21927,0,11225,0.12,3706,-20530,-17251,0,9389,0.1,2759,-10627,-21336,0,11515,0.12,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,14836,0.13,7853,-24376,-23152,0,14836,0.13,3394,-376,15613,0,12858,0.01
19089,6948,6648,7047,9589,5669,4046,7478,47425,6595,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.43,-13246,-376,-16584,0,13439,0.09,-40557,-376,-21927,0,11225,0.12,3706,-20530,-17251,0,12862,0.1,2759,-10627,-21336,0,11515,0.12,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,14836,0.13,7853,-24376,-23152,0,14836,0.13,3394,-376,15613,0,12858,0
19091,6948,6648,7047,9589,5669,4046,7478,47425,6595,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.44,-13246,-376,-16584,0,13439,0.07,-40557,-376,-21927,0,11225,0.09,3706,-20530,-17251,0,12862,0.07,2759,-10627,-21336,0,11515,0.08,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.09,7853,-24376,-23152,0,14836,0.09,3394,-376,15613,0,12858,-0.01
19093,6948,6648,7047,9589,5669,4046,7478,47425,6595,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.44,-13246,-376,-16584,0,13439,0.09,-40557,-376,-21927,0,11225,0.11,3706,-20530,-17251,0,12862,0.09,2759,-10627,-21336,0,11515,0.11,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.12,7853,-24376,-23152,0,14836,0.12,3394,-376,15613,0,12858,0
19095,6948,6648,7047,9589,5669,4046,7478,47425,6595,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.33,-13246,-376,-16584,0,13439,0.05,-40557,-376,-21927,0,11225,0.06,3706,-20530,-17251,0,12862,0.05,2759,-10627,-21336,0,11515,0.06,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.06,7853,-24376,-23152,0,14836,0.06,3394,-376,15613,0,12858,0.01
19097,6948,6648,7047,9589,5669,4046,7478,47425,6595,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.44,-13246,-376,-16584,0,13439,0.12,-40557,-376,-21927,0,11225,0.16,3706,-20530,-17251,0,12862,0.13,2759,-10627,-21336,0,11515,0.15,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,14836,0.17,7853,-24376,-23152,0,14836,0.17,3394,-376,15613,0,12858,0.03
19107,6948,6648,7047,9589,5669,4046,7478,47425,6623,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.46,-13246,-376,-16584,0,13439,0.08,-40557,-376,-21927,0,11225,0.11,3706,-20530,-17251,0,12862,0.09,2759,-10627,-21336,0,11515,0.11,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.12,7853,-24376,-23152,0,14836,0.12,3394,-376,15613,0,12858,-0.01
19109,6948,6648,7047,9589,5669,4046,7478,47425,6623,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.4,-13246,-376,-16584,0,13439,0.06,-40557,-376,-21927,0,11225,0.08,3706,-20530,-17251,0,12862,0.06,2759,-10627,-21336,0,11515,0.07,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.08,7853,-24376,-23152,0,14836,0.08,3394,-376,15613,0,12858,-0.01
19105,6948,6648,7047,9589,5669,4046,7478,47425,6623,7047,8926,9670,2759,-376,48091.13,0,25354.5,0.36,-13246,-376,-16584,0,13439,0.07,-40557,-376,-21927,0,11225,0.09,3706,-20530,-17251,0,9389,0.07,2759,-10627,-21336,0,11515,0.09,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.1,7853,-24376,-23152,0,14836,0.1,3394,-376,15613,0,12858,0
19045,7488,6648,7047,9589,5669,4046,7579,48066,6416,7047,8926,9343,2759,-376,48091.13,0,23318.95,0.42,-13246,-376,-16584,0,9773,0.09,-40557,-376,-21927,0,11225,0.12,3706,-20530,-17251,0,9389,0.1,2759,-10627,-21336,0,11515,0.12,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,12982,0.13,7853,-24376,-23152,0,12982,0.13,3394,-376,15613,0,10690,0
19023,6948,6648,7047,9589,5669,4046,7478,47425,6731,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.38,-13246,-376,-16584,0,13439,0.08,-40557,-376,-21927,0,11225,0.1,3706,-20530,-17251,0,12862,0.08,2759,-10627,-21336,0,11515,0.1,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.11,7853,-24376,-23152,0,14836,0.11,3394,-376,15613,0,12858,0.01
19025,6948,6648,7047,9589,5669,4046,7478,47425,6731,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.46,-13246,-376,-16584,0,13439,0.11,-40557,-376,-21927,0,11225,0.14,3706,-20530,-17251,0,12862,0.11,2759,-10627,-21336,0,11515,0.14,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,14836,0.15,7853,-24376,-23152,0,14836,0.15,3394,-376,15613,0,12858,0.01
19027,6948,6648,7047,9589,5669,4046,7478,47425,6731,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.42,-13246,-376,-16584,0,13439,0.09,-40557,-376,-21927,0,11225,0.12,3706,-20530,-17251,0,12862,0.1,2759,-10627,-21336,0,11515,0.12,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,14836,0.13,7853,-24376,-23152,0,14836,0.13,3394,-376,15613,0,12858,0
19029,6948,6648,7047,9589,5669,4046,7478,47425,6731,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.46,-13246,-376,-16584,0,13439,0.08,-40557,-376,-21927,0,11225,0.11,3706,-20530,-17251,0,12862,0.08,2759,-10627,-21336,0,11515,0.1,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.11,7853,-24376,-23152,0,14836,0.11,3394,-376,15613,0,12858,0.01
19057,8184,6648,7047,9589,5669,4046,7710,48893,6114,7047,8926,8970,2759,-376,48091.13,0,23318.95,0.49,-13246,-376,-16584,0,9773,0.12,-40557,-376,-21927,0,11225,0.16,3706,-20530,-17251,0,9389,0.13,2759,-10627,-21336,0,9441,0.15,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,12982,0.17,7853,-24376,-23152,0,12982,0.17,3394,-376,15613,0,10690,0.02
19183,7740,6648,7047,9589,5669,4046,7626,48365,5937,7047,8926,9604,2759,-376,48091.13,0,23318.95,0.36,-13246,-376,-16584,0,9773,0.06,-40557,-376,-21927,0,11225,0.08,3706,-20530,-17251,0,9389,0.06,2759,-10627,-21336,0,9441,0.08,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,12982,0.08,7853,-24376,-23152,0,12982,0.08,3394,-376,15613,0,10690,0.01
19063,7404,6648,7047,9589,5669,4046,7564,47967,6299,7047,8926,9589,2759,-376,48091.13,0,23318.95,0.42,-13246,-376,-16584,0,9773,0.11,-40557,-376,-21927,0,11225,0.15,3706,-20530,-17251,0,9389,0.12,2759,-10627,-21336,0,9441,0.14,9376,-12376,-917,0,20348,0.01,7929,-24376,-23152,0,12982,0.15,7853,-24376,-23152,0,12982,0.15,3394,-376,15613,0,10690,0.03
19059,7224,6648,7047,9589,5669,4046,7530,47753,6898,7047,8926,9187,2759,-376,48091.13,0,25354.5,0.37,-13246,-376,-16584,0,13439,0.06,-40557,-376,-21927,0,11225,0.09,3706,-20530,-17251,0,12862,0.07,2759,-10627,-21336,0,11515,0.08,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.09,7853,-24376,-23152,0,14836,0.09,3394,-376,15613,0,12858,0.01
19189,6948,6648,7047,9589,5669,4046,7478,47425,6809,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.42,-13246,-376,-16584,0,13439,0.09,-40557,-376,-21927,0,11225,0.12,3706,-20530,-17251,0,12862,0.09,2759,-10627,-21336,0,11515,0.12,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.12,7853,-24376,-23152,0,14836,0.12,3394,-376,15613,0,12858,0.02
19191,6948,6648,7047,9589,5669,4046,7478,47425,6809,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.37,-13246,-376,-16584,0,13439,0.06,-40557,-376,-21927,0,11225,0.08,3706,-20530,-17251,0,12862,0.06,2759,-10627,-21336,0,11515,0.08,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.08,7853,-24376,-23152,0,14836,0.08,3394,-376,15613,0,12858,0
19087,7176,6648,7047,9589,5669,4046,7521,47696,6595,7047,8926,9589,2759,-376,48091.13,0,23318.95,0.43,-13246,-376,-16584,0,9773,0.07,-40557,-376,-21927,0,11225,0.1,3706,-20530,-17251,0,9389,0.08,2759,-10627,-17747,3590,15104,0.08,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,12982,0.1,7853,-24376,-23152,0,12982,0.1,3394,-376,15613,0,12858,-0.01
19043,6948,6648,7047,9589,5669,4046,7478,47425,6870,7047,8926,9589,2759,-376,48091.13,0,25354.5,0.42,-13246,-376,-16584,0,13439,0.08,-40557,-376,-21927,0,11225,0.11,3706,-20530,-17251,0,12862,0.09,2759,-10627,-17747,3590,15104,0.09,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,14836,0.11,7853,-24376,-23152,0,14836,0.11,3394,-376,15613,0,12858,0
19149,7500,6648,7047,9589,5669,4046,7581,48080,6341,7047,8926,9637,2759,-376,51239.21,3148.08,26467.03,0.42,-13246,-376,-16584,0,9773,0.06,-40557,-376,-21927,0,11225,0.08,3706,-20530,-17251,0,9389,0.06,2759,-10627,-17747,3590,13031,0.06,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,12982,0.08,7853,-24376,-23152,0,12982,0.08,3394,-376,15613,0,10690,0.01
19015,7536,6648,7047,9589,5669,4046,7588,48123,6487,7047,8926,9457,2759,-376,51239.21,3148.08,26467.03,0.46,-13246,-376,-16584,0,9773,0.06,-40557,-376,-21927,0,11225,0.09,3706,-20530,-17251,0,9389,0.07,2759,-10627,-17747,3590,13031,0.07,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,12982,0.09,7853,-24376,-23152,0,12982,0.09,3394,-376,15613,0,10690,0
19143,7368,6648,7047,9589,5669,4046,7557,47924,6524,7047,8926,9589,2759,-376,51239.21,3148.08,26467.03,0.48,-13246,-376,-16584,0,9773,0.05,-40557,-376,-21927,0,11225,0.07,3706,-20530,-17251,0,9389,0.06,2759,-10627,-17747,0,13031,0.06,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,12982,0.08,7853,-24376,-23152,0,12982,0.08,3394,-376,15613,0,10690,-0.01
19113,7860,6648,7047,9589,5669,4046,7649,48508,5986,7047,8926,9670,2759,-376,51239.21,3148.08,24415.69,0.4,-13246,-376,-16584,0,9773,0.08,-40557,-376,-21927,0,11225,0.1,3706,-20530,-17251,0,9389,0.08,2759,-10627,-17747,0,13031,0.08,9376,-12376,-917,0,17029,0,7929,-24376,-23152,0,12982,0.11,7853,-24376,-23152,0,12982,0.11,3394,-376,15613,0,10690,0.01
19099,7860,6648,7047,9589,5669,4046,7649,48508,6431,7047,8926,9228,2759,-376,51239.21,0,26467.03,0.46,-13246,-376,-16584,0,9773,0.08,-40557,-376,-21927,0,11225,0.1,3706,-20530,-17251,0,9389,0.08,2759,-10627,-17747,0,13031,0.08,9376,-12376,-917,0,20348,0,7929,-24376,-23152,0,12982,0.11,7853,-24376,-23152,0,12982,0.11,3394,-376,15613,0,10690,0.01
19021,7320,6648,7047,9589,5669,4046,7548,47867,6731,7047,8926,9494,2759,-376,51239.21,0,26467.03,0.5,-13246,-376,-16584,0,9773,0.08,-40557,-376,-21927,0,11225,0.11,3706,-20530,-17251,0,9389,0.09,2759,-10627,-17747,0,15104,0.09,9376,-12376,-917,0,20348,0,7929,-24376,-21443,1709,14691,0.11,7853,-24376,-21443,1709,14691,0.11,3394,-376,15613,0,10690,0
19111,7068,6648,7047,9589,5669,4046,7501,47568,7485,7047,8926,9062,2759,-376,51239.21,0,28502.58,0.54,-13246,-376,-16584,0,13439,0.14,-40557,-376,-21927,0,11225,0.19,3706,-20530,-17251,0,12862,0.15,2759,-10627,-17747,0,15104,0.15,9376,-12376,-917,0,20348,0.01,7929,-24376,-21443,1709,16545,0.18,7853,-24376,-21443,1709,16545,0.18,3394,-376,15613,0,12858,0.05
19127,7500,6648,7047,9589,5669,4046,7581,48080,6646,7047,8926,9549,2759,-376,51239.21,0,26467.03,0.45,-13246,-376,-16584,0,9773,0.08,-40557,-376,-21927,0,11225,0.1,3706,-20530,-17251,0,9389,0.08,2759,-10627,-17747,0,13031,0.08,9376,-12376,-917,0,20348,0,7929,-24376,-21443,1709,14691,0.1,7853,-24376,-21443,1709,14691,0.1,3394,-376,15613,0,10690,0.01
19011,6948,6648,7047,9589,5669,4046,7478,47425,7148,7047,8926,9667,2759,-376,51239.21,0,28502.58,0.4,-13246,-376,-16584,0,13439,0.05,-40557,-376,-21927,0,11225,0.06,3706,-20530,-17251,0,9389,0.05,2759,-10627,-17747,0,15104,0.05,9376,-12376,-917,0,20348,0,7929,-24376,-21443,1709,16545,0.06,7853,-24376,-21443,1709,16545,0.06,3394,-376,15613,0,12858,0
19035,6948,6648,7047,9589,5669,4046,7478,47425,7281,7047,8926,9589,2759,-376,51239.21,0,28502.58,0.47,-13246,-376,-16584,0,13439,0.09,-40557,-376,-21927,0,11225,0.11,3706,-20530,-17251,0,12862,0.09,2759,-10627,-17747,0,15104,0.09,9376,-12376,2388,3305,23652,-0.01,7929,-24376,-21443,0,16545,0.11,7853,-24376,-21443,0,16545,0.11,3394,-376,15613,0,12858,0.01
19037,6948,6648,7047,9589,5669,4046,7478,47425,7281,7047,8926,9589,2759,-376,51239.21,0,28502.58,0.53,-13246,-376,-16584,0,13439,0.07,-40557,-376,-21927,0,11225,0.09,3706,-20530,-17251,0,12862,0.07,2759,-10627,-17747,0,15104,0.08,9376,-12376,2388,3305,23652,-0.01,7929,-24376,-21443,0,16545,0.09,7853,-24376,-21443,0,16545,0.09,3394,-376,15613,0,12858,-0.01
