FIPS,State,Housing,ChildCare,Food,Transportation,Medical,Other,Taxes,MIDS ChildCare,MIDS Food,MIDS Medical,MIDS Transportation,MIDS Net,MIDS Taxes All,3x EITC Tax,Basic Income Tax,Mids Taxes Universal,MIT LWC,MIDS LWC,3x EITC,Basic Income,MIDS LWC 2
18093,IN,10212,5216,9078,11236,5992,4891,8093,4760,7386.178027,9744,10572,47566,5090,-19636,5558,5090,54718,52656,27930,53124,52656
18095,IN,10836,5216,9078,11236,5992,4891,8186,5048,8167.095528,9744,11217,49903,5350,-19376,5950,5350,55435,55253,30527,55853,55253
18097,IN,12432,5216,9078,11236,5992,4891,8424,6765,8329.786674,9744,11218,53380,6388,-18338,7516,6388,57269,59768,35042,60896,59768
18099,IN,10056,5216,9078,11236,5992,4891,8070,4863,7483.792714,9744,11015,48053,5090,-19636,5558,5090,54539,53143,28417,53611,53143
18101,IN,11064,5216,9078,11236,5992,4891,8220,5216,8199.633757,9744,11236,50351,5350,-19376,5950,5350,55697,55701,30975,56301,55701
18103,IN,10404,5216,9078,11236,5992,4891,8122,4948,7256.02511,9744,10706,47949,5090,-19636,5558,5090,54939,53039,28313,53507,53039
18105,IN,13044,5216,9078,11236,5992,4891,8516,5518,9110.704174,9744,10496,52804,5869,-18857,6733,5869,57973,58673,33947,59537,58673
18107,IN,11652,5216,9078,11236,5992,4891,8308,5616,8622.630736,9744,10929,51455,5350,-19376,5950,5350,56373,56805,32079,57405,56805
18109,IN,12432,5216,9078,11236,5992,4891,8424,4865,8720.245424,9744,11219,51871,5869,-18857,6733,5869,57269,57740,33014,58604,57740
18111,IN,12072,5216,9078,11236,5992,4891,8371,4894,8199.633757,9744,11945,51745,5869,-18857,6733,5869,56856,57614,32888,58478,57614
18113,IN,9516,5216,9078,11236,5992,4891,7989,5071,8459.93959,9744,11053,48735,5090,-19636,5558,5090,53918,53825,29099,54293,53825
18115,IN,12216,5216,9078,11236,5992,4891,8392,5245,8720.245424,9744,11262,52079,5869,-18857,6733,5869,57021,57948,33222,58812,57948
18117,IN,10236,5216,9078,11236,5992,4891,8097,5216,8102.019069,9744,11236,49425,5350,-19376,5950,5350,54746,54775,30049,55375,54775
18119,IN,9624,5216,9078,11236,5992,4891,8006,4920,9208.318862,9744,10548,48935,4831,-19895,5167,4831,54043,53766,29040,54102,53766
18121,IN,10212,5216,9078,11236,5992,4891,8093,5216,7939.327923,9744,11236,49238,5350,-19376,5950,5350,54718,54588,29862,55188,54588
18123,IN,10656,5216,9078,11236,5992,4891,8160,5216,8492.477819,9744,11236,50235,5350,-19376,5950,5350,55229,55585,30859,56185,55585
18125,IN,11064,5216,9078,11236,5992,4891,8220,6764,8622.630736,9744,11305,52391,5869,-18857,6733,5869,55697,58260,33534,59124,58260
18127,IN,12072,5216,9078,11236,5992,4891,8371,5236,8687.707195,9744,11967,52598,5869,-18857,6733,5869,56856,58467,33741,59331,58467
18129,IN,11292,5216,9078,11236,5992,4891,8254,4683,9240.857091,9744,10940,50791,5350,-19376,5950,5350,55959,56141,31415,56741,56141
18131,IN,9756,5216,9078,11236,5992,4891,8025,5216,7744.098548,9744,11236,48587,5090,-19636,5558,5090,54194,53677,28951,54145,53677
18133,IN,11064,5216,9078,11236,5992,4891,8220,5957,7451.254485,9744,11219,50325,5350,-19376,5950,5350,55697,55675,30949,56275,55675
18135,IN,10464,5216,9078,11236,5992,4891,8131,5216,6963.181047,9744,11236,48514,5350,-19376,5950,5350,55008,53864,29138,54464,53864
18137,IN,9420,5216,9078,11236,5992,4891,7975,5216,9143.242403,9744,11236,49650,5090,-19636,5558,5090,53808,54740,30014,55208,54740
18139,IN,9648,5216,9078,11236,5992,4891,8009,5216,8069.48084,9744,11236,48804,5090,-19636,5558,5090,54070,53894,29168,54362,53894
18141,IN,10740,5216,9078,11236,5992,4891,8172,5666,8232.171986,9744,10810,50083,5350,-19376,5950,5350,55325,55433,30707,56033,55433
18143,IN,10632,5216,9078,11236,5992,4891,8156,4811,8655.168965,9744,11030,49763,5350,-19376,5950,5350,55201,55113,30387,55713,55113
18145,IN,12432,5216,9078,11236,5992,4891,8424,5214,7613.945631,9744,11219,51114,5869,-18857,6733,5869,57269,56983,32257,57847,56983
18147,IN,9360,5216,9078,11236,5992,4891,7966,5216,8980.551257,9744,11236,49428,5090,-19636,5558,5090,53739,54518,29792,54986,54518
18149,IN,9936,5216,9078,11236,5992,4891,8052,5216,9143.242403,9744,11236,50166,5350,-19376,5950,5350,54401,55516,30790,56116,55516
18151,IN,10104,5216,9078,11236,5992,4891,8077,5824,7679.02209,9744,10948,49189,5350,-19376,5950,5350,54594,54539,29813,55139,54539
18153,IN,11028,5216,9078,11236,5992,4891,8215,5450,9013.089487,9744,10675,50802,5350,-19376,5950,5350,55656,56152,31426,56752,56152
18155,IN,11064,5216,9078,11236,5992,4891,8220,5216,8329.786674,9744,11236,50481,5350,-19376,5950,5350,55697,55831,31105,56431,55831
18157,IN,12252,5216,9078,11236,5992,4891,8398,4877,8427.401361,9744,10808,50999,5350,-19376,5950,5350,57063,56349,31623,56949,56349
18159,IN,10656,5216,9078,11236,5992,4891,8160,5216,8915.474799,9744,11236,50658,5350,-19376,5950,5350,55229,56008,31282,56608,56008
18161,IN,11064,5216,9078,11236,5992,4891,8220,6147,8622.630736,9744,11262,51731,5869,-18857,6733,5869,55697,57600,32874,58464,57600
18163,IN,11292,5216,9078,11236,5992,4891,8254,5490,8427.401361,9744,10913,50757,5350,-19376,5950,5350,55959,56107,31381,56707,56107
18165,IN,10908,5216,9078,11236,5992,4891,8197,5847,7874.251465,9744,10677,49941,5350,-19376,5950,5350,55518,55291,30565,55891,55291
18167,IN,10908,5216,9078,11236,5992,4891,8197,6174,8102.019069,9744,10617,50436,5350,-19376,5950,5350,55518,55786,31060,56386,55786
18169,IN,9360,5216,9078,11236,5992,4891,7966,4733,8459.93959,9744,10668,47856,4831,-19895,5167,4831,53739,52687,27961,53023,52687
18171,IN,10224,5216,9078,11236,5992,4891,8095,5216,8329.786674,9744,11236,49641,5350,-19376,5950,5350,54732,54991,30265,55591,54991
18173,IN,11292,5216,9078,11236,5992,4891,8254,5908,9338.471779,9744,10939,52113,5350,-19376,5950,5350,55959,57463,32737,58063,57463
18175,IN,10572,5216,9078,11236,5992,4891,8147,5464,9631.315841,9744,11038,51341,5350,-19376,5950,5350,55132,56691,31965,57291,56691
18177,IN,10104,5216,9078,11236,5992,4891,8077,4716,7809.175006,9744,9905,47169,4831,-19895,5167,4831,54594,52000,27274,52336,52000
18179,IN,10248,5216,9078,11236,5992,4891,8099,5047,8329.786674,9744,11074,49334,5350,-19376,5950,5350,54760,54684,29958,55284,54684
18181,IN,10212,5216,9078,11236,5992,4891,8093,5216,8362.324903,9744,11236,49661,5350,-19376,5950,5350,54718,55011,30285,55611,55011
18183,IN,10248,5216,9078,11236,5992,4891,8099,4522,7483.792714,9744,11078,47966,5090,-19636,5558,5090,54760,53056,28330,53524,53056
19001,IA,10356,5420,9078,11236,5733,4891,10564,5420,8817.860111,9348,11236,50069,6563,-18163,7163,6563,57278,56632,31906,57232,56632
19003,IA,9324,5420,9078,11236,5733,4891,10371,5420,8297.248444,9348,11236,48516,6257,-18469,6725,6257,56053,54773,30047,55241,54773
19005,IA,10236,5420,9078,11236,5733,4891,10541,5420,8167.095528,9348,11236,49298,6563,-18163,7163,6563,57135,55861,31135,56461,55861
19007,IA,8808,5420,9078,11236,5733,4891,10274,5420,7516.330944,9348,11236,47219,5955,-18771,6291,5955,55440,53174,28448,53510,53174
19009,IA,8652,5420,9078,11236,5733,4891,10245,5420,8557.554278,9348,11236,48105,5955,-18771,6291,5955,55255,54060,29334,54396,54060
19011,IA,9024,5420,9078,11236,5733,4891,10315,5828,8590.092507,9348,11327,49008,6257,-18469,6725,6257,55697,55265,30539,55733,55265
19013,IA,11484,5420,9078,11236,5733,4891,10775,5499,8362.324903,9348,11016,50600,6563,-18163,7163,6563,58617,57163,32437,57763,57163
19015,IA,9876,5420,9078,11236,5733,4891,10474,5288,8459.93959,9348,11082,48945,6257,-18469,6725,6257,56708,55202,30476,55670,55202
19017,IA,10656,5420,9078,11236,5733,4891,10620,6916,8752.783653,9348,11026,51590,6563,-18163,7163,6563,57634,58153,33427,58753,58153
19019,IA,9000,5420,9078,11236,5733,4891,10310,5420,8752.783653,9348,11236,48648,5955,-18771,6291,5955,55668,54603,29877,54939,54603
19021,IA,9216,5420,9078,11236,5733,4891,10350,5488,8297.248444,9348,11125,48365,6257,-18469,6725,6257,55924,54622,29896,55090,54622
19023,IA,10236,5420,9078,11236,5733,4891,10541,5420,8394.863132,9348,11236,49526,6563,-18163,7163,6563,57135,56089,31363,56689,56089
19025,IA,9408,5420,9078,11236,5733,4891,10386,5420,8167.095528,9348,11236,48470,6257,-18469,6725,6257,56152,54727,30001,55195,54727
19027,IA,8652,5420,9078,11236,5733,4891,10245,5420,8850.398341,9348,11236,48397,5955,-18771,6291,5955,55255,54352,29626,54688,54352
19029,IA,9408,5420,9078,11236,5733,4891,10386,5420,8232.171986,9348,11236,48535,6257,-18469,6725,6257,56152,54792,30066,55260,54792
19031,IA,9864,5420,9078,11236,5733,4891,10472,5420,8622.630736,9348,11236,49382,6257,-18469,6725,6257,56694,55639,30913,56107,55639
19033,IA,10452,5420,9078,11236,5733,4891,10582,5936,8362.324903,9348,10611,49600,6563,-18163,7163,6563,57392,56163,31437,56763,56163
19035,IA,8652,5420,9078,11236,5733,4891,10245,5420,8492.477819,9348,11236,48039,5955,-18771,6291,5955,55255,53994,29268,54330,53994
19037,IA,10236,5420,9078,11236,5733,4891,10541,5420,8459.93959,9348,11236,49591,6563,-18163,7163,6563,57135,56154,31428,56754,56154
19039,IA,9576,5420,9078,11236,5733,4891,10418,5420,8687.707195,9348,11236,49159,6257,-18469,6725,6257,56352,55416,30690,55884,55416
19041,IA,9384,5420,9078,11236,5733,4891,10382,5601,8622.630736,9348,10865,48712,6257,-18469,6725,6257,56124,54969,30243,55437,54969
19043,IA,9792,5420,9078,11236,5733,4891,10458,5420,8394.863132,9348,11236,49082,6257,-18469,6725,6257,56608,55339,30613,55807,55339
19045,IA,9492,5420,9078,11236,5733,4891,10402,5231,8036.942611,9348,10947,47946,5955,-18771,6291,5955,56252,53901,29175,54237,53901
19047,IA,8964,5420,9078,11236,5733,4891,10303,5420,8427.401361,9348,11236,48286,5955,-18771,6291,5955,55625,54241,29515,54577,54241
19049,IA,13080,5420,9078,11236,5733,4891,11074,5029,9013.089487,9348,11905,53266,7174,-17552,8038,7174,60512,60440,35714,61304,60440
19051,IA,9300,5420,9078,11236,5733,4891,10366,5308,7776.636777,9348,10686,47309,5955,-18771,6291,5955,56024,53264,28538,53600,53264
19053,IA,10236,5420,9078,11236,5733,4891,10541,5420,8069.48084,9348,11236,49200,6563,-18163,7163,6563,57135,55763,31037,56363,55763
19055,IA,10104,5420,9078,11236,5733,4891,10517,5420,8492.477819,9348,11236,49491,6563,-18163,7163,6563,56979,56054,31328,56654,56054
19057,IA,10188,5420,9078,11236,5733,4891,10532,4985,8134.557298,9348,10511,48057,6257,-18469,6725,6257,57078,54314,29588,54782,54314
19059,IA,10164,5420,9078,11236,5733,4891,10528,5623,8655.168965,9348,10765,49447,6257,-18469,6725,6257,57050,55704,30978,56172,55704
19061,IA,11664,5420,9078,11236,5733,4891,10809,5135,8752.783653,9348,11185,50976,6563,-18163,7163,6563,58831,57539,32813,58139,57539
19063,IA,9360,5420,9078,11236,5733,4891,10377,5420,9045.627716,9348,11236,49301,6257,-18469,6725,6257,56095,55558,30832,56026,55558
19065,IA,8928,5420,9078,11236,5733,4891,10297,5420,8557.554278,9348,11236,48381,5955,-18771,6291,5955,55583,54336,29610,54672,54336
19067,IA,9792,5420,9078,11236,5733,4891,10458,5420,8427.401361,9348,11236,49114,6257,-18469,6725,6257,56608,55371,30645,55839,55371
19069,IA,9696,5420,9078,11236,5733,4891,10440,5420,8394.863132,9348,11236,48986,6257,-18469,6725,6257,56494,55243,30517,55711,55243
19071,IA,9660,5420,9078,11236,5733,4891,10434,5420,8590.092507,9348,11236,49145,6257,-18469,6725,6257,56452,55402,30676,55870,55402
19073,IA,8820,5420,9078,11236,5733,4891,10276,5420,8655.168965,9348,11236,48370,5955,-18771,6291,5955,55454,54325,29599,54661,54325
19075,IA,11484,5420,9078,11236,5733,4891,10775,5402,8297.248444,9348,11035,50457,6563,-18163,7163,6563,58617,57020,32294,57620,57020
19077,IA,13080,5420,9078,11236,5733,4891,11074,5273,8687.707195,9348,11878,53158,7174,-17552,8038,7174,60512,60332,35606,61196,60332
19079,IA,9744,5420,9078,11236,5733,4891,10449,5420,8427.401361,9348,11236,49066,6257,-18469,6725,6257,56551,55323,30597,55791,55323
19081,IA,8652,5420,9078,11236,5733,4891,10245,5420,8459.93959,9348,11236,48007,5955,-18771,6291,5955,55255,53962,29236,54298,53962
19083,IA,8676,5420,9078,11236,5733,4891,10249,5420,8394.863132,9348,11236,47966,5955,-18771,6291,5955,55283,53921,29195,54257,53921
19085,IA,12708,5420,9078,11236,5733,4891,11004,5376,8752.783653,9348,11493,52570,7174,-17552,8038,7174,60070,59744,35018,60608,59744
19087,IA,9948,5420,9078,11236,5733,4891,10487,5420,7353.639798,9348,11236,48197,6257,-18469,6725,6257,56793,54454,29728,54922,54454
19089,IA,8652,5420,9078,11236,5733,4891,10245,5420,8297.248444,9348,11236,47844,5955,-18771,6291,5955,55255,53799,29073,54135,53799
19091,IA,9792,5420,9078,11236,5733,4891,10458,5420,8167.095528,9348,11236,48854,6257,-18469,6725,6257,56608,55111,30385,55579,55111
19093,IA,9228,5420,9078,11236,5733,4891,10353,5420,8525.016049,9348,11236,48648,6257,-18469,6725,6257,55939,54905,30179,55373,54905
19095,IA,10236,5420,9078,11236,5733,4891,10541,5420,8850.398341,9348,11236,49981,6563,-18163,7163,6563,57135,56544,31818,57144,56544
19097,IA,10236,5420,9078,11236,5733,4891,10541,5420,8525.016049,9348,11236,49656,6563,-18163,7163,6563,57135,56219,31493,56819,56219
19099,IA,9972,5420,9078,11236,5733,4891,10492,5243,8948.013028,9348,10813,49216,6257,-18469,6725,6257,56822,55473,30747,55941,55473
19101,IA,9552,5420,9078,11236,5733,4891,10413,5825,7809.175006,9348,10554,47979,6257,-18469,6725,6257,56323,54236,29510,54704,54236
19103,IA,15048,5420,9078,11236,5733,4891,11442,6050,9143.242403,9348,11251,55731,7786,-16940,8914,7786,62848,63517,38791,64645,63517
19105,IA,9576,5420,9078,11236,5733,4891,10418,5400,8720.245424,9348,11330,49265,6257,-18469,6725,6257,56352,55522,30796,55990,55522
19107,IA,9672,5420,9078,11236,5733,4891,10436,5420,8687.707195,9348,11236,49255,6257,-18469,6725,6257,56466,55512,30786,55980,55512
19109,IA,9228,5420,9078,11236,5733,4891,10353,5420,8915.474799,9348,11236,49038,6257,-18469,6725,6257,55939,55295,30569,55763,55295
19111,IA,9696,5420,9078,11236,5733,4891,10440,6103,7256.02511,9348,10618,47912,6257,-18469,6725,6257,56494,54169,29443,54637,54169
19113,IA,10644,5420,9078,11236,5733,4891,10618,4881,8720.245424,9348,11331,49815,6563,-18163,7163,6563,57620,56378,31652,56978,56378
19115,IA,9240,5420,9078,11236,5733,4891,10355,5420,8622.630736,9348,11236,48758,6257,-18469,6725,6257,55953,55015,30289,55483,55015
19117,IA,9132,5420,9078,11236,5733,4891,10335,5420,8134.557298,9348,11236,48162,6257,-18469,6725,6257,55825,54419,29693,54887,54419
19119,IA,8652,5420,9078,11236,5733,4891,10245,5420,8720.245424,9348,11236,48267,5955,-18771,6291,5955,55255,54222,29496,54558,54222
19121,IA,13080,5420,9078,11236,5733,4891,11074,5612,8687.707195,9348,11887,53506,7174,-17552,8038,7174,60512,60680,35954,61544,60680
19123,IA,8976,5420,9078,11236,5733,4891,10306,5200,8525.016049,9348,10890,47830,5955,-18771,6291,5955,55640,53785,29059,54121,53785
19125,IA,10476,5420,9078,11236,5733,4891,10586,5420,8817.860111,9348,11236,50189,6563,-18163,7163,6563,57420,56752,32026,57352,56752
19127,IA,9684,5420,9078,11236,5733,4891,10438,5418,7874.251465,9348,11189,48405,6257,-18469,6725,6257,56480,54662,29936,55130,54662
19129,IA,12708,5420,9078,11236,5733,4891,11004,6195,8752.783653,9348,11494,53389,7174,-17552,8038,7174,60070,60563,35837,61427,60563
19131,IA,10236,5420,9078,11236,5733,4891,10541,5420,8394.863132,9348,11236,49526,6563,-18163,7163,6563,57135,56089,31363,56689,56089
19133,IA,9276,5420,9078,11236,5733,4891,10362,5420,8525.016049,9348,11236,48696,6257,-18469,6725,6257,55996,54953,30227,55421,54953
19135,IA,8844,5420,9078,11236,5733,4891,10281,5420,7906.789694,9348,11236,47646,5955,-18771,6291,5955,55483,53601,28875,53937,53601
19137,IA,10104,5420,9078,11236,5733,4891,10517,5420,8264.710215,9348,11236,49264,6563,-18163,7163,6563,56979,55827,31101,56427,55827
19139,IA,11736,5420,9078,11236,5733,4891,10822,5319,7874.251465,9348,11270,50438,6563,-18163,7163,6563,58916,57001,32275,57601,57001
19141,IA,10068,5420,9078,11236,5733,4891,10510,5420,8492.477819,9348,11236,49455,6563,-18163,7163,6563,56936,56018,31292,56618,56018
19143,IA,9180,5420,9078,11236,5733,4891,10344,5420,8557.554278,9348,11236,48633,6257,-18469,6725,6257,55882,54890,30164,55358,54890
19145,IA,9456,5420,9078,11236,5733,4891,10395,5420,8590.092507,9348,11236,48941,6257,-18469,6725,6257,56209,55198,30472,55666,55198
19147,IA,10236,5420,9078,11236,5733,4891,10541,5420,8785.321882,9348,11236,49916,6563,-18163,7163,6563,57135,56479,31753,57079,56479
19149,IA,10392,5420,9078,11236,5733,4891,10571,5169,8492.477819,9348,11292,49585,6563,-18163,7163,6563,57321,56148,31422,56748,56148
19151,IA,8652,5420,9078,11236,5733,4891,10245,5420,8232.171986,9348,11236,47779,5955,-18771,6291,5955,55255,53734,29008,54070,53734
19153,IA,13080,5420,9078,11236,5733,4891,11074,5057,8622.630736,9348,11932,52931,7174,-17552,8038,7174,60512,60105,35379,60969,60105
19155,IA,12708,5420,9078,11236,5733,4891,11004,5291,8199.633757,9348,11507,51945,7174,-17552,8038,7174,60070,59119,34393,59983,59119
19157,IA,10164,5420,9078,11236,5733,4891,10528,5420,8199.633757,9348,11236,49259,6563,-18163,7163,6563,57050,55822,31096,56422,55822
19159,IA,8712,5420,9078,11236,5733,4891,10256,5420,8069.48084,9348,11236,47676,5955,-18771,6291,5955,55326,53631,28905,53967,53631
19161,IA,9000,5420,9078,11236,5733,4891,10310,5420,8427.401361,9348,11236,48322,5955,-18771,6291,5955,55668,54277,29551,54613,54277
19163,IA,11052,5420,9078,11236,5733,4891,10694,6254,8687.707195,9348,10978,51211,6563,-18163,7163,6563,58104,57774,33048,58374,57774
19165,IA,9000,5420,9078,11236,5733,4891,10310,5420,8297.248444,9348,11236,48192,5955,-18771,6291,5955,55668,54147,29421,54483,54147
19167,IA,9528,5420,9078,11236,5733,4891,10409,5420,8264.710215,9348,11236,48688,6257,-18469,6725,6257,56295,54945,30219,55413,54945
19169,IA,12168,5420,9078,11236,5733,4891,10903,5050,8785.321882,9348,11118,51360,6563,-18163,7163,6563,59429,57923,33197,58523,57923
19171,IA,8952,5420,9078,11236,5733,4891,10301,5420,8329.786674,9348,11236,48177,5955,-18771,6291,5955,55611,54132,29406,54468,54132
19173,IA,10236,5420,9078,11236,5733,4891,10541,5420,8362.324903,9348,11236,49493,6563,-18163,7163,6563,57135,56056,31330,56656,56056
19175,IA,9324,5420,9078,11236,5733,4891,10371,5420,8232.171986,9348,11236,48451,6257,-18469,6725,6257,56053,54708,29982,55176,54708
19177,IA,9756,5420,9078,11236,5733,4891,10452,5420,7613.945631,9348,11236,48265,6257,-18469,6725,6257,56566,54522,29796,54990,54522
19179,IA,9960,5420,9078,11236,5733,4891,10490,5081,7679.02209,9348,10611,47570,5955,-18771,6291,5955,56808,53525,28799,53861,53525
19181,IA,13080,5420,9078,11236,5733,4891,11074,6136,8882.93657,9348,11890,54228,7786,-16940,8914,7786,60512,62014,37288,63142,62014
19183,IA,11400,5420,9078,11236,5733,4891,10759,4841,8394.863132,9348,11254,50129,6563,-18163,7163,6563,58517,56692,31966,57292,56692
19185,IA,10236,5420,9078,11236,5733,4891,10541,5420,7516.330944,9348,11236,48647,6563,-18163,7163,6563,57135,55210,30484,55810,55210
19187,IA,9876,5420,9078,11236,5733,4891,10474,5552,7874.251465,9348,10404,47945,6257,-18469,6725,6257,56708,54202,29476,54670,54202
19189,IA,10236,5420,9078,11236,5733,4891,10541,5420,8655.168965,9348,11236,49786,6563,-18163,7163,6563,57135,56349,31623,56949,56349
19191,IA,9084,5420,9078,11236,5733,4891,10326,5420,9013.089487,9348,11236,48992,6257,-18469,6725,6257,55768,55249,30523,55717,55249
19193,IA,10968,5420,9078,11236,5733,4891,10678,5268,8622.630736,9348,11306,50404,6563,-18163,7163,6563,58004,56967,32241,57567,56967
19195,IA,8796,5420,9078,11236,5733,4891,10272,7579,8394.863132,9348,10686,49694,6563,-18163,7163,6563,55426,56257,31531,56857,56257
19197,IA,8652,5420,9078,11236,5733,4891,10245,5420,8264.710215,9348,11236,47812,5955,-18771,6291,5955,55255,53767,29041,54103,53767
20001,KS,10284,13500,9078,11236,5853,4891,9084,13500,9240.857091,7500,11236,56652,6968,-17430,8360,6968,63926,63620,39222,65012,63620
20003,KS,11004,13500,9078,11236,5853,4891,9201,13500,9598.777612,7500,11236,57730,6968,-17430,8360,6968,64763,64698,40300,66090,64698
20005,KS,11004,13500,9078,11236,5853,4891,9201,12454,9208.318862,7500,10759,55816,6423,-18303,7551,6423,64763,62239,37513,63367,62239
20007,KS,9816,13500,9078,11236,5853,4891,9007,13500,9598.777612,7500,11236,56542,6968,-17430,8360,6968,63381,63510,39112,64902,63510
20009,KS,9852,13500,9078,11236,5853,4891,9013,11590,9045.627716,7500,10835,53713,5878,-18848,6742,5878,63423,59591,34865,60455,59591
20011,KS,9456,13500,9078,11236,5853,4891,8949,13500,8720.245424,7500,11236,55303,6423,-18303,7551,6423,62963,61726,37000,62854,61726
20013,KS,10224,13500,9078,11236,5853,4891,9074,13500,8492.477819,7500,11236,55843,6968,-17430,8360,6968,63856,62811,38413,64203,62811
20015,KS,12252,13500,9078,11236,5853,4891,9405,13872,9696.3923,7500,11187,59399,7513,-16462,9169,7513,66215,66912,42937,68568,66912
20017,KS,10596,13500,9078,11236,5853,4891,9135,13500,8817.860111,7500,11236,56541,6968,-17430,8360,6968,64289,63509,39111,64901,63509
20019,KS,10464,13500,9078,11236,5853,4891,9113,13500,9110.704174,7500,11236,56702,6968,-17430,8360,6968,64135,63670,39272,65062,63670
20021,KS,10128,13500,9078,11236,5853,4891,9058,13500,9468.624695,7500,11236,56724,6968,-17430,8360,6968,63744,63692,39294,65084,63692
20023,KS,9300,13500,9078,11236,5853,4891,8923,13500,9794.006987,7500,11236,56221,6423,-18303,7551,6423,62781,62644,37918,63772,62644
20025,KS,9708,13500,9078,11236,5853,4891,8990,13500,8882.93657,7500,11236,55718,6423,-18303,7551,6423,63256,62141,37415,63269,62141
20027,KS,10740,13500,9078,11236,5853,4891,9158,13500,8882.93657,7500,11236,56750,6968,-17430,8360,6968,64456,63718,39320,65110,63718
20029,KS,11004,13500,9078,11236,5853,4891,9201,13500,9078.165945,7500,11236,57209,6968,-17430,8360,6968,64763,64177,39779,65569,64177
20031,KS,10092,13500,9078,11236,5853,4891,9052,13500,8492.477819,7500,11236,55711,6968,-17430,8360,6968,63702,62679,38281,64071,62679
20033,KS,9708,13500,9078,11236,5853,4891,8990,13500,9533.701154,7500,11236,56369,6423,-18303,7551,6423,63256,62792,38066,63920,62792
20035,KS,10260,13500,9078,11236,5853,4891,9080,12214,9110.704174,7500,10646,54621,6423,-18303,7551,6423,63898,61044,36318,62172,61044
20037,KS,11832,13500,9078,11236,5853,4891,9336,12219,8069.48084,7500,10184,54696,6423,-18303,7551,6423,65726,61119,36393,62247,61119
20039,KS,9300,13500,9078,11236,5853,4891,8923,13500,9436.086466,7500,11236,55863,6423,-18303,7551,6423,62781,62286,37560,63414,62286
20041,KS,10308,13500,9078,11236,5853,4891,9088,13500,9078.165945,7500,11236,56513,6968,-17430,8360,6968,63954,63481,39083,64873,63481
20043,KS,11460,13500,9078,11236,5853,4891,9276,12686,8557.554278,7500,10979,56073,6968,-17430,8360,6968,65294,63041,38643,64433,63041
20045,KS,13692,13500,9078,11236,5853,4891,9640,16256,10021.77459,7500,11136,63497,8603,-14526,10787,8603,67890,72100,48971,74284,72100
20047,KS,9300,13500,9078,11236,5853,4891,8923,13500,9045.627716,7500,11236,55473,6423,-18303,7551,6423,62781,61896,37170,63024,61896
20049,KS,11004,13500,9078,11236,5853,4891,9201,13500,9501.162924,7500,11236,57632,6968,-17430,8360,6968,64763,64600,40202,65992,64600
20051,KS,10512,13500,9078,11236,5853,4891,9121,13788,9468.624695,7500,10982,57141,6968,-17430,8360,6968,64191,64109,39711,65501,64109
20053,KS,9576,13500,9078,11236,5853,4891,8968,13500,8557.554278,7500,11236,55261,6423,-18303,7551,6423,63102,61684,36958,62812,61684
20055,KS,9996,13500,9078,11236,5853,4891,9037,13926,8492.477819,7500,11738,56544,6968,-17430,8360,6968,63591,63512,39114,64904,63512
20057,KS,10020,13500,9078,11236,5853,4891,9041,13478,9013.089487,7500,11907,56809,6968,-17430,8360,6968,63619,63777,39379,65169,63777
20059,KS,11712,13500,9078,11236,5853,4891,9317,13651,9305.933549,7500,11121,58180,6968,-17430,8360,6968,65587,65148,40750,66540,65148
20061,KS,13584,13500,9078,11236,5853,4891,9622,15978,8915.474799,7500,11414,62282,8603,-14526,10787,8603,67764,70885,47756,73069,70885
20063,KS,9480,13500,9078,11236,5853,4891,8953,13500,9598.777612,7500,11236,56206,6423,-18303,7551,6423,62991,62629,37903,63757,62629
20065,KS,11004,13500,9078,11236,5853,4891,9201,13500,9468.624695,7500,11236,57600,6968,-17430,8360,6968,64763,64568,40170,65960,64568
20067,KS,10740,13500,9078,11236,5853,4891,9158,13500,8590.092507,7500,11236,56457,6968,-17430,8360,6968,64456,63425,39027,64817,63425
20069,KS,9996,13500,9078,11236,5853,4891,9037,13500,8655.168965,7500,11236,55778,6968,-17430,8360,6968,63591,62746,38348,64138,62746
20071,KS,9300,13500,9078,11236,5853,4891,8923,13500,9631.315841,7500,11236,56058,6423,-18303,7551,6423,62781,62481,37755,63609,62481
20073,KS,10416,13500,9078,11236,5853,4891,9105,13500,8915.474799,7500,11236,56458,6968,-17430,8360,6968,64079,63426,39028,64818,63426
20075,KS,10152,13500,9078,11236,5853,4891,9062,13500,8687.707195,7500,11236,55967,6968,-17430,8360,6968,63772,62935,38537,64327,62935
20077,KS,11004,13500,9078,11236,5853,4891,9201,13500,8948.013028,7500,11236,57079,6968,-17430,8360,6968,64763,64047,39649,65439,64047
20079,KS,12252,13500,9078,11236,5853,4891,9405,12781,9436.086466,7500,11184,58044,6968,-17430,8360,6968,66215,65012,40614,66404,65012
20081,KS,9756,13500,9078,11236,5853,4891,8998,13500,8622.630736,7500,11236,55506,6423,-18303,7551,6423,63312,61929,37203,63057,61929
20083,KS,9300,13500,9078,11236,5853,4891,8923,13500,8655.168965,7500,11236,55082,6423,-18303,7551,6423,62781,61505,36779,62633,61505
20085,KS,12084,13500,9078,11236,5853,4891,9378,13053,9013.089487,7500,10992,57533,6968,-17430,8360,6968,66020,64501,40103,65893,64501
20087,KS,12084,13500,9078,11236,5853,4891,9378,13709,9338.471779,7500,10995,58518,7513,-16462,9169,7513,66020,66031,42056,67687,66031
