FIPS,Housing,ChildCare,Food,Transportation,Medical,Other,Taxes,MIT LWC,MIT Below LWC,MIDS ChildCare,MIDS Food,MIDS Medical,MIDS Transportation,MIDS Taxes,MIDS Benefits,MIDS LW,MIDS Below LWC,4xTC Taxes,4xTC Benefits,4xTC LW,4xTC Below LWC,Daycare Tax,Daycare Benefits,Daycare LWC,Daycare Marriage Wage,Daycare Daycare Wage,Daycare Below LWC,Daycare Welfare Gap,UBI_12k Tax,UBI_12k Benefits,UBI_12k LWC,UBI_12k Below LWC,Expanded Safety Net Tax,Expanded Safety Net Benefits,Expanded Safety Net LWC,Expanded Safety Net Below LWC,Medical Net,Medical Tax,Medical Benefits,Medical LWC,Medical Below LWC
02270,8712,13295,10627,9970,6461,5250,6257,60572,0.53,11851,15160,25074,9970,3317,-17835,61499,0.53,-25425,-23928,26664,0.20,3335,-17572,61780,0.00,3.26,0.53,1.10,1283,-33608,43692,0.37,1437,-19142,58312,0.04,50943,5976,-25074,56919,0.80
02185,11232,13295,10627,9970,6461,5250,6548,63383,0.33,11851,13370,25074,9970,3317,-17835,62229,0.33,-25425,-23928,27394,0.09,3335,-17572,62510,0.03,2.86,0.33,1.10,1283,-33608,44422,0.21,1437,-19142,59042,0.02,51673,5976,-25074,57649,0.30
02150,12276,13295,10627,9970,6461,5250,6668,64547,0.35,12032,12608,25074,9970,3587,-17565,63231,0.35,-25759,-23928,27522,0.10,3605,-17241,63573,0.06,3.37,0.35,1.10,1868,-33240,45837,0.27,1707,-18810,60106,0.01,52135,6352,-25074,58487,0.51
02105,8748,13295,10627,9970,6461,5250,6261,60612,0.44,16778,11503,25074,9970,3587,-17565,63346,0.49,-25759,-23928,27637,0.18,3605,-17241,63688,0.00,0.00,0.49,1.10,1868,-33240,45952,0.41,1707,-18810,60221,0.04,52250,6352,-25074,58602,0.64
02230,13428,13295,10627,9970,6461,5250,6800,65831,0.24,11851,11846,25074,9970,3587,-17565,63441,0.27,-25759,-23928,27732,0.08,3605,-17241,63783,0.03,3.44,0.27,1.10,1868,-33240,46047,0.21,1707,-18810,60316,0.01,52345,6352,-25074,58697,0.51
02220,13608,13295,10627,9970,6461,5250,6821,66032,0.35,11851,12075,25074,9970,3587,-17565,63850,0.35,-25759,-23928,28141,0.12,3605,-17241,64192,0.06,3.44,0.26,1.10,1868,-33240,46456,0.21,1707,-18810,60725,0.08,52754,6352,-25074,59106,0.50
02013,8556,13295,10627,9970,6461,5250,6239,60398,0.36,13837,15160,25074,9970,3587,-17565,63869,0.37,-25759,-23928,28160,0.12,3605,-17241,64211,0.02,0.00,0.35,1.10,1868,-33240,46475,0.31,1707,-18810,60744,0.06,52773,6352,-25074,59125,0.62
02100,9816,13295,10627,9970,6461,5250,6384,61803,0.34,16778,12113,25074,9970,3993,-17159,65835,0.42,-26260,-23928,28813,0.17,4010,-16743,66268,0.08,0.00,0.42,1.10,2746,-32687,49060,0.38,2113,-18312,62802,0.21,53927,6917,-25074,60844,0.64
02060,12120,13295,10627,9970,6461,5250,6650,64373,0.22,14599,12570,25074,9970,3993,-17159,66417,0.18,-26260,-23928,29395,0.07,4010,-16743,66850,0.00,0.00,0.18,1.10,2746,-32687,49642,0.20,2113,-18312,63384,0.11,54509,6917,-25074,61426,0.42
02070,12384,13295,10627,9970,6461,5250,6680,64667,0.43,14599,12684,25074,9970,3993,-17159,66795,0.39,-26260,-23928,29773,0.17,4010,-16743,67228,0.00,0.00,0.38,1.10,2746,-32687,50020,0.40,2113,-18312,63762,0.25,54887,6917,-25074,61804,0.63
02188,13692,13295,10627,9970,6461,5250,6831,66126,0.37,11851,14170,25074,9970,4220,-16931,67296,0.34,-26542,-23928,29537,0.13,4238,-16463,67782,0.00,0.00,0.34,1.10,3239,-32365,50881,0.36,2341,-18033,64315,0.19,54933,7235,-25074,62168,0.53
02170,12972,13295,10627,9970,6461,5250,6748,65323,0.32,11851,14246,25074,10872,4220,-16931,67554,0.30,-26542,-23928,29795,0.11,4238,-16463,68040,0.00,0.00,0.30,1.10,3239,-32365,51139,0.28,2341,-18033,64573,0.17,55191,7235,-25074,62426,0.48
02122,9912,13295,10627,9970,6461,5250,6395,61910,0.33,14814,15503,25074,9970,4220,-16931,67812,0.35,-26542,-23928,30053,0.13,4238,-16463,68298,0.00,0.00,0.35,1.10,3239,-32365,51397,0.34,2341,-18033,64831,0.26,55449,7235,-25074,62684,0.55
02050,14208,13295,10627,9970,6461,5250,6890,66701,0.46,14599,12646,25074,9970,4614,-16537,69824,0.41,-27029,-23928,30790,0.13,4632,-15980,70399,0.00,0.00,0.43,1.10,4092,-31777,54062,0.48,2735,-17549,66933,0.31,56673,7784,-25074,64457,0.64
02020,13752,13295,10627,9970,6461,5250,6838,66193,0.28,14599,12075,25074,11171,4614,-16537,69997,0.23,-27029,-23928,30963,0.06,4632,-15980,70572,0.00,0.00,0.23,1.10,4092,-31777,54235,0.30,2735,-17549,67106,0.16,56846,7784,-25074,64630,0.45
02110,14616,13295,10627,9970,6461,5250,6937,67156,0.22,14814,11389,25074,11060,4614,-16537,70281,0.17,-27029,-23928,31247,0.05,4632,-15980,70856,0.00,0.00,0.17,1.10,4092,-31777,54519,0.24,2735,-17549,67390,0.15,57130,7784,-25074,64914,0.39
02180,16320,13295,10627,9970,6461,5250,7134,69057,0.49,11851,15160,25074,9970,5040,-16111,72554,0.58,-27555,-23928,32142,0.23,5058,-15458,73225,0.00,0.00,0.58,1.10,5036,-31138,57523,0.51,3161,-17027,69759,0.41,58551,8376,-25074,66927,0.64
02090,15912,13295,10627,9970,6461,5250,7087,68602,0.32,16778,13217,25074,10749,5800,-15351,77430,0.51,-28494,-23357,35130,0.13,5818,-13847,78952,0.00,0.00,0.51,1.10,6656,-30011,63626,0.39,3921,-16095,74807,0.32,61907,9435,-25074,71342,0.44
02016,17232,13295,10627,9970,6461,5250,7239,70074,0.28,13837,19883,25074,9970,6766,-13527,84486,0.40,-29688,-22550,39009,0.10,6784,-11152,86879,0.00,0.00,0.40,1.10,8063,-28725,70585,0.40,4887,-14720,81414,0.29,66173,10781,-25074,76954,0.28
01047,6792,9869,8903,11553,5471,5178,7413,55179,0.60,9178,9286,10712,9619,-524,-7221,43020,0.52,-22354,-9552,18859,0.14,-475,-7093,43197,0.04,2.44,0.52,0.97,-5896,-21552,23317,0.26,609,-6703,44671,0.59,40053,4599,-10712,44652,0.66
01043,6924,9869,8903,11553,5471,5178,7434,55332,0.46,9201,8520,10712,10455,-524,-7221,43245,0.35,-22354,-9552,19084,0.06,-475,-7093,43422,0.08,2.44,0.35,0.97,-5896,-21552,23542,0.15,609,-6703,44896,0.44,40278,4599,-10712,44877,0.61
01055,7152,9869,8903,11553,5471,5178,7469,55595,0.48,9202,8616,10712,10357,-524,-7221,43472,0.45,-22354,-9552,19311,0.14,-475,-7093,43649,0.00,2.21,0.37,0.97,-5896,-21552,23769,0.11,609,-6703,45123,0.45,40505,4599,-10712,45104,0.59
01017,7392,9869,8903,11553,5471,5178,7507,55873,0.53,9203,8839,10712,9983,-524,-7221,43563,0.51,-22354,-9552,19402,0.19,-475,-7093,43740,0.06,1.88,0.51,0.97,-5896,-21552,23860,0.17,609,-6703,45214,0.52,40596,4599,-10712,45195,0.67
01037,6792,9869,8903,11553,5471,5178,7413,55179,0.54,8979,9541,10712,10180,-524,-7221,43637,0.51,-22354,-9552,19476,0.19,-475,-7093,43814,0.08,1.96,0.51,0.97,-5896,-21552,23934,0.16,609,-6703,45288,0.48,40670,4599,-10712,45269,0.66
01071,6792,9869,8903,11553,5471,5178,7413,55179,0.51,9180,9222,10712,10390,-524,-7221,43729,0.46,-22354,-9552,19568,0.15,-475,-7093,43906,0.08,1.89,0.46,0.97,-5896,-21552,24026,0.13,609,-6703,45380,0.43,40762,4599,-10712,45361,0.63
01079,7140,9869,8903,11553,5471,5178,7467,55581,0.46,8936,9063,10712,11070,59,-6944,45214,0.39,-23049,-9552,19498,0.12,109,-6696,45512,0.13,2.47,0.43,0.97,-5459,-21552,25088,0.09,1193,-6306,46986,0.40,41387,5301,-10712,46688,0.59
01059,6876,9869,8903,11553,5471,5178,7427,55277,0.51,9202,8680,10712,11553,59,-6944,45316,0.45,-23049,-9552,19600,0.16,109,-6696,45614,0.15,2.37,0.49,0.97,-5459,-21552,25190,0.13,1193,-6306,47088,0.46,41489,5301,-10712,46790,0.65
01093,6792,9869,8903,11553,5471,5178,7413,55179,0.54,8933,9063,10712,11553,59,-6944,45345,0.46,-23049,-9552,19629,0.17,109,-6696,45643,0.15,2.47,0.51,0.97,-5459,-21552,25219,0.14,1193,-6306,47117,0.47,41518,5301,-10712,46819,0.67
01011,6792,9869,8903,11553,5471,5178,7413,55179,0.49,8743,9286,10712,11553,59,-6944,45379,0.47,-23049,-9552,19663,0.23,109,-6696,45677,0.15,2.08,0.47,0.97,-5459,-21552,25253,0.21,1193,-6306,47151,0.48,41552,5301,-10712,46853,0.64
01013,6792,9869,8903,11553,5471,5178,7413,55179,0.56,8743,9318,10712,11553,59,-6944,45411,0.49,-23049,-9552,19695,0.20,109,-6696,45709,0.15,2.08,0.49,0.97,-5459,-21552,25285,0.16,1193,-6306,47183,0.50,41584,5301,-10712,46885,0.68
01067,6792,9869,8903,11553,5471,5178,7413,55179,0.43,9285,9382,10712,10948,59,-6944,45411,0.40,-23049,-9552,19695,0.17,109,-6696,45709,0.13,1.90,0.40,0.97,-5459,-21552,25285,0.14,1193,-6306,47183,0.41,41584,5301,-10712,46885,0.56
01041,6900,9869,8903,11553,5471,5178,7430,55304,0.49,8979,9095,10712,11553,59,-6944,45532,0.44,-23049,-9552,19816,0.19,109,-6696,45830,0.15,2.00,0.44,0.97,-5459,-21552,25406,0.16,1193,-6306,47304,0.51,41705,5301,-10712,47006,0.63
01077,7632,9869,8903,11553,5471,5178,7544,56150,0.42,9756,8456,10712,10704,59,-6944,45554,0.38,-23049,-9552,19838,0.16,109,-6696,45852,0.15,1.76,0.38,0.97,-5459,-21552,25428,0.14,1193,-6306,47326,0.45,41727,5301,-10712,47028,0.57
01045,6792,9869,8903,11553,5471,5178,7413,55179,0.42,10124,8680,10712,11078,59,-6944,45679,0.38,-23049,-9552,19963,0.17,109,-6696,45977,0.13,2.11,0.37,0.97,-5459,-21552,25553,0.24,1193,-6306,47451,0.45,41852,5301,-10712,47153,0.46
01021,6792,9869,8903,11553,5471,5178,7413,55179,0.43,9702,8903,10712,11277,59,-6944,45679,0.39,-23049,-9552,19963,0.14,109,-6696,45977,0.13,1.78,0.38,0.97,-5459,-21552,25553,0.21,1193,-6306,47451,0.46,41852,5301,-10712,47153,0.51
01095,6816,9869,8903,11553,5471,5178,7417,55207,0.46,10268,8999,10712,10639,59,-6944,45727,0.43,-23049,-9552,20011,0.14,109,-6696,46025,0.06,2.07,0.42,0.97,-5459,-21552,25601,0.23,1193,-6306,47499,0.49,41900,5301,-10712,47201,0.53
01019,6792,9869,8903,11553,5471,5178,7413,55179,0.53,9203,9286,10712,11553,59,-6944,45839,0.46,-23049,-9552,20123,0.19,109,-6696,46137,0.09,1.93,0.46,0.97,-5459,-21552,25713,0.26,1193,-6306,47611,0.55,42012,5301,-10712,47313,0.61
01091,6792,9869,8903,11553,5471,5178,7413,55179,0.51,8933,9605,10712,11553,59,-6944,45888,0.50,-23049,-9552,20172,0.23,109,-6696,46186,0.09,2.02,0.50,0.97,-5459,-21552,25762,0.33,1193,-6306,47660,0.54,42061,5301,-10712,47362,0.61
01057,6792,9869,8903,11553,5471,5178,7413,55179,0.54,9202,9382,10712,11553,59,-6944,45934,0.49,-23049,-9552,20218,0.21,109,-6696,46232,0.09,1.93,0.49,0.97,-5459,-21552,25808,0.32,1193,-6306,47706,0.56,42107,5301,-10712,47408,0.66
01039,6792,9869,8903,11553,5471,5178,7413,55179,0.50,8979,9605,10712,11553,59,-6944,45934,0.45,-23049,-9552,20218,0.17,109,-6696,46232,0.15,2.00,0.45,0.97,-5459,-21552,25808,0.26,1193,-6306,47706,0.52,42107,5301,-10712,47408,0.59
01109,6792,9869,8903,11553,5471,5178,7413,55179,0.52,10429,9637,10712,10156,59,-6944,46020,0.49,-23049,-9552,20304,0.21,109,-6696,46318,0.15,2.02,0.49,0.97,-5459,-21552,25894,0.32,1193,-6306,47792,0.54,42193,5301,-10712,47494,0.65
01049,7068,9869,8903,11553,5471,5178,7456,55498,0.49,9178,9286,10712,11553,59,-6944,46090,0.42,-23049,-9552,20374,0.17,109,-6696,46388,0.13,1.94,0.42,0.97,-5459,-21552,25964,0.25,1193,-6306,47862,0.52,42263,5301,-10712,47564,0.60
01053,6792,9869,8903,11553,5471,5178,7413,55179,0.57,9352,9414,10712,11553,59,-6944,46116,0.51,-23049,-9552,20400,0.24,109,-6696,46414,0.09,2.37,0.51,0.97,-5459,-21552,25990,0.33,1193,-6306,47888,0.59,42289,5301,-10712,47590,0.65
01061,6792,9869,8903,11553,5471,5178,7413,55179,0.49,10073,9318,10712,10936,59,-6944,46125,0.46,-23049,-9552,20409,0.17,109,-6696,46423,0.06,2.13,0.46,0.97,-5459,-21552,25999,0.28,1193,-6306,47897,0.52,42298,5301,-10712,47599,0.61
01033,7632,9869,8903,11553,5471,5178,7544,56150,0.46,9714,9095,10712,10704,59,-6944,46149,0.41,-23049,-9552,20433,0.15,109,-6696,46447,0.09,2.25,0.41,0.97,-5459,-21552,26023,0.24,1193,-6306,47921,0.49,42322,5301,-10712,47623,0.57
01075,6792,9869,8903,11553,5471,5178,7413,55179,0.51,9854,9127,10712,11553,547,-6713,47050,0.54,-23418,-9552,20246,0.19,596,-6364,47448,0.09,2.20,0.44,0.97,-4968,-21552,26696,0.29,1691,-5957,48950,0.54,42504,5899,-10712,48403,0.63
01089,8268,9869,8903,11553,5471,5178,7643,56885,0.32,8933,8648,10712,11530,547,-6713,47102,0.35,-23418,-9552,20298,0.11,596,-6364,47500,0.11,2.02,0.28,0.97,-4968,-21552,26748,0.17,1691,-5957,49002,0.35,42556,5899,-10712,48455,0.42
01025,6792,9869,8903,11553,5471,5178,7413,55179,0.55,9702,9350,10712,11553,547,-6713,47121,0.56,-23418,-9552,20317,0.26,596,-6364,47519,0.09,2.25,0.50,0.97,-4968,-21552,26767,0.35,1691,-5957,49021,0.57,42575,5899,-10712,48474,0.64
01031,7176,9869,8903,11553,5471,5178,7473,55623,0.40,9655,9446,10712,11162,547,-6713,47163,0.43,-23418,-9552,20359,0.16,596,-6364,47561,0.09,2.27,0.37,0.97,-4968,-21552,26809,0.22,1691,-5957,49063,0.44,42617,5899,-10712,48516,0.52
01107,6792,9869,8903,11553,5471,5178,7413,55179,0.56,9860,9541,10712,11262,547,-6713,47180,0.59,-23418,-9552,20376,0.25,596,-6364,47578,0.09,1.74,0.59,0.97,-4968,-21552,26826,0.17,1691,-5957,49080,0.60,42634,5899,-10712,48533,0.66
01127,6792,9869,8903,11553,5471,5178,7413,55179,0.50,10272,9127,10712,11273,547,-6713,47187,0.52,-23418,-9552,20383,0.17,596,-6364,47585,0.09,1.63,0.52,0.97,-4968,-21552,26833,0.09,1691,-5957,49087,0.53,42641,5899,-10712,48540,0.60
01035,6792,9869,8903,11553,5471,5178,7413,55179,0.62,9714,9446,10712,11553,547,-6713,47228,0.64,-23418,-9552,20424,0.31,596,-6364,47626,0.09,1.78,0.64,0.97,-4968,-21552,26874,0.22,1691,-5957,49128,0.64,42682,5899,-10712,48581,0.72
01103,7140,9869,8903,11553,5471,5178,7467,55581,0.39,10757,8584,10712,11030,547,-6713,47234,0.42,-23418,-9552,20430,0.13,596,-6364,47632,0.13,1.99,0.42,0.97,-4968,-21552,26880,0.08,1691,-5957,49134,0.43,42688,5899,-10712,48587,0.51
01027,6792,9869,8903,11553,5471,5178,7413,55179,0.52,9702,9478,10712,11553,547,-6713,47248,0.55,-23418,-9552,20444,0.19,596,-6364,47646,0.09,1.79,0.54,0.97,-4968,-21552,26894,0.12,1691,-5957,49148,0.55,42702,5899,-10712,48601,0.63
01099,6792,9869,8903,11553,5471,5178,7413,55179,0.57,9828,9382,10712,11553,547,-6713,47279,0.59,-23418,-9552,20475,0.26,596,-6364,47677,0.09,1.75,0.59,0.97,-4968,-21552,26925,0.18,1691,-5957,49179,0.60,42733,5899,-10712,48632,0.68
01029,7164,9869,8903,11553,5471,5178,7471,55609,0.48,9702,9222,10712,11553,547,-6713,47365,0.52,-23418,-9552,20561,0.19,596,-6364,47763,0.15,1.79,0.51,0.97,-4968,-21552,27011,0.15,1691,-5957,49265,0.52,42819,5899,-10712,48718,0.61
01133,6792,9869,8903,11553,5471,5178,7413,55179,0.54,10272,9190,10712,11553,547,-6713,47531,0.56,-23418,-9552,20727,0.20,596,-6364,47929,0.15,2.13,0.56,0.97,-4968,-21552,27177,0.27,1691,-5957,49431,0.57,42985,5899,-10712,48884,0.64
01015,8148,9869,8903,11553,5471,5178,7624,56746,0.43,9732,9637,10712,10463,547,-6713,47703,0.48,-23418,-9552,20899,0.18,596,-6364,48101,0.15,1.78,0.48,0.97,-4968,-21552,27349,0.24,1691,-5957,49603,0.44,43157,5899,-10712,49056,0.57
01129,6792,9869,8903,11553,5471,5178,7413,55179,0.39,10272,9382,10712,11553,547,-6713,47722,0.42,-23418,-9552,20918,0.13,596,-6364,48120,0.15,2.13,0.42,0.97,-4968,-21552,27368,0.20,1691,-5957,49622,0.38,43176,5899,-10712,49075,0.53
01009,8916,9869,8903,11553,5471,5178,7743,57633,0.50,8743,9063,10712,11280,547,-6713,47725,0.44,-23418,-9552,20921,0.14,596,-6364,48123,0.17,2.09,0.44,0.97,-4968,-21552,27371,0.18,1691,-5957,49625,0.41,43179,5899,-10712,49078,0.53
01087,6792,9869,8903,11553,5471,5178,7413,55179,0.56,9362,10339,10712,11553,547,-6713,47770,0.59,-23418,-9552,20966,0.25,596,-6364,48168,0.15,1.89,0.59,0.97,-4968,-21552,27416,0.32,1691,-5957,49670,0.56,43224,5899,-10712,49123,0.68
01005,6996,9869,8903,11553,5471,5178,7445,55415,0.51,9913,9637,10712,11553,547,-6713,47824,0.54,-23418,-9552,21020,0.23,596,-6364,48222,0.15,2.24,0.54,0.97,-4968,-21552,27470,0.28,1691,-5957,49724,0.51,43278,5899,-10712,49177,0.63
01069,6792,9869,8903,11553,5471,5178,7413,55179,0.45,11050,9478,10712,10887,547,-6713,47931,0.48,-23418,-9552,21127,0.17,596,-6364,48329,0.13,1.91,0.48,0.97,-4968,-21552,27577,0.22,1691,-5957,49831,0.45,43385,5899,-10712,49284,0.56
01131,6792,9869,8903,11553,5471,5178,7413,55179,0.64,10272,9605,10712,11553,547,-6713,47946,0.67,-23418,-9552,21142,0.35,596,-6364,48344,0.15,2.13,0.67,0.97,-4968,-21552,27592,0.40,1691,-5957,49846,0.64,43400,5899,-10712,49299,0.74
01111,7344,9869,8903,11553,5471,5178,7499,55817,0.50,10429,8903,10712,11553,547,-6713,47953,0.54,-23418,-9552,21149,0.23,596,-6364,48351,0.15,2.08,0.54,0.97,-4968,-21552,27599,0.27,1691,-5957,49853,0.51,43407,5899,-10712,49306,0.63
01085,8520,9869,8903,11553,5471,5178,7682,57176,0.67,9362,9286,10712,11240,1020,-6489,48829,0.63,-23774,-9552,20972,0.23,1070,-6033,49335,0.17,1.89,0.62,0.97,-4491,-21552,28255,0.39,2219,-5593,50924,0.60,43586,6523,-10712,50109,0.70
01105,6792,9869,8903,11553,5471,5178,7413,55179,0.66,10757,9350,10712,11553,1020,-6489,48872,0.68,-23774,-9552,21015,0.29,1070,-6033,49378,0.15,1.99,0.68,0.97,-4491,-21552,28298,0.40,2219,-5593,50967,0.66,43629,6523,-10712,50152,0.74
01113,8460,9869,8903,11553,5471,5178,7672,57106,0.60,9422,9573,10712,11051,1020,-6489,48927,0.54,-23774,-9552,21070,0.13,1070,-6033,49433,0.17,1.87,0.54,0.97,-4491,-21552,28353,0.25,2219,-5593,51022,0.50,43684,6523,-10712,50207,0.62
01001,8520,9869,8903,11553,5471,5178,7682,57176,0.44,9044,9765,10712,11217,1020,-6489,48967,0.38,-23774,-9552,21110,0.09,1070,-6033,49473,0.18,1.99,0.38,0.97,-4491,-21552,28393,0.15,2219,-5593,51062,0.35,43724,6523,-10712,50247,0.46
01073,8916,9869,8903,11553,5471,5178,7743,57633,0.49,9854,8616,10712,11263,1020,-6489,49070,0.44,-23774,-9552,21213,0.12,1070,-6033,49576,0.17,2.26,0.44,0.97,-4491,-21552,28496,0.21,2219,-5593,51165,0.41,43827,6523,-10712,50350,0.52
01023,8304,9869,8903,11553,5471,5178,7648,56926,0.59,9702,9127,10712,11553,1020,-6489,49106,0.55,-23774,-9552,21249,0.16,1070,-6033,49612,0.17,2.31,0.55,0.97,-4491,-21552,28532,0.28,2219,-5593,51201,0.53,43863,6523,-10712,50386,0.62
01101,8520,9869,8903,11553,5471,5178,7682,57176,0.50,10091,8935,10712,11207,1020,-6489,49174,0.44,-23774,-9552,21317,0.12,1070,-6033,49680,0.17,2.18,0.44,0.97,-4491,-21552,28600,0.20,2219,-5593,51269,0.41,43931,6523,-10712,50454,0.50
01051,8520,9869,8903,11553,5471,5178,7682,57176,0.42,9352,9701,10712,11224,1020,-6489,49218,0.33,-23774,-9552,21361,0.07,1070,-6033,49724,0.18,2.43,0.37,0.97,-4491,-21552,28644,0.12,2219,-5593,51313,0.34,43975,6523,-10712,50498,0.41
01083,8268,9869,8903,11553,5471,5178,7643,56885,0.36,9642,9446,10712,11537,1020,-6489,49314,0.37,-23774,-9552,21457,0.08,1070,-6033,49820,0.17,2.33,0.40,0.97,-4491,-21552,28740,0.15,2219,-5593,51409,0.38,44071,6523,-10712,50594,0.46
01081,8688,9869,8903,11553,5471,5178,7708,57370,0.51,9529,9829,10712,11084,1020,-6489,49551,0.44,-23774,-9552,21694,0.16,1070,-6033,50057,0.17,1.90,0.44,0.97,-4491,-21552,28977,0.22,2219,-5593,51646,0.44,44308,6523,-10712,50831,0.52
01007,8916,9869,8903,11553,5471,5178,7743,57633,0.60,9579,9669,10712,11278,1473,-6275,50530,0.48,-24117,-9552,21663,0.08,1521,-5697,51156,0.22,1.88,0.48,0.97,-4036,-21552,29744,0.18,2722,-5244,52810,0.60,44620,7118,-10712,51738,0.60
01119,6792,9869,8903,11553,5471,5178,7413,55179,0.62,12207,9063,10712,11553,1473,-6275,50703,0.63,-24117,-9552,21836,0.32,1521,-5697,51329,0.20,1.68,0.63,0.97,-4036,-21552,29917,0.52,2722,-5244,52983,0.69,44793,7118,-10712,51911,0.71
01065,9780,9869,8903,11553,5471,5178,7877,58631,0.64,8952,9637,10712,11254,1473,-6275,50711,0.57,-24117,-9552,21844,0.23,1521,-5697,51337,0.22,2.09,0.57,0.97,-4036,-21552,29925,0.42,2722,-5244,52991,0.65,44801,7118,-10712,51919,0.65
01097,9240,9869,8903,11553,5471,5178,7793,58007,0.50,9828,9509,10712,11054,1473,-6275,50720,0.44,-24117,-9552,21853,0.13,1521,-5697,51346,0.18,1.81,0.43,0.97,-4036,-21552,29934,0.30,2722,-5244,53000,0.50,44810,7118,-10712,51928,0.51
01121,6792,9869,8903,11553,5471,5178,7413,55179,0.51,13988,9222,10712,10111,1473,-6275,51201,0.52,-24117,-9552,22334,0.15,1521,-5697,51827,0.13,1.70,0.51,0.97,-4036,-21552,30415,0.23,2722,-5244,53481,0.60,45291,7118,-10712,52409,0.61
01063,9780,9869,8903,11553,5471,5178,7877,58631,0.70,10073,9637,10712,11553,2240,-5926,53248,0.71,-24645,-9552,22737,0.32,2294,-5159,54069,0.22,1.80,0.71,0.97,-3285,-21552,32097,0.50,3282,-4754,55462,0.66,46222,7820,-10712,54042,0.75
01003,9924,9869,8903,11553,5471,5178,7900,58798,0.44,9913,10084,10712,11289,2240,-5926,53414,0.45,-24645,-9552,22903,0.10,2294,-5159,54235,0.22,1.85,0.45,0.97,-3285,-21552,32263,0.19,3282,-4754,55628,0.43,46388,7820,-10712,54208,0.43
01123,6876,9869,8903,11553,5471,5178,7427,55277,0.48,13988,9446,10712,11553,2240,-5926,54067,0.52,-24645,-9552,23556,0.25,2294,-5159,54888,0.20,1.74,0.56,0.97,-3285,-21552,32916,0.38,3282,-4754,56281,0.53,47041,7820,-10712,54861,0.56
