FIPS,State,Housing,ChildCare,Food,Transportation,Medical,Other,Taxes,MIDS ChildCare,MIDS Food,MIDS Medical,MIDS Transportation,MIDS Net,MIDS Taxes All,3x EITC Tax,Basic Income Tax,Mids Taxes Universal,MIT LWC,MIDS LWC,3x EITC,Basic Income,MIDS LWC 2
1001,AL,7164,#N/A,5540,8554,4799,3916,4652,#N/A,6076.240103,6836,8305,32298,3159,2814,-15453,4323,34625,35457,35112,16845,36621
1003,AL,8376,#N/A,5540,8554,4799,3916,4840,#N/A,6274.810041,6836,8359,33761,3385,3040,-15095,4549,36025,37146,36801,18666,38310
1005,AL,5172,#N/A,5540,8554,4799,3916,4343,#N/A,5996.812128,6836,8554,30475,-893,-1238,-19769,271,32324,29582,29237,10706,30746
1007,AL,7524,#N/A,5540,8554,4799,3916,4708,#N/A,6016.669122,6836,8350,32643,3159,2814,-15453,4323,35041,35802,35457,17190,36966
1009,AL,7524,#N/A,5540,8554,4799,3916,4708,#N/A,5639.38624,6836,8352,32267,3159,2814,-15453,4323,35041,35426,35081,16814,36590
1011,AL,5724,#N/A,5540,8554,4799,3916,4428,#N/A,5778.385196,6836,8554,30808,-893,-1238,-19769,271,32961,29915,29570,11039,31079
1013,AL,5172,#N/A,5540,8554,4799,3916,4343,#N/A,5798.24219,6836,8554,30276,-893,-1238,-19769,271,32324,29383,29038,10507,30547
1015,AL,6192,#N/A,5540,8554,4799,3916,4501,#N/A,5996.812128,6836,7747,30687,-893,-1238,-19769,271,33502,29794,29449,10918,30958
1017,AL,5460,#N/A,5540,8554,4799,3916,4387,#N/A,5500.387283,6836,7391,29104,-1120,-1465,-20128,44,32656,27984,27639,8976,29148
1019,AL,5664,#N/A,5540,8554,4799,3916,4419,#N/A,5778.385196,6836,8554,30748,-893,-1238,-19769,271,32892,29855,29510,10979,31019
1021,AL,5388,#N/A,5540,8554,4799,3916,4376,#N/A,5540.101271,6836,8349,30030,-893,-1238,-19769,271,32573,29137,28792,10261,30301
1023,AL,6132,#N/A,5540,8554,4799,3916,4492,#N/A,5679.100227,6836,8554,31117,-667,-1012,-19411,497,33433,30450,30105,11706,31614
1025,AL,5256,#N/A,5540,8554,4799,3916,4356,#N/A,5818.099184,6836,8554,30380,-893,-1238,-19769,271,32421,29487,29142,10611,30651
1027,AL,5088,#N/A,5540,8554,4799,3916,4330,#N/A,5897.527159,6836,8554,30292,-893,-1238,-19769,271,32227,29399,29054,10523,30563
1029,AL,5292,#N/A,5540,8554,4799,3916,4361,#N/A,5738.671209,6836,8554,30337,-893,-1238,-19769,271,32462,29444,29099,10568,30608
1031,AL,5592,#N/A,5540,8554,4799,3916,4408,#N/A,5877.670165,6836,8265,30486,-893,-1238,-19769,271,32809,29593,29248,10717,30757
1033,AL,5976,#N/A,5540,8554,4799,3916,4467,#N/A,5659.243233,6836,7925,30312,-893,-1238,-19769,271,33252,29419,29074,10543,30583
1035,AL,5232,#N/A,5540,8554,4799,3916,4352,#N/A,5877.670165,6836,8554,30416,-893,-1238,-19769,271,32393,29523,29178,10647,30687
1037,AL,5724,#N/A,5540,8554,4799,3916,4428,#N/A,5937.241147,6836,7537,29950,-1120,-1465,-20128,44,32961,28830,28485,9822,29994
1039,AL,5244,#N/A,5540,8554,4799,3916,4354,#N/A,5976.955134,6836,8554,30527,-893,-1238,-19769,271,32407,29634,29289,10758,30798
1041,AL,5100,#N/A,5540,8554,4799,3916,4332,#N/A,5659.243233,6836,8554,30065,-893,-1238,-19769,271,32241,29172,28827,10296,30336
1043,AL,5664,#N/A,5540,8554,4799,3916,4419,#N/A,5301.817345,6836,7741,29459,-1120,-1465,-20128,44,32892,28339,27994,9331,29503
1045,AL,5316,#N/A,5540,8554,4799,3916,4365,#N/A,5401.102314,6836,8203,29672,-1120,-1465,-20128,44,32490,28552,28207,9544,29716
1047,AL,5016,#N/A,5540,8554,4799,3916,4319,#N/A,5778.385196,6836,7122,28668,-1346,-1691,-20486,-182,32144,27322,26977,8182,28486
1049,AL,5460,#N/A,5540,8554,4799,3916,4387,#N/A,5778.385196,6836,8554,30544,-893,-1238,-19769,271,32656,29651,29306,10775,30815
1051,AL,7164,#N/A,5540,8554,4799,3916,4652,#N/A,6036.526116,6836,8310,32263,3159,2814,-15453,4323,34625,35422,35077,16810,36586
1053,AL,5724,#N/A,5540,8554,4799,3916,4428,#N/A,5857.813171,6836,8554,30888,-893,-1238,-19769,271,32961,29995,29650,11119,31159
1055,AL,5496,#N/A,5540,8554,4799,3916,4393,#N/A,5361.388326,6836,7669,29278,-1120,-1465,-20128,44,32698,28158,27813,9150,29322
1057,AL,5724,#N/A,5540,8554,4799,3916,4428,#N/A,5837.956178,6836,8554,30868,-893,-1238,-19769,271,32961,29975,29630,11099,31139
1059,AL,5088,#N/A,5540,8554,4799,3916,4330,#N/A,5401.102314,6836,8554,29795,-1120,-1465,-20128,44,32227,28675,28330,9667,29839
1061,AL,5280,#N/A,5540,8554,4799,3916,4359,#N/A,5798.24219,6836,8097,29928,-1120,-1465,-20128,44,32448,28808,28463,9800,29972
1063,AL,7392,#N/A,5540,8554,4799,3916,4687,#N/A,5996.812128,6836,8554,32695,3159,2814,-15453,4323,34888,35854,35509,17242,37018
1065,AL,7392,#N/A,5540,8554,4799,3916,4687,#N/A,5996.812128,6836,8332,32473,3159,2814,-15453,4323,34888,35632,35287,17020,36796
1067,AL,5280,#N/A,5540,8554,4799,3916,4359,#N/A,5837.956178,6836,8106,29976,-1120,-1465,-20128,44,32448,28856,28511,9848,30020
1069,AL,5280,#N/A,5540,8554,4799,3916,4359,#N/A,5897.527159,6836,8061,29991,-1120,-1465,-20128,44,32448,28871,28526,9863,30035
1071,AL,5724,#N/A,5540,8554,4799,3916,4428,#N/A,5738.671209,6836,7693,29907,-1120,-1465,-20128,44,32961,28787,28442,9779,29951
1073,AL,7524,#N/A,5540,8554,4799,3916,4708,#N/A,5361.388326,6836,8339,31976,-667,-1012,-19411,497,35041,31309,30964,12565,32473
1075,AL,5724,#N/A,5540,8554,4799,3916,4428,#N/A,5679.100227,6836,8554,30709,-893,-1238,-19769,271,32961,29816,29471,10940,30980
1077,AL,5976,#N/A,5540,8554,4799,3916,4467,#N/A,5262.103357,6836,7925,29915,-1120,-1465,-20128,44,33252,28795,28450,9787,29959
1079,AL,6024,#N/A,5540,8554,4799,3916,4475,#N/A,5639.38624,6836,8197,30612,-893,-1238,-19769,271,33308,29719,29374,10843,30883
1081,AL,6420,#N/A,5540,8554,4799,3916,4536,#N/A,6115.954091,6836,8207,31495,-667,-1012,-19411,497,33765,30828,30483,12084,31992
1083,AL,6708,#N/A,5540,8554,4799,3916,4581,#N/A,5877.670165,6836,8542,31880,-667,-1012,-19411,497,34098,31213,30868,12469,32377
1085,AL,7164,#N/A,5540,8554,4799,3916,4652,#N/A,5778.385196,6836,8322,32017,3159,2814,-15453,4323,34625,35176,34831,16564,36340
1087,AL,5016,#N/A,5540,8554,4799,3916,4319,#N/A,6433.665992,6836,8554,30756,-893,-1238,-19769,271,32144,29863,29518,10987,31027
1089,AL,6708,#N/A,5540,8554,4799,3916,4581,#N/A,5381.24532,6836,8537,31378,-667,-1012,-19411,497,34098,30711,30366,11967,31875
1091,AL,5412,#N/A,5540,8554,4799,3916,4380,#N/A,5976.955134,6836,8554,30695,-893,-1238,-19769,271,32601,29802,29457,10926,30966
1093,AL,5568,#N/A,5540,8554,4799,3916,4404,#N/A,5639.38624,6836,8554,30513,-893,-1238,-19769,271,32781,29620,29275,10744,30784
1095,AL,5124,#N/A,5540,8554,4799,3916,4335,#N/A,5599.672252,6836,7877,29353,-1120,-1465,-20128,44,32268,28233,27888,9225,29397
1097,AL,7788,#N/A,5540,8554,4799,3916,4749,#N/A,5917.384153,6836,8185,32642,3159,2814,-15453,4323,35346,35801,35456,17189,36965
1099,AL,5724,#N/A,5540,8554,4799,3916,4428,#N/A,5837.956178,6836,8554,30868,-893,-1238,-19769,271,32961,29975,29630,11099,31139
1101,AL,7164,#N/A,5540,8554,4799,3916,4652,#N/A,5559.958264,6836,8298,31774,-667,-1012,-19411,497,34625,31107,30762,12363,32271
1103,AL,6024,#N/A,5540,8554,4799,3916,4475,#N/A,5341.531333,6836,8166,30284,-893,-1238,-19769,271,33308,29391,29046,10515,30555
1105,AL,5232,#N/A,5540,8554,4799,3916,4352,#N/A,5818.099184,6836,8554,30356,-893,-1238,-19769,271,32393,29463,29118,10587,30627
1107,AL,5016,#N/A,5540,8554,4799,3916,4319,#N/A,5937.241147,6836,8339,30044,-893,-1238,-19769,271,32144,29151,28806,10275,30315
1109,AL,5724,#N/A,5540,8554,4799,3916,4428,#N/A,5996.812128,6836,7520,29993,-1120,-1465,-20128,44,32961,28873,28528,9865,30037
1111,AL,5808,#N/A,5540,8554,4799,3916,4441,#N/A,5540.101271,6836,8554,30654,-893,-1238,-19769,271,33058,29761,29416,10885,30925
1113,AL,7140,#N/A,5540,8554,4799,3916,4648,#N/A,5957.098141,6836,8182,32032,3159,2814,-15453,4323,34597,35191,34846,16579,36355
1115,AL,7524,#N/A,5540,8554,4799,3916,4708,#N/A,5957.098141,6836,8345,32578,3159,2814,-15453,4323,35041,35737,35392,17125,36901
1117,AL,7524,#N/A,5540,8554,4799,3916,4708,#N/A,5937.241147,6836,8346,32559,3159,2814,-15453,4323,35041,35718,35373,17106,36882
1119,AL,5724,#N/A,5540,8554,4799,3916,4428,#N/A,5639.38624,6836,8554,30669,-893,-1238,-19769,271,32961,29776,29431,10900,30940
1121,AL,5016,#N/A,5540,8554,4799,3916,4319,#N/A,5738.671209,6836,7486,28993,-1346,-1691,-20486,-182,32144,27647,27302,8507,28811
1123,AL,5448,#N/A,5540,8554,4799,3916,4386,#N/A,5877.670165,6836,8554,30632,-893,-1238,-19769,271,32643,29739,29394,10863,30903
1125,AL,7392,#N/A,5540,8554,4799,3916,4687,#N/A,6135.811085,6836,8342,32622,3159,2814,-15453,4323,34888,35781,35436,17169,36945
1127,AL,5604,#N/A,5540,8554,4799,3916,4410,#N/A,5679.100227,6836,8347,30382,-893,-1238,-19769,271,32823,29489,29144,10613,30653
1129,AL,5724,#N/A,5540,8554,4799,3916,4428,#N/A,5837.956178,6836,8554,30868,-893,-1238,-19769,271,32961,29975,29630,11099,31139
1131,AL,5016,#N/A,5540,8554,4799,3916,4319,#N/A,5976.955134,6836,8554,30299,-893,-1238,-19769,271,32144,29406,29061,10530,30570
1133,AL,5724,#N/A,5540,8554,4799,3916,4428,#N/A,5718.814215,6836,8554,30749,-893,-1238,-19769,271,32961,29856,29511,10980,31020
2013,AK,7212,#N/A,6612,7382,4854,3971,3460,#N/A,9432.344462,16058,7382,44055,-10648,-4822,-21715,-3523,33491,33407,39233,22340,40532
2016,AK,12732,#N/A,6612,7382,4854,3971,4096,#N/A,12371.06485,16058,7382,52514,-726,5710,-10737,6399,39647,51788,58224,41777,58913
2020,AK,10740,#N/A,6612,7382,4854,3971,3866,#N/A,7512.696469,16058,8271,46553,-10195,-4217,-20998,-3070,37425,36358,42336,25555,43483
2050,AK,10500,#N/A,6612,7382,4854,3971,3838,#N/A,7868.186838,16058,7382,45779,-10421,-4519,-21356,-3296,37157,35358,41260,24423,42483
2060,AK,8964,#N/A,6612,7382,4854,3971,3661,#N/A,7820.788122,16058,7382,44196,-10648,-4822,-21715,-3523,35444,33548,39374,22481,40673
2068,AK,6444,#N/A,6612,7382,4854,3971,3371,#N/A,7773.389406,16058,7382,41628,-11327,-5711,-22790,-4202,32634,30301,35917,18838,37426
2070,AK,10440,#N/A,6612,7382,4854,3971,3831,#N/A,7891.886196,16058,7382,45743,-10421,-4519,-21356,-3296,37090,35322,41224,24387,42447
2090,AK,11760,#N/A,6612,7382,4854,3971,3984,#N/A,8223.677207,16058,7959,47971,-9968,-3914,-20639,-2843,38563,38003,44057,27332,45128
2100,AK,7956,#N/A,6612,7382,4854,3971,3545,#N/A,7536.395827,16058,7382,42903,-11101,-5428,-22432,-3976,34320,31802,37475,20471,38927
2105,AK,6468,#N/A,6612,7382,4854,3971,3374,#N/A,7157.206099,16058,7382,41036,-11327,-5711,-22790,-4202,32661,29709,35325,18246,36834
2110,AK,10800,#N/A,6612,7382,4854,3971,3873,#N/A,7086.108026,16058,8189,46105,-10195,-4217,-20998,-3070,37492,35910,41888,25107,43035
2122,AK,7920,#N/A,6612,7382,4854,3971,3541,#N/A,9645.638684,16058,7382,44977,-10648,-4822,-21715,-3523,34280,34329,40155,23262,41454
2130,AK,8892,#N/A,6612,7382,4854,3971,3653,#N/A,6896.513162,16058,7755,43572,-10874,-5125,-22073,-3749,35364,32698,38447,21499,39823
2150,AK,9816,#N/A,6612,7382,4854,3971,3760,#N/A,7844.48748,16058,7382,45071,-10421,-4519,-21356,-3296,36395,34650,40552,23715,41775
2164,AK,7188,#N/A,6612,7382,4854,3971,3457,#N/A,7820.788122,16058,7382,42420,-11101,-5428,-22432,-3976,33464,31319,36992,19988,38444
2170,AK,9804,#N/A,6612,7382,4854,3971,3758,#N/A,8863.559872,16058,8050,46746,-10195,-4217,-20998,-3070,36381,36551,42529,25748,43676
2180,AK,12060,#N/A,6612,7382,4854,3971,4018,#N/A,9432.344462,16058,7382,48903,-1632,4499,-12171,5493,38897,47271,53402,36732,54396
2185,AK,9468,#N/A,6612,7382,4854,3971,3720,#N/A,8318.474639,16058,7382,45197,-10421,-4519,-21356,-3296,36007,34776,40678,23841,41901
2188,AK,11544,#N/A,6612,7382,4854,3971,3959,#N/A,8816.161156,16058,7382,47771,-9968,-3914,-20639,-2843,38322,37803,43857,27132,44928
2195,AK,7344,#N/A,6612,7382,4854,3971,3475,#N/A,7157.206099,16058,7382,41912,-11327,-5711,-22790,-4202,33638,30585,36201,19122,37710
2198,AK,6432,#N/A,6612,7382,4854,3971,3370,#N/A,7157.206099,16058,7382,41000,-11327,-5711,-22790,-4202,32621,29673,35289,18210,36798
2220,AK,10056,#N/A,6612,7382,4854,3971,3787,#N/A,7512.696469,16058,7382,44980,-10648,-4822,-21715,-3523,36662,34332,40158,23265,41457
2230,AK,11328,#N/A,6612,7382,4854,3971,3934,#N/A,7370.500321,16058,7382,46110,-10195,-4217,-20998,-3070,38081,35915,41893,25112,43040
2240,AK,8388,#N/A,6612,7382,4854,3971,3595,#N/A,7797.088764,16058,7382,43596,-10874,-5125,-22073,-3749,34802,32722,38471,21523,39847
2261,AK,8244,#N/A,6612,7382,4854,3971,3579,#N/A,7797.088764,16058,7382,43452,-10874,-5125,-22073,-3749,34642,32578,38327,21379,39703
2270,AK,7344,#N/A,6612,7382,4854,3971,3475,#N/A,9432.344462,16058,7382,44187,-10648,-4822,-21715,-3523,33638,33539,39365,22472,40664
2275,AK,7524,#N/A,6612,7382,4854,3971,3496,#N/A,7654.892616,16058,7382,42590,-11101,-5428,-22432,-3976,33839,31489,37162,20158,38614
2282,AK,6696,#N/A,6612,7382,4854,3971,3400,#N/A,7939.284912,16058,7382,42046,-11101,-5428,-22432,-3976,32915,30945,36618,19614,38070
2290,AK,7068,#N/A,6612,7382,4854,3971,3443,#N/A,7891.886196,16058,7382,42371,-11101,-5428,-22432,-3976,33330,31270,36943,19939,38395
4001,AZ,5652,#N/A,6612,7382,5020,3971,4124,#N/A,6849.114446,5138,7382,28992,956,-425,-19220,1084,32761,29948,28567,9772,30076
4003,AZ,7944,#N/A,6612,7382,5020,3971,4454,#N/A,6564.722151,5138,6895,30512,1360,-20,-18551,1489,35383,31872,30492,11961,32001
4005,AZ,9792,#N/A,6612,7382,5020,3971,4720,#N/A,6991.310594,5138,7468,33360,4123,2743,-15392,4252,37497,37483,36103,17968,37612
4007,AZ,6444,#N/A,6612,7382,5020,3971,4238,#N/A,6967.611236,5138,6519,29040,1157,-223,-18886,1286,33667,30197,28817,10154,30326
4009,AZ,6504,#N/A,6612,7382,5020,3971,4246,#N/A,6754.317014,5138,7130,29497,1157,-223,-18886,1286,33735,30654,29274,10611,30783
4011,AZ,5652,#N/A,6612,7382,5020,3971,4124,#N/A,6612.120867,5138,7382,28755,956,-425,-19220,1084,32761,29711,28330,9535,29839
4012,AZ,5880,#N/A,6612,7382,5020,3971,4157,#N/A,6872.813804,5138,7382,29244,1157,-223,-18886,1286,33022,30401,29021,10358,30530
4013,AZ,9288,#N/A,6612,7382,5020,3971,4647,#N/A,6754.317014,5138,7403,32554,3921,2541,-15726,4050,36920,36475,35095,16828,36604
4015,AZ,7044,#N/A,6612,7382,5020,3971,4324,#N/A,6801.71573,5138,6378,29333,1157,-223,-18886,1286,34353,30490,29110,10447,30619
4017,AZ,5868,#N/A,6612,7382,5020,3971,4155,#N/A,6730.617656,5138,6675,28383,956,-425,-19220,1084,33008,29339,27958,9163,29467
4019,AZ,7596,#N/A,6612,7382,5020,3971,4404,#N/A,6730.617656,5138,7015,30450,1360,-20,-18551,1489,34985,31810,30430,11899,31939
4021,AZ,9288,#N/A,6612,7382,5020,3971,4647,#N/A,6493.624077,5138,7400,32291,3921,2541,-15726,4050,36920,36212,34832,16565,36341
4023,AZ,6432,#N/A,6612,7382,5020,3971,4236,#N/A,5782.643339,5138,6956,28279,956,-425,-19220,1084,33653,29235,27854,9059,29363
4025,AZ,7440,#N/A,6612,7382,5020,3971,4381,#N/A,6920.21252,5138,6667,30136,1360,-20,-18551,1489,34806,31496,30116,11585,31625
4027,AZ,7380,#N/A,6612,7382,5020,3971,4373,#N/A,5877.44077,5138,6911,29278,1157,-223,-18886,1286,34738,30435,29055,10392,30564
5001,AR,5160,#N/A,5540,8554,4503,3916,3880,#N/A,5599.672252,7340,8554,30570,-4007,-1669,-20200,-160,31553,26563,28901,10370,30410
5003,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5520.244277,7340,8554,30310,-4007,-1669,-20200,-160,31348,26303,28641,10110,30150
5005,AR,5364,#N/A,5540,8554,4503,3916,3908,#N/A,5619.529246,7340,7209,29448,-4244,-1906,-20569,-397,31785,25204,27542,8879,29051
5007,AR,6396,#N/A,5540,8554,4503,3916,4053,#N/A,5381.24532,7340,8468,31502,-3771,-1433,-19832,76,32962,27731,30069,11670,31578
5009,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,4706.107531,7340,7560,28502,-4480,-2142,-20937,-633,31348,24022,26360,7565,27869
5011,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5579.815258,7340,8554,30370,-4007,-1669,-20200,-160,31348,26363,28701,10170,30210
5013,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5540.101271,7340,7465,29241,-4244,-1906,-20569,-397,31348,24997,27335,8672,28844
5015,AR,5748,#N/A,5540,8554,4503,3916,3962,#N/A,5182.675382,7340,8554,30741,-4007,-1669,-20200,-160,32223,26734,29072,10541,30581
5017,AR,5004,#N/A,5540,8554,4503,3916,3858,#N/A,5599.672252,7340,8554,30414,-4007,-1669,-20200,-160,31375,26407,28745,10214,30254
5019,AR,5160,#N/A,5540,8554,4503,3916,3880,#N/A,5540.101271,7340,7456,29412,-4244,-1906,-20569,-397,31553,25168,27506,8843,29015
5021,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,4845.106488,7340,8554,29635,-4244,-1906,-20569,-397,31348,25391,27729,9066,29238
5023,AR,5460,#N/A,5540,8554,4503,3916,3922,#N/A,5619.529246,7340,8554,30890,-4007,-1669,-20200,-160,31895,26883,29221,10690,30730
5025,AR,5868,#N/A,5540,8554,4503,3916,3979,#N/A,5559.958264,7340,7600,30284,-4007,-1669,-20200,-160,32360,26277,28615,10084,30124
5027,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5778.385196,7340,7521,29536,-4244,-1906,-20569,-397,31348,25292,27630,8967,29139
5029,AR,5496,#N/A,5540,8554,4503,3916,3927,#N/A,5123.104401,7340,8554,30429,-4007,-1669,-20200,-160,31936,26422,28760,10229,30269
5031,AR,5964,#N/A,5540,8554,4503,3916,3993,#N/A,5420.959308,7340,7766,30407,-4007,-1669,-20200,-160,32470,26400,28738,10207,30247
5033,AR,5496,#N/A,5540,8554,4503,3916,3927,#N/A,5361.388326,7340,7835,29948,-4244,-1906,-20569,-397,31936,25704,28042,9379,29551
5035,AR,7896,#N/A,5540,8554,4503,3916,4263,#N/A,5599.672252,7340,8489,33240,300,2638,-15497,4147,34672,33540,35878,17743,37387
5037,AR,5544,#N/A,5540,8554,4503,3916,3934,#N/A,5500.387283,7340,8554,30854,-4007,-1669,-20200,-160,31991,26847,29185,10654,30694
5039,AR,5676,#N/A,5540,8554,4503,3916,3952,#N/A,5559.958264,7340,8554,31046,-3771,-1433,-19832,76,32141,27275,29613,11214,31122
5041,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5520.244277,7340,8554,30310,-4007,-1669,-20200,-160,31348,26303,28641,10110,30150
5043,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5659.243233,7340,8554,30449,-4007,-1669,-20200,-160,31348,26442,28780,10249,30289
5045,AR,7380,#N/A,5540,8554,4503,3916,4191,#N/A,5718.814215,7340,8451,32806,64,2402,-15865,3911,34084,32870,35208,16941,36717
5047,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5123.104401,7340,8554,29913,-4244,-1906,-20569,-397,31348,25669,28007,9344,29516
5049,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5162.818388,7340,8554,29953,-4244,-1906,-20569,-397,31348,25709,28047,9384,29556
5051,AR,6984,#N/A,5540,8554,4503,3916,4136,#N/A,5401.102314,7340,7530,31171,-3771,-1433,-19832,76,33633,27400,29738,11339,31247
5053,AR,5676,#N/A,5540,8554,4503,3916,3952,#N/A,5599.672252,7340,8461,30993,-4007,-1669,-20200,-160,32141,26986,29324,10793,30833
5055,AR,5496,#N/A,5540,8554,4503,3916,3927,#N/A,5559.958264,7340,7719,30031,-4007,-1669,-20200,-160,31936,26024,28362,9831,29871
5057,AR,5508,#N/A,5540,8554,4503,3916,3929,#N/A,5162.818388,7340,8554,30481,-4007,-1669,-20200,-160,31950,26474,28812,10281,30321
5059,AR,5676,#N/A,5540,8554,4503,3916,3952,#N/A,5440.816302,7340,8090,30463,-4007,-1669,-20200,-160,32141,26456,28794,10263,30303
5061,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5301.817345,7340,8554,30092,-4007,-1669,-20200,-160,31348,26085,28423,9892,29932
5063,AR,5052,#N/A,5540,8554,4503,3916,3865,#N/A,5341.531333,7340,7630,29280,-4244,-1906,-20569,-397,31430,25036,27374,8711,28883
5065,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5341.531333,7340,8554,30132,-4007,-1669,-20200,-160,31348,26125,28463,9932,29972
5067,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5480.530289,7340,8554,30271,-4007,-1669,-20200,-160,31348,26264,28602,10071,30111
5069,AR,5868,#N/A,5540,8554,4503,3916,3979,#N/A,5520.244277,7340,7502,30146,-4007,-1669,-20200,-160,32360,26139,28477,9946,29986
5071,AR,5184,#N/A,5540,8554,4503,3916,3883,#N/A,5301.817345,7340,8554,30296,-4007,-1669,-20200,-160,31580,26289,28627,10096,30136
5073,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5599.672252,7340,8554,30390,-4007,-1669,-20200,-160,31348,26383,28721,10190,30230
5075,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5381.24532,7340,8554,30171,-4007,-1669,-20200,-160,31348,26164,28502,9971,30011
5077,AR,5676,#N/A,5540,8554,4503,3916,3952,#N/A,5460.673295,7340,8554,30947,-4007,-1669,-20200,-160,32141,26940,29278,10747,30787
5079,AR,5868,#N/A,5540,8554,4503,3916,3979,#N/A,5520.244277,7340,7572,30216,-4007,-1669,-20200,-160,32360,26209,28547,10016,30056
5081,AR,5496,#N/A,5540,8554,4503,3916,3927,#N/A,5262.103357,7340,8142,30156,-4007,-1669,-20200,-160,31936,26149,28487,9956,29996
5083,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,4864.963481,7340,8554,29655,-4244,-1906,-20569,-397,31348,25411,27749,9086,29258
5085,AR,7380,#N/A,5540,8554,4503,3916,4191,#N/A,5659.243233,7340,8459,32754,64,2402,-15865,3911,34084,32818,35156,16889,36665
5087,AR,6396,#N/A,5540,8554,4503,3916,4053,#N/A,5341.531333,7340,8467,31461,-3771,-1433,-19832,76,32962,27690,30028,11629,31537
5089,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5262.103357,7340,8554,30052,-4007,-1669,-20200,-160,31348,26045,28383,9852,29892
5091,AR,6876,#N/A,5540,8554,4503,3916,4120,#N/A,5619.529246,7340,8140,31892,-3771,-1433,-19832,76,33509,28121,30459,12060,31968
5093,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5440.816302,7340,7691,29368,-4244,-1906,-20569,-397,31348,25124,27462,8799,28971
5095,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5361.388326,7340,8554,30151,-4007,-1669,-20200,-160,31348,26144,28482,9951,29991
5097,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5301.817345,7340,8554,30092,-4007,-1669,-20200,-160,31348,26085,28423,9892,29932
5099,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5381.24532,7340,8554,30171,-4007,-1669,-20200,-160,31348,26164,28502,9971,30011
5101,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5281.960351,7340,7622,29140,-4244,-1906,-20569,-397,31348,24896,27234,8571,28743
5103,AR,5220,#N/A,5540,8554,4503,3916,3888,#N/A,5599.672252,7340,7407,29482,-4244,-1906,-20569,-397,31621,25238,27576,8913,29085
5105,AR,7380,#N/A,5540,8554,4503,3916,4191,#N/A,5659.243233,7340,8463,32758,64,2402,-15865,3911,34084,32822,35160,16893,36669
5107,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5500.387283,7340,7101,28837,-4480,-2142,-20937,-633,31348,24357,26695,7900,28204
5109,AR,5148,#N/A,5540,8554,4503,3916,3878,#N/A,5361.388326,7340,8554,30319,-4007,-1669,-20200,-160,31539,26312,28650,10119,30159
5111,AR,5148,#N/A,5540,8554,4503,3916,3878,#N/A,5301.817345,7340,7800,29506,-4244,-1906,-20569,-397,31539,25262,27600,8937,29109
5113,AR,5196,#N/A,5540,8554,4503,3916,3885,#N/A,5301.817345,7340,8554,30308,-4007,-1669,-20200,-160,31594,26301,28639,10108,30148
5115,AR,5280,#N/A,5540,8554,4503,3916,3897,#N/A,5559.958264,7340,7927,30023,-4007,-1669,-20200,-160,31690,26016,28354,9823,29863
5117,AR,5676,#N/A,5540,8554,4503,3916,3952,#N/A,5599.672252,7340,8554,31086,-3771,-1433,-19832,76,32141,27315,29653,11254,31162
5119,AR,7380,#N/A,5540,8554,4503,3916,4191,#N/A,5639.38624,7340,8455,32730,64,2402,-15865,3911,34084,32794,35132,16865,36641
5121,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5341.531333,7340,8554,30132,-4007,-1669,-20200,-160,31348,26125,28463,9932,29972
5123,AR,5676,#N/A,5540,8554,4503,3916,3952,#N/A,5520.244277,7340,7298,29750,-4244,-1906,-20569,-397,32141,25506,27844,9181,29353
5125,AR,7380,#N/A,5540,8554,4503,3916,4191,#N/A,5718.814215,7340,8455,32810,64,2402,-15865,3911,34084,32874,35212,16945,36721
5127,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5202.532376,7340,8554,29993,-4244,-1906,-20569,-397,31348,25749,28087,9424,29596
5129,AR,4980,#N/A,5540,8554,4503,3916,3855,#N/A,5262.103357,7340,8554,30052,-4007,-1669,-20200,-160,31348,26045,28383,9852,29892
