FIPS,Housing,ChildCare,Food,Transportation,Medical,Other,Taxes,MIT LWC,MIT Below LWC,MIDS ChildCare,MIDS Food,MIDS Medical,MIDS Transportation,MIDS Taxes,MIDS Benefits,MIDS LW,MIDS Below LWC,4xTC Taxes,4xTC Benefits,4xTC LW,4xTC Below LWC,Daycare Tax,Daycare Benefits,Daycare LWC,Daycare Marriage Wage,Daycare Daycare Wage,Daycare Below LWC,Daycare Welfare Gap,UBI_12k Tax,UBI_12k Benefits,UBI_12k LWC,UBI_12k Below LWC,Expanded Safety Net Tax,Expanded Safety Net Benefits,Expanded Safety Net LWC,Expanded Safety Net Below LWC,Medical Net,Medical Tax,Medical Benefits,Medical LWC,Medical Below LWC
02240,11112,7977,5319,7382,6609,3971,4881,47251,0.36,7111,6272,12537,7382,8118,-4323,52180,0.32,-11355,-11019,26011,0.18,8136,-4246,52275,0.00,2.23,0.31,0.68,4679,-21837,31227,0.22,6149,-6463,48071,0.23,35848,9984,-12537,45832,0.43
02105,8748,7977,5319,7382,6609,3971,4609,44615,0.42,10067,5758,12537,7382,8118,-4323,52258,0.42,-11355,-11019,26089,0.22,8136,-4246,52353,0.00,1.78,0.42,0.68,5446,-21556,32353,0.39,6149,-6463,48149,0.37,35926,9984,-12537,45910,0.54
02130,11580,7977,5319,7382,6609,3971,4935,47773,0.35,7219,5548,12537,7755,8118,-4323,52405,0.30,-11450,-11019,26141,0.14,8136,-4246,52500,0.00,2.18,0.30,0.68,5446,-21556,32500,0.24,6149,-6463,48296,0.19,36073,9984,-12537,46057,0.58
02185,11232,7977,5319,7382,6609,3971,4895,47385,0.32,7111,6692,12537,7382,8118,-4323,52720,0.29,-11450,-11019,26456,0.11,8136,-4246,52815,0.00,2.23,0.29,0.68,5446,-21556,32815,0.12,6628,-6087,49466,0.19,36388,10651,-12537,47039,0.50
02150,12276,7977,5319,7382,6609,3971,5015,48549,0.32,7219,6310,12537,7382,8877,-3021,55551,0.42,-11550,-10781,27364,0.12,8823,-3042,55476,0.00,1.61,0.42,0.68,7676,-20552,36819,0.22,7024,-5500,51219,0.24,37158,11203,-12537,48361,0.32
02100,9816,7977,5319,7382,6609,3971,4732,45806,0.43,10067,6063,12537,7382,8877,-3021,55692,0.54,-11550,-10781,27505,0.16,8823,-3042,55617,0.00,1.87,0.53,0.68,7676,-20552,36960,0.25,7024,-5500,51360,0.30,37299,11203,-12537,48502,0.44
02122,9912,7977,5319,7382,6609,3971,4743,45913,0.38,8889,7759,12537,7382,9412,-2106,57756,0.43,-11550,-10781,28119,0.15,9429,-2042,57837,0.00,1.78,0.43,0.68,9526,-19740,40236,0.28,7024,-5500,51974,0.29,37913,11203,-12537,49116,0.36
02220,13608,7977,5319,7382,6609,3971,5169,50035,0.33,7111,6044,12537,7382,9412,-2106,57958,0.38,-11550,-10781,28321,0.13,9429,-2042,58039,0.00,1.77,0.38,0.68,9526,-19740,40438,0.20,7462,-4769,53345,0.29,38115,11813,-12537,49928,0.50
02230,13428,7977,5319,7382,6609,3971,5148,49834,0.20,7111,5929,12537,7382,9412,-2106,57664,0.34,-11550,-10781,28027,0.10,8823,-3042,56139,0.00,2.35,0.38,0.68,8793,-20041,39110,0.20,7024,-5500,51882,0.20,37821,11203,-12537,49024,0.25
02060,12120,7977,5319,7382,6609,3971,4997,48375,0.19,8759,6291,12537,7382,9412,-2106,58367,0.27,-11676,-10529,28856,0.12,9429,-2042,58448,0.00,1.82,0.27,0.68,9526,-19740,40847,0.14,7462,-4769,53754,0.19,38524,11813,-12537,50337,0.42
02070,12384,7977,5319,7382,6609,3971,5028,48670,0.39,8759,6349,12537,7382,9412,-2106,58688,0.52,-11676,-10529,29177,0.26,9429,-2042,58769,0.00,1.82,0.51,0.68,10231,-19252,42361,0.39,7462,-4769,54075,0.40,38845,11813,-12537,50658,0.65
02170,12972,7977,5319,7382,6609,3971,5095,49325,0.30,7111,7130,12537,8050,10238,-690,61319,0.35,-11676,-10529,29566,0.19,10255,-639,61387,0.00,1.18,0.35,0.68,10231,-19252,42750,0.30,7941,-3955,55757,0.28,39234,12480,-12537,51714,0.51
02188,13692,7977,5319,7382,6609,3971,5178,50128,0.34,7111,7092,12537,7382,10238,-690,61333,0.40,-11676,-10529,29580,0.20,10255,-639,61401,0.00,1.18,0.40,0.68,10231,-19252,42764,0.35,7941,-3955,55771,0.34,39248,12480,-12537,51728,0.56
02050,14208,7977,5319,7382,6609,3971,5238,50704,0.43,8759,6330,12537,7382,10904,0,64091,0.46,-11872,-10135,31180,0.25,10911,0,64098,0.00,1.30,0.46,0.68,11558,-18328,46417,0.48,8459,-3034,58612,0.48,40650,13201,-12537,53851,0.64
02020,13752,7977,5319,7382,6609,3971,5185,50195,0.26,8759,6044,12537,8271,10904,0,64238,0.28,-11872,-10135,31327,0.12,10911,0,64245,0.00,1.30,0.28,0.68,11558,-18328,46564,0.30,8459,-3034,58759,0.30,40797,13201,-12537,53998,0.44
02110,14616,7977,5319,7382,6609,3971,5285,51159,0.19,8889,5700,12537,8189,10904,0,64806,0.24,-11872,-10135,31895,0.10,10911,0,64813,0.00,1.27,0.24,0.68,12473,-17468,48907,0.21,9045,-2114,60833,0.21,41365,14018,-12537,55383,0.39
02180,16320,7977,5319,7382,6609,3971,5481,53059,0.46,7111,7588,12537,7382,11242,0,66151,0.54,-11955,-9801,33153,0.36,11249,0,66158,0.00,1.83,0.54,0.68,13477,-16260,52126,0.47,9705,-999,63615,0.47,42372,14938,-12537,57310,0.64
02090,15912,7977,5319,7382,6609,3971,5434,52604,0.29,10067,6616,12537,7959,11981,0,69042,0.32,-12121,-8723,36217,0.19,11990,0,69051,0.00,1.47,0.32,0.68,15498,-13805,58754,0.39,11038,0,68099,0.39,44524,16794,-12537,61318,0.46
02016,17232,7977,5319,7382,6609,3971,5586,54076,0.37,8302,9952,12537,7382,13514,0,72890,0.39,-12229,-8149,38998,0.16,13528,0,72904,0.00,1.38,0.39,0.68,17731,-12000,65107,0.32,12665,0,72041,0.31,46839,18941,-12537,65780,0.29
01047,6792,5062,4457,8554,5619,3916,5339,39739,0.59,4708,4649,5356,7122,4711,-2047,35206,0.58,-10161,-4776,17605,0.25,4749,-1941,35350,0.00,2.87,0.58,0.66,-1355,-16776,14411,0.27,5282,-1810,36014,0.57,27186,8452,-5356,35638,0.72
01043,6924,5062,4457,8554,5619,3916,5359,39891,0.45,4719,4265,5356,7741,4711,-2047,35586,0.39,-10161,-4776,17985,0.22,4749,-1941,35730,0.00,2.28,0.39,0.66,-1355,-16776,14791,0.17,5282,-1810,36394,0.48,27566,8452,-5356,36018,0.61
01037,6792,5062,4457,8554,5619,3916,5339,39739,0.53,4606,4777,5356,7537,4711,-2047,35647,0.47,-10161,-4776,18046,0.28,4749,-1941,35791,0.00,2.36,0.47,0.66,-1355,-16776,14852,0.22,5282,-1810,36455,0.56,27627,8452,-5356,36079,0.66
01071,6792,5062,4457,8554,5619,3916,5339,39739,0.51,4709,4617,5356,7693,4711,-2047,35746,0.41,-10161,-4776,18145,0.25,4749,-1941,35890,0.00,2.29,0.41,0.66,-1355,-16776,14951,0.13,5282,-1810,36554,0.53,27726,8452,-5356,36178,0.62
01055,7152,5062,4457,8554,5619,3916,5395,40155,0.47,4720,4313,5356,7669,4711,-2047,35790,0.41,-10161,-4776,18189,0.24,4749,-1941,35934,0.00,2.28,0.41,0.66,-1355,-16776,14995,0.12,5282,-1810,36598,0.50,27770,8452,-5356,36222,0.59
01017,7392,5062,4457,8554,5619,3916,5432,40432,0.63,4721,4425,5356,7391,4711,-2047,35865,0.48,-10161,-4776,18264,0.29,4749,-1941,36009,0.00,2.28,0.47,0.66,-1355,-16776,15070,0.18,5282,-1810,36673,0.56,27845,8452,-5356,36297,0.67
01067,6792,5062,4457,8554,5619,3916,5339,39739,0.42,4762,4697,5356,8106,5219,-1874,36974,0.45,-10207,-4776,18646,0.26,5257,-1686,37200,0.00,1.68,0.44,0.66,-1105,-16776,15748,0.15,5790,-1555,37864,0.42,28273,9057,-5356,37330,0.56
01079,7140,5062,4457,8554,5619,3916,5393,40141,0.45,4584,4537,5356,8197,5219,-1874,37074,0.48,-10207,-4776,18746,0.22,5257,-1686,37300,0.00,1.78,0.48,0.66,-1105,-16776,15848,0.11,5790,-1555,37964,0.45,28373,9057,-5356,37430,0.59
01093,6792,5062,4457,8554,5619,3916,5339,39739,0.54,4582,4537,5356,8554,5219,-1874,37082,0.56,-10207,-4776,18754,0.26,5257,-1686,37308,0.00,1.78,0.56,0.66,-1105,-16776,15856,0.15,5790,-1555,37972,0.54,28381,9057,-5356,37438,0.67
01095,6816,5062,4457,8554,5619,3916,5343,39767,0.45,5267,4505,5356,7877,5219,-1874,37082,0.48,-10207,-4776,18754,0.23,5257,-1686,37308,0.00,1.42,0.48,0.66,-1105,-16776,15856,0.12,5790,-1555,37972,0.45,28381,9057,-5356,37438,0.60
01011,6792,5062,4457,8554,5619,3916,5339,39739,0.48,4484,4649,5356,8554,5219,-1874,37096,0.51,-10207,-4776,18768,0.27,5257,-1686,37322,0.00,1.84,0.51,0.66,-1105,-16776,15870,0.22,5790,-1555,37986,0.48,28395,9057,-5356,37452,0.64
01109,6792,5062,4457,8554,5619,3916,5339,39739,0.51,5349,4825,5356,7520,5219,-1874,37103,0.54,-10207,-4776,18775,0.31,5257,-1686,37329,0.00,2.35,0.53,0.66,-1105,-16776,15877,0.18,5790,-1555,37993,0.51,28402,9057,-5356,37459,0.66
01013,6792,5062,4457,8554,5619,3916,5339,39739,0.55,4484,4665,5356,8554,5219,-1874,37112,0.58,-10207,-4776,18784,0.33,5257,-1686,37338,0.00,1.84,0.58,0.66,-1105,-16776,15886,0.18,5790,-1555,38002,0.55,28411,9057,-5356,37468,0.68
01059,6876,5062,4457,8554,5619,3916,5352,39836,0.50,4720,4345,5356,8554,5219,-1874,37112,0.53,-10207,-4776,18784,0.25,5257,-1686,37338,0.00,1.70,0.53,0.66,-1105,-16776,15886,0.15,5790,-1555,38002,0.51,28411,9057,-5356,37468,0.65
01045,6792,5062,4457,8554,5619,3916,5339,39739,0.42,5193,4345,5356,8203,5219,-1874,37149,0.44,-10207,-4776,18821,0.24,5257,-1686,37375,0.00,1.45,0.44,0.66,-1105,-16776,15923,0.15,5790,-1555,38039,0.42,28448,9057,-5356,37505,0.55
01021,6792,5062,4457,8554,5619,3916,5339,39739,0.42,4976,4457,5356,8349,5219,-1874,37192,0.46,-10207,-4776,18864,0.21,5257,-1686,37418,0.00,1.56,0.46,0.66,-1105,-16776,15966,0.13,5790,-1555,38082,0.42,28491,9057,-5356,37548,0.58
01041,6900,5062,4457,8554,5619,3916,5356,39864,0.49,4606,4553,5356,8554,5219,-1874,37229,0.51,-10207,-4776,18901,0.28,5257,-1686,37455,0.00,1.77,0.51,0.66,-1105,-16776,16003,0.17,5790,-1555,38119,0.49,28528,9057,-5356,37585,0.63
01019,6792,5062,4457,8554,5619,3916,5339,39739,0.52,4721,4649,5356,8554,5219,-1874,37332,0.55,-10207,-4776,19004,0.26,5257,-1686,37558,0.00,1.70,0.54,0.66,-1105,-16776,16106,0.17,5790,-1555,38222,0.53,28631,9057,-5356,37688,0.63
01061,6792,5062,4457,8554,5619,3916,5339,39739,0.48,5167,4665,5356,8097,5219,-1874,37338,0.51,-10207,-4776,19010,0.28,5257,-1686,37564,0.00,2.47,0.51,0.66,-1105,-16776,16112,0.14,5790,-1555,38228,0.48,28637,9057,-5356,37694,0.64
01091,6792,5062,4457,8554,5619,3916,5339,39739,0.50,4582,4809,5356,8554,5219,-1874,37353,0.54,-10207,-4776,19025,0.33,5257,-1686,37579,0.00,1.78,0.53,0.66,-1105,-16776,16127,0.21,5790,-1555,38243,0.51,28652,9057,-5356,37709,0.64
01039,6792,5062,4457,8554,5619,3916,5339,39739,0.49,4606,4809,5356,8554,5219,-1874,37377,0.52,-10207,-4776,19049,0.26,5257,-1686,37603,0.00,1.77,0.52,0.66,-1105,-16776,16151,0.15,5790,-1555,38267,0.50,28676,9057,-5356,37733,0.62
01057,6792,5062,4457,8554,5619,3916,5339,39739,0.53,4720,4697,5356,8554,5219,-1874,37380,0.56,-10207,-4776,19052,0.32,5257,-1686,37606,0.00,1.70,0.56,0.66,-1105,-16776,16154,0.19,5790,-1555,38270,0.53,28679,9057,-5356,37736,0.68
01077,7632,5062,4457,8554,5619,3916,5469,40709,0.52,5004,4233,5356,7925,5219,-1874,37412,0.45,-10207,-4776,19084,0.24,5257,-1686,37638,0.00,2.58,0.45,0.66,-1105,-16776,16186,0.15,5790,-1555,38302,0.42,28711,9057,-5356,37768,0.52
01053,6792,5062,4457,8554,5619,3916,5339,39739,0.56,4797,4713,5356,8554,5219,-1874,37473,0.59,-10207,-4776,19145,0.33,5257,-1686,37699,0.00,1.66,0.59,0.66,-1105,-16776,16247,0.22,5790,-1555,38363,0.57,28772,9057,-5356,37829,0.63
01107,6792,5062,4457,8554,5619,3916,5339,39739,0.56,5058,4777,5356,8339,5219,-1874,37582,0.55,-10207,-4776,19254,0.35,5257,-1686,37808,0.00,2.54,0.59,0.66,-1105,-16776,16356,0.22,5790,-1555,38472,0.56,28881,9057,-5356,37938,0.64
01075,6792,5062,4457,8554,5619,3916,5339,39739,0.50,5054,4569,5356,8554,5219,-1874,37586,0.50,-10207,-4776,19258,0.29,5257,-1686,37812,0.00,2.54,0.54,0.66,-1105,-16776,16360,0.16,5790,-1555,38476,0.51,28885,9057,-5356,37942,0.61
01127,6792,5062,4457,8554,5619,3916,5339,39739,0.49,5269,4569,5356,8347,5219,-1874,37593,0.49,-10207,-4776,19265,0.27,5257,-1686,37819,0.00,2.40,0.52,0.66,-1105,-16776,16367,0.14,5790,-1555,38483,0.50,28892,9057,-5356,37949,0.58
01049,7068,5062,4457,8554,5619,3916,5382,40058,0.48,4708,4649,5356,8554,5219,-1874,37595,0.48,-10207,-4776,19267,0.25,5257,-1686,37821,0.00,1.71,0.51,0.66,-1105,-16776,16369,0.15,5790,-1555,38485,0.49,28894,9057,-5356,37951,0.58
01025,6792,5062,4457,8554,5619,3916,5339,39739,0.54,4976,4681,5356,8554,5219,-1874,37620,0.54,-10207,-4776,19292,0.35,5257,-1686,37846,0.00,1.98,0.54,0.66,-1105,-16776,16394,0.24,5790,-1555,38510,0.55,28919,9057,-5356,37976,0.63
01035,6792,5062,4457,8554,5619,3916,5339,39739,0.61,4982,4729,5356,8554,5219,-1874,37674,0.61,-10207,-4776,19346,0.42,5257,-1686,37900,0.00,1.97,0.61,0.66,-1105,-16776,16448,0.28,5790,-1555,38564,0.62,28973,9057,-5356,38030,0.71
01027,6792,5062,4457,8554,5619,3916,5339,39739,0.51,4976,4745,5356,8554,5219,-1874,37684,0.51,-10207,-4776,19356,0.29,5257,-1686,37910,0.00,1.98,0.50,0.66,-1105,-16776,16458,0.17,5790,-1555,38574,0.52,28983,9057,-5356,38040,0.61
01099,6792,5062,4457,8554,5619,3916,5339,39739,0.56,5041,4697,5356,8554,5219,-1874,37701,0.56,-10207,-4776,19373,0.38,5257,-1686,37927,0.00,1.94,0.56,0.66,-1105,-16776,16475,0.24,5790,-1555,38591,0.57,29000,9057,-5356,38057,0.67
01033,7632,5062,4457,8554,5619,3916,5469,40709,0.54,4982,4553,5356,7925,5219,-1874,37709,0.46,-10207,-4776,19381,0.09,5257,-1686,37935,0.00,1.97,0.46,0.66,-1105,-16776,16483,0.14,5790,-1555,38599,0.47,29008,9057,-5356,38065,0.55
01103,7140,5062,4457,8554,5619,3916,5393,40141,0.38,5517,4297,5356,8166,5219,-1874,37738,0.39,-10207,-4776,19410,0.08,5257,-1686,37964,0.00,1.68,0.38,0.66,-1105,-16776,16512,0.12,5790,-1555,38628,0.48,29037,9057,-5356,38094,0.49
01031,7176,5062,4457,8554,5619,3916,5399,40183,0.39,4952,4729,5356,8265,5219,-1874,37739,0.40,-10207,-4776,19411,0.11,5257,-1686,37965,0.00,1.99,0.39,0.66,-1105,-16776,16513,0.14,5790,-1555,38629,0.48,29038,9057,-5356,38095,0.50
01133,6792,5062,4457,8554,5619,3916,5339,39739,0.53,5269,4601,5356,8554,5219,-1874,37832,0.53,-10207,-4776,19504,0.12,5257,-1686,38058,0.00,1.81,0.52,0.66,-1105,-16776,16606,0.18,5790,-1555,38722,0.61,29131,9057,-5356,38188,0.62
01069,6792,5062,4457,8554,5619,3916,5339,39739,0.45,5668,4745,5356,8061,5219,-1874,37883,0.45,-10207,-4776,19555,0.10,5257,-1686,38109,0.00,1.61,0.45,0.66,-1105,-16776,16657,0.14,5790,-1555,38773,0.52,29182,9057,-5356,38239,0.54
01029,7164,5062,4457,8554,5619,3916,5397,40169,0.47,4976,4617,5356,8554,5219,-1874,37928,0.48,-10207,-4776,19600,0.15,5257,-1686,38154,0.00,1.98,0.48,0.66,-1105,-16776,16702,0.18,5790,-1555,38818,0.57,29227,9057,-5356,38284,0.59
01129,6792,5062,4457,8554,5619,3916,5339,39739,0.37,5269,4697,5356,8554,5219,-1874,37928,0.38,-10207,-4776,19600,0.06,5257,-1686,38154,0.00,1.81,0.37,0.66,-1105,-16776,16702,0.11,5790,-1555,38818,0.49,29227,9057,-5356,38284,0.51
01087,6792,5062,4457,8554,5619,3916,5339,39739,0.55,4802,5176,5356,8554,5219,-1874,37941,0.55,-10207,-4776,19613,0.18,5257,-1686,38167,0.00,2.08,0.55,0.66,-1105,-16776,16715,0.34,5790,-1555,38831,0.64,29240,9057,-5356,38297,0.66
01131,6792,5062,4457,8554,5619,3916,5339,39739,0.63,5269,4809,5356,8554,5717,-1703,38709,0.63,-10253,-4776,19666,0.28,5755,-1436,39014,0.00,1.81,0.63,0.66,-861,-16776,17058,0.43,6288,-1304,39679,0.72,29339,9649,-5356,38988,0.73
01005,6996,5062,4457,8554,5619,3916,5371,39975,0.50,5085,4825,5356,8554,5717,-1703,38745,0.51,-10253,-4776,19702,0.16,5755,-1436,39050,0.00,1.91,0.50,0.66,-861,-16776,17094,0.31,6288,-1304,39715,0.59,29375,9649,-5356,39024,0.61
01105,6792,5062,4457,8554,5619,3916,5339,39739,0.65,5517,4681,5356,8554,5717,-1703,38830,0.66,-10253,-4776,19787,0.28,5755,-1436,39135,0.00,1.68,0.66,0.66,-861,-16776,17179,0.42,6288,-1304,39800,0.72,29460,9649,-5356,39109,0.72
01111,7344,5062,4457,8554,5619,3916,5425,40377,0.60,5349,4457,5356,8554,5717,-1703,38990,0.50,-10253,-4776,19947,0.18,5755,-1436,39295,0.00,1.77,0.50,0.66,-861,-16776,17339,0.29,6288,-1304,39960,0.59,29620,9649,-5356,39269,0.61
01015,8148,5062,4457,8554,5619,3916,5549,41305,0.54,4992,4825,5356,7747,5717,-1703,38997,0.44,-10253,-4776,19954,0.13,5755,-1436,39302,0.00,1.97,0.44,0.66,-861,-16776,17346,0.26,6288,-1304,39967,0.53,29627,9649,-5356,39276,0.55
01089,8268,5062,4457,8554,5619,3916,5568,41444,0.39,4582,4329,5356,8537,5717,-1703,39002,0.32,-10253,-4776,19959,0.08,5755,-1436,39307,0.00,2.23,0.32,0.66,-861,-16776,17351,0.17,6288,-1304,39972,0.39,29632,9649,-5356,39281,0.41
01121,6792,5062,4457,8554,5619,3916,5339,39739,0.50,7175,4617,5356,7486,5717,-1703,39356,0.58,-10253,-4776,20313,0.24,5755,-1436,39661,0.00,1.78,0.51,0.66,-861,-16776,17705,0.12,6288,-1304,40326,0.59,29986,9649,-5356,39635,0.61
01119,6792,5062,4457,8554,5619,3916,5339,39739,0.62,6261,4537,5356,8554,5717,-1703,39430,0.69,-10253,-4776,20387,0.39,5755,-1436,39735,0.00,1.69,0.68,0.66,-861,-16776,17779,0.30,6288,-1304,40400,0.69,30060,9649,-5356,39709,0.71
01113,8460,5062,4457,8554,5619,3916,5598,41666,0.59,4833,4793,5356,8182,5717,-1703,39554,0.59,-10253,-4776,20511,0.23,5755,-1436,39859,0.00,1.42,0.59,0.66,-861,-16776,17903,0.12,6288,-1304,40524,0.57,30184,9649,-5356,39833,0.61
01009,8916,5062,4457,8554,5619,3916,5669,42193,0.48,4484,4537,5356,8352,5717,-1703,39575,0.49,-10253,-4776,20532,0.16,5755,-1436,39880,0.00,1.60,0.49,0.66,-861,-16776,17924,0.09,6288,-1304,40545,0.47,30205,9649,-5356,39854,0.52
01085,8520,5062,4457,8554,5619,3916,5607,41735,0.65,4802,4649,5356,8322,5717,-1703,39579,0.65,-10253,-4776,20536,0.36,5755,-1436,39884,0.00,1.43,0.65,0.66,-861,-16776,17928,0.22,6288,-1304,40549,0.63,30209,9649,-5356,39858,0.70
01001,8520,5062,4457,8554,5619,3916,5607,41735,0.43,4639,4888,5356,8305,5717,-1703,39639,0.43,-10253,-4776,20596,0.13,5755,-1436,39944,0.00,1.52,0.43,0.66,-861,-16776,17988,0.09,6288,-1304,40609,0.41,30269,9649,-5356,39918,0.45
01023,8304,5062,4457,8554,5619,3916,5574,41486,0.58,4976,4569,5356,8554,5717,-1703,39689,0.58,-10253,-4776,20646,0.29,5755,-1436,39994,0.00,1.35,0.58,0.66,-861,-16776,18038,0.15,6288,-1304,40659,0.57,30319,9649,-5356,39968,0.61
01101,8520,5062,4457,8554,5619,3916,5607,41735,0.49,5176,4473,5356,8298,6205,-1536,40408,0.49,-10296,-4776,20667,0.20,6242,-1191,40790,0.00,1.26,0.49,0.66,-591,-16776,18372,0.12,6775,-1059,41455,0.47,30383,10230,-5356,40613,0.52
01051,8520,5062,4457,8554,5619,3916,5607,41735,0.40,4797,4856,5356,8310,6205,-1536,40425,0.41,-10296,-4776,20684,0.12,6242,-1191,40807,0.00,1.44,0.40,0.66,-591,-16776,18389,0.07,6775,-1059,41472,0.39,30400,10230,-5356,40630,0.43
01083,8268,5062,4457,8554,5619,3916,5568,41444,0.44,4946,4729,5356,8542,6205,-1536,40425,0.44,-10296,-4776,20684,0.15,6242,-1191,40807,0.00,1.36,0.44,0.66,-591,-16776,18389,0.08,6775,-1059,41472,0.42,30400,10230,-5356,40630,0.48
01073,8916,5062,4457,8554,5619,3916,5669,42193,0.48,5054,4313,5356,8339,6205,-1536,40564,0.49,-10296,-4776,20823,0.19,6242,-1191,40946,0.00,1.31,0.49,0.66,-591,-16776,18528,0.20,6775,-1059,41611,0.47,30539,10230,-5356,40769,0.51
01081,8688,5062,4457,8554,5619,3916,5633,41929,0.49,4888,4920,5356,8207,6205,-1536,40644,0.50,-10296,-4776,20903,0.22,6242,-1191,41026,0.00,1.39,0.50,0.66,-591,-16776,18608,0.23,6775,-1059,41691,0.48,30619,10230,-5356,40849,0.49
01007,8916,5062,4457,8554,5619,3916,5669,42193,0.59,4913,4840,5356,8350,6205,-1536,40961,0.60,-10296,-4776,21220,0.20,6242,-1191,41343,0.00,2.43,0.60,0.66,-591,-16776,18925,0.20,6775,-1059,42008,0.63,30936,10230,-5356,41166,0.57
01097,9240,5062,4457,8554,5619,3916,5719,42567,0.49,5041,4761,5356,8185,6205,-1536,41168,0.48,-10296,-4776,21427,0.22,6242,-1191,41550,0.00,2.34,0.50,0.66,-591,-16776,19132,0.22,6775,-1059,42215,0.54,31143,10230,-5356,41373,0.48
01123,6876,5062,4457,8554,5619,3916,5352,39836,0.48,7175,4729,5356,8554,6205,-1536,41275,0.52,-10296,-4776,21534,0.22,6242,-1191,41657,0.00,1.69,0.52,0.66,-591,-16776,19239,0.23,6775,-1059,42322,0.60,31250,10230,-5356,41480,0.56
01065,9780,5062,4457,8554,5619,3916,5803,43191,0.63,4592,4825,5356,8332,6701,-1366,42136,0.63,-10340,-4776,21685,0.32,6738,-942,42597,0.00,2.08,0.63,0.66,-155,-16776,19870,0.33,7123,-834,43090,0.68,31445,10672,-5356,42117,0.63
01117,8916,5062,4457,8554,5619,3916,5669,42193,0.31,6261,4777,5356,8346,6701,-1366,42907,0.35,-10340,-4776,22456,0.15,6738,-942,43368,0.00,1.48,0.35,0.66,-155,-16776,20641,0.07,7123,-834,43861,0.36,32216,10672,-5356,42888,0.31
