fips,10000,15000,20000,25000,30000,35000,40000,45000,50000,60000,75000,100000,125000,150000,200000,200000+
08083,813,801,728,519,667,762,539,759,449,888,1262,1277,479,228,284,204
08085,1057,1135,1258,1129,1072,1149,759,872,837,1598,1913,1855,1121,461,342,257
08087,672,460,565,905,592,751,479,683,531,1019,980,1500,561,336,259,150
08089,1024,490,643,733,525,442,422,367,332,472,659,529,426,191,72,54
08091,112,99,86,53,79,114,84,66,67,199,310,284,163,82,92,79
08093,286,279,300,358,490,247,366,384,268,543,915,1142,669,398,431,108
08095,159,104,117,82,78,111,68,119,94,109,228,210,59,41,30,47
08097,373,183,124,298,198,502,192,348,348,601,630,965,777,552,508,758
08099,556,393,393,450,287,361,204,322,167,381,420,360,351,119,126,35
08101,5926,4377,4102,4530,4061,4040,2992,3038,2976,5229,6663,6880,3709,1739,1689,878
08103,162,187,79,81,97,184,90,139,69,176,288,577,237,147,61,70
08105,445,381,336,323,316,366,255,345,165,428,473,424,178,64,166,76
08107,416,358,603,406,336,419,453,627,456,656,997,1521,825,578,408,514
08109,330,201,222,235,190,162,123,163,88,297,184,198,120,21,23,41
08111,21,15,31,25,18,24,48,2,32,38,27,30,11,10,6,0
08113,145,158,103,156,184,240,107,125,189,278,381,417,352,83,167,245
08115,61,90,86,48,70,49,41,31,41,93,95,132,55,17,5,18
08117,573,346,255,234,381,761,570,558,380,833,1083,1558,951,547,697,659
08119,439,257,661,433,407,436,383,435,420,723,1107,1310,1148,748,491,213
08121,138,115,144,127,134,143,96,110,135,172,186,228,103,62,37,56
08123,5445,3695,4088,4931,4559,4291,4058,4439,4275,7732,9978,13559,8989,4680,4732,2918
08125,192,164,329,185,324,262,261,247,236,398,278,440,192,98,157,70
09001,17108,10822,12302,11533,11829,11133,10535,10566,10294,19497,27022,38629,29765,23644,29952,58871
09003,22686,14954,15865,15748,14733,13921,12703,13032,12166,24832,33887,46208,33988,22009,25692,25780
09005,3389,2118,3308,2862,2185,3085,2873,3053,2971,5417,7925,11037,8335,5840,6113,4718
09007,2546,1835,2376,2655,2570,2033,1904,2681,2182,4966,6211,8488,7727,5973,5987,6238
09009,22688,15623,15909,14737,13566,14659,13302,13919,11344,23730,30583,41415,30931,19966,23869,20845
